co2_emissions,gdp,green_invention_patents,green_utility_patents,Factor_1,Factor_2,Factor_3,Factor_4
-0.34397224329088355,-0.40667720693254716,-0.42746039717278284,-0.44515360489012734,-0.31823561573037107,-0.3368107527812361,0.12379460098828728,-0.7646473504508072
-0.27558757400673106,-0.33223482671086974,-0.40385399687345325,-0.42780229764264277,0.36501426104369433,-0.31358870811980716,-0.09954861459812689,-0.4796290670503725
-0.23498824098020313,-0.2503207595548747,-0.3911990193934003,-0.4143068364501547,0.07113031636346284,-0.3091992056745487,0.28659314308927436,-0.5097179654118895
-0.24787476209422335,-0.19225467946320812,-0.3561544663717151,-0.3622529147077009,0.4324266611086789,-0.28346247974855515,0.04811146956002011,-0.473961378006101
-0.2666519784218306,-0.14184638062551821,-0.31989308859233256,-0.3142958293986809,0.4598025172510649,-0.2886513607362173,0.2480262578884211,-0.40647690630320166
-0.28550857164502397,-0.07601551504607099,-0.25491464653129137,-0.25573516743842034,0.14820777780897007,-0.3254746131031139,0.3485466434132856,-0.4953462674851699
-0.2772613691462904,0.021265290555783693,-0.22546748739501424,-0.15162732395351264,0.9163412526343028,-0.15678442554286245,0.6292595648631722,-0.27316863342806075
-0.25635586637139923,0.14050057351943435,-0.16024568038243356,-0.04727849009016766,0.8662688932825994,-0.21612643286615388,0.4848968801682962,-0.22261867332682655
-0.25864939929941366,0.2556278243766077,-0.15635184115780187,-0.052098297658913384,0.7791909591010016,-0.221757489791229,0.807981453780682,-0.21550405518078472
-0.2634002982379512,0.3166853706567962,-0.10621866114066895,0.14334489925372582,0.9887903657081332,-0.31083248498381044,0.1098775100974473,-0.16607166961623074
-0.24840110273655014,0.4414057836924021,-0.10597529618912947,0.07538561253441108,1.4995317632179694,-0.3228946216547848,-0.3171327680919397,-0.03060693176084277
-0.2770474589654227,0.5068086323366332,-0.024691402374943078,0.08165136237378053,1.4587312847248055,-0.32528486520968125,-0.2704913741110753,-0.04375113006459826
-0.226282368185821,0.5670427112523296,0.072654578240849,0.10960624627250573,1.4663840610052408,-0.32533889982522496,-0.27337945330664104,-0.05417185471551318
-0.5916864597618725,-0.7842114055831884,-0.48903172991227134,-0.4955205939835202,-1.7723195993676029,0.038456297941474746,0.4278776519676822,-1.1644332821000318
-0.5805276048355426,-0.7759209036423703,-0.4880582701061134,-0.4940746517128965,-1.8340731365864418,-0.020420613019386753,0.45615296649210413,-0.9294354831648146
-0.5212315045801899,-0.7652111755459824,-0.48878836496073186,-0.4938336613344592,-1.4752152915394001,-0.0856405945804581,0.15196256193566327,-1.1281834170338754
-0.3591883415921143,-0.7440243372527808,-0.4880582701061134,-0.4919057383069609,-1.3590015909215711,-0.09793604637146312,0.24814478322906705,-0.7934791187684348
-0.20627585179350114,-0.7179199565625843,-0.4844077958330212,-0.49311069019914733,-1.108766161831554,-0.26105178129810325,-0.22334104704098187,-0.8264703352225602
-0.001979028723935377,-0.690633876942552,-0.48611135049379756,-0.49118276717164905,-1.0452055999574696,-0.1825493255134081,-0.06367672935375764,-1.0678551434954286
0.2258320517110289,-0.6604121594298955,-0.4827042411722448,-0.4890138537657135,-1.037289450850335,-0.33828000495620075,0.06372263916107544,-0.8335270259145298
0.47872901844540094,-0.6126184857834176,-0.48124405146300797,-0.4904597960363372,-0.5198366537298154,-0.32579507557575865,-0.19890986054272008,-0.7290324233208952
0.5243048927515733,-0.560847046054224,-0.48319097107532377,-0.4885318730088389,-0.8462447919868188,-0.3669618677783206,0.3214710094147774,-0.773955746028092
0.5749838691190661,-0.5201575230607366,-0.4827042411722448,-0.4829890943047813,-0.2956782532058809,-0.3588371255540761,0.07700635606162072,-0.7179452778979113
0.8178834313658225,-0.46827907909773886,-0.4766201173837578,-0.48009720976353387,-0.46687766478731885,-0.41413344913958644,0.3034923171771454,-0.6219750798202984
1.0306692044617838,-0.40925461325982737,-0.468102344079876,-0.4723855176535407,-0.23573623697274462,-0.3375114076985154,0.4280384499581613,-0.5900655814396923
1.0704311038169338,-0.3614237207494176,-0.4705359935952708,-0.4605769891101137,-0.09189659835630523,-0.330560459799646,0.7501343844414586,-0.5055875431323638
1.1940877914466341,-0.31741241415001326,-0.44936324281133605,-0.45599817191980524,0.35915141583840554,-0.3599056817347177,0.1039022611277575,-0.4041359593631378
1.1570778062109657,-0.28054712942552273,-0.4471729582474807,-0.43503200899576133,-0.05616843654714968,-0.34585167543579753,0.5228346311111985,-0.4959377065237419
1.1282267724691544,-0.24865986775191617,-0.43305779105819087,-0.406113163583287,0.1876723772442198,-0.25448324766074,1.0900233124346104,-0.4390865819914826
1.1699077887915745,-0.2106826694674619,-0.42307982804507216,-0.38201412573955834,0.610979502331569,-0.3191227894592013,0.2512058608327274,-0.3439131872010877
1.3074793853868774,-0.15806915294181034,-0.4155355145473483,-0.3058611661533759,0.6316183371883435,-0.2473291664449403,0.26337122628671134,-0.33527285163523973
1.4260963972004572,-0.10024034310770925,-0.36564569948175485,-0.25910903273654234,1.2707855155808148,-0.20930935654444546,0.1865288877327149,-0.10500796777994638
1.5593354364217928,-0.04317917234220235,-0.3366852702485567,-0.1465665260063296,1.2543958662499637,-0.19254089251204493,0.06831367420073337,-0.12164348010566549
1.6316109205720575,-0.03647977683447061,-0.31891962878617464,-0.05113433614516424,0.6689893990127493,-0.2514581892508806,0.342664757982576,-0.24194174069683416
1.9623351375967064,0.14781873264003292,-0.28460517061910795,-0.07884822966545217,1.4550222186514001,-0.3171898741971796,-0.5507973876834081,-0.10599128508454782
2.08630172450696,0.2506777154736726,-0.25661820119206774,-0.06920861452796072,1.45406528925246,-0.30852845015983194,-0.5136404778363659,-0.11584907293176455
2.4376456296615543,0.3076597961533243,-0.1573253009639598,0.01995782549383522,1.4457836999506366,-0.30400287521814146,-0.4750901057437189,-0.10909481232578302
-1.012650478380329,-0.7015529611485565,-0.3882786399749265,-0.42900724953482916,-1.6190792195551085,-0.0393344798896783,-0.25590152431366303,1.5979462451567177
-1.0118762422319387,-0.6732945387083047,-0.3882786399749265,-0.42732031688576816,-1.535642125416615,-0.2803221617326496,-0.3657144037065738,0.9396086052564643
-1.0014397158399888,-0.6407512945578994,-0.3471499631647544,-0.41310188455796826,-1.3360990338639895,-0.31116976604849866,-0.4402789001710262,0.6530116029314924
-0.9849039250145913,-0.6051514512070916,-0.3177028040284772,-0.409487028881409,-1.3685169908416552,-0.3810718180601837,-0.41443626771701936,0.45630274765584716
-0.9629788261070565,-0.5575113053743325,-0.30066725742071365,-0.40635415396172425,-1.1507941343818782,-0.4003690699592633,-0.34752386092224724,0.45323650956232014
-0.9365436930658932,-0.5154865556372903,-0.2369056401173698,-0.3957505773104837,-1.0539029317881596,-0.42478587680936536,-0.5283076550911839,0.21549473523673665
-0.9225063538620544,-0.4554013521773212,-0.1928565838887239,-0.3511673572995857,-0.685411823164272,-0.4188375424086871,-0.6288587832801822,0.2598630505613461
-0.9231389581322759,-0.35716681318721305,-0.09307695375753702,-0.32899624248335535,-0.2885908740718026,-0.43234782341343986,-0.7382901213078038,0.21241798772237092
-0.9240864761212869,-0.29030312413365705,0.10307519718328403,-0.24175772548905772,-0.131602013675818,-0.426437468585088,-0.8004556781767823,0.19083735350300152
-0.9109664388747027,-0.23595893043517474,0.1721908434204964,-0.12825125724509587,-0.204074424646217,-0.38525670371306314,-0.45679626469540946,0.18364202341330751
-0.8833333444884888,-0.1389805281027663,0.34790033843200113,-0.06800366263577429,0.09176585324206285,-0.4160880144317486,-0.6140302029102054,0.14706345138072693
-0.8718343538476027,-0.035088721795018075,0.5776368526852705,0.05080459393380787,-0.05079438065032916,-0.38056011620633595,-0.12035042281953487,0.0717958479429147
-0.859801781286,0.054003933741831135,0.7830368717845918,0.19491684023930508,0.08433544341747952,-0.36194044753034227,0.0017388561701023831,0.04926963567069498
-0.8607037642811649,0.15531833372229933,1.3449665448892516,0.6205058485595527,-0.011047379704751352,-0.2786248106022455,0.7538692635940534,2.512056100563458e-05
-0.8548915828178862,0.24052627033626242,1.7776694287264474,0.8075143822268869,0.44057091158121553,-0.19657501429949228,0.9332838845636274,0.15724229918837587
-0.8507885591880842,0.3548160967549693,2.10402182874089,0.9535545515598824,-0.3977747141040579,-0.03443921721301679,2.926913399393353,0.061904657736894526
-0.8780775166318215,0.46668669701810656,2.440838921671531,1.0863402500788273,-0.3864360176235582,0.09527061184682237,3.7202816841833246,-0.009546088785672766
-0.8689632952500691,0.601009576948128,2.908829723481951,1.2294885348705753,0.04942550599257522,0.31363080839126184,4.8742866794871125,0.19291211389891272
-0.8625806205547871,0.7794507677113579,3.703416290258354,1.3485377818185948,0.7164401539731167,0.13112307122327352,3.109744260570623,0.2799404583375769
-0.8611037307138539,0.9006726075373704,3.848218436424345,1.3155220999726867,0.4989439476481777,-0.12295967524669861,1.8161805542208822,0.12687802099516463
-0.8629020628189991,0.9349418765026148,4.322780091926331,1.6796585617914261,1.0483569554443897,-0.13459726294297877,1.3101207521607192,0.32663451333275545
-0.8521711780589886,1.206969900622464,5.2709299431241465,1.5039765759106445,1.4335759255460967,-0.2389021808635384,0.5267816572626949,0.37799947705414094
-0.8649548410274204,1.2475245052341986,5.9034354521752554,1.3164860614864358,1.3728909083311238,-0.24067419153356245,0.5499334325314188,0.35569344801480746
-0.8427493186167929,1.3466802111066196,5.717991359102172,1.1268266336562913,1.360588894123703,-0.24153931505927398,0.5828279940860361,0.35970506131587454
-0.936919717982568,-0.7740739175197525,-0.48124405146300797,-0.4832300846832186,-1.546965965962577,0.024906868209714723,-0.20106366330857078,0.2293104577764422
-0.9167432549961129,-0.7669790715827449,-0.48027059165685004,-0.48949583452258805,-1.5878866757186358,-0.14485081364015917,-0.22086195504579828,0.3753679178183648
-0.8947428322947109,-0.7602052383471496,-0.48027059165685004,-0.48250711354790676,-1.291877929821317,-0.15627672909311047,-0.27888452331678687,0.05968911353284029
-0.8624832935886032,-0.7554412237638736,-0.47613338748067885,-0.48395305581853043,-1.1653224607886221,-0.07524354396374168,-0.20886402491509115,0.03894349024434757
-0.8347716393082754,-0.740646725350966,-0.48027059165685004,-0.4832300846832186,-1.1628683346459208,-0.10089800497786768,-0.1654616218339798,-0.10531162281619152
-0.799291282767186,-0.7256475231864333,-0.4754032926260604,-0.4779282963575983,-0.7846501272566039,-0.13979183268348302,-0.3892441867491335,-0.0944933904107087
-0.7743894379759979,-0.7041815434137428,-0.47272627815912616,-0.4796152290066593,-0.8095931491148618,-0.17561308137335113,-0.38832999751024055,-0.24718510708874114
-0.7380049007704634,-0.6640223892312842,-0.4644518698067838,-0.4706985850044797,-0.5399533427626858,-0.2696954542087323,-0.6905742354356433,-0.29384796936384455
-0.7560079112925968,-0.628166666190945,-0.46128812543677056,-0.46419184478667297,-0.47162336688703976,-0.33763007174209536,-0.4621613745687129,-0.3064855893195774
-0.6749820904720746,-0.5997919348009062,-0.4513101624236519,-0.4429846914841918,-0.2648573159897709,-0.2978727428125105,-0.4779523148839734,-0.4135095642621148
-0.6012991937721002,-0.5537056765373015,-0.43938527979821734,-0.4497324220804358,-0.06097780742723967,-0.2969843924648531,-0.285703313658496,-0.1848508796416802
-0.5356460567626179,-0.4908151012084698,-0.4386551849435989,-0.4453945952685647,-0.3902695305691836,-0.3710028533901716,0.16757880719656768,-0.3671012198246649
-0.5239752543281249,-0.4455197438034169,-0.4240532878512301,-0.43840587429388334,-0.09105877706183337,-0.31516772479276456,0.32366712329868774,-0.2486653844855707
-0.5112768019956666,-0.4093569651356399,-0.4182125290142826,-0.4369599320232596,0.17776424428351914,-0.2573632516091663,0.566760666246565,-0.07018794877271206
-0.5105131606473556,-0.38756532030354585,-0.4019070772611374,-0.4181626825051513,0.014336691103600713,-0.2737849220884885,0.5998993157094743,-0.2803822665929604
-0.5392519668371845,-0.3835689447888642,-0.38195115123490003,-0.3796042219551855,0.6050160296269607,-0.2902036475335611,-0.05560744722614304,-0.052886270063304826
-0.5514167332842845,-0.3630706554784016,-0.35080043743784656,-0.3571921167605179,0.2993896498957199,-0.26977002119419397,0.11821534686232688,-0.23018767123467468
-0.54585899666542,-0.34076259890925326,-0.29920706771147676,-0.3082710699377487,1.2246716157658748,-0.2552094506886674,-0.29522413253353935,0.12101486748502123
-0.50917236143429,-0.3242746421874468,-0.26854308381750225,-0.2930886760961997,0.8870036561636072,-0.24812117351195837,-0.4007523482920376,-0.051815184171088324
-0.5091041259019591,-0.3004545692710673,-0.21524615943035608,-0.2297082065671934,0.8840188442029213,-0.1679014886829526,0.02270782808908557,0.17003833839757496
-0.5155497114469532,-0.2748619479599337,-0.1928565838887239,-0.1733164580128684,1.4980299910052581,-0.15693046784488013,-0.6135766623075146,0.23366453073017426
-0.49424916690772247,-0.23152058091130248,-0.1694935485409338,-0.14969940092601433,2.180813140468843,-0.14155342279915456,-1.1053451420920637,0.42618423250852144
-0.5051188707705769,-0.24592893361091725,-0.03904993451577241,-0.235250985271251,2.2031390812347826,-0.12594579138609763,-1.0749279020399622,0.48322982124111197
-0.46017756451601893,-0.20771911742688887,0.014977084725992197,-0.22994919694563068,2.204544563238982,-0.12377912533486596,-1.0740687578452435,0.5032092482708304
-0.7282279204237015,-0.6714242907957295,-0.47735021223837626,-0.48009720976353387,-1.7245222107703302,-0.45431959516087445,-0.09305293804749755,-0.3814194357742254
-0.717579103442028,-0.6539826006856696,-0.47637675243221833,-0.4796152290066593,-1.476957989830546,-0.40132223821930113,-0.15469542478535275,-0.5473975793176684
-0.6970115261237921,-0.6335122255231559,-0.46664215437063916,-0.47190353689666614,-1.3326444415265284,-0.40116252896655474,-0.2169434946305086,-0.4863775499172709
-0.650672708052522,-0.604100018301017,-0.46858907398295496,-0.470939575382917,-1.0942549649302686,-0.419934507679518,-0.1191256726065769,-0.4719025870511336
-0.5718719927597429,-0.5588279226859215,-0.46761561417679703,-0.46491481592198486,-1.040370713737371,-0.4531353710652404,-0.3736033884321118,-0.4950338435962798
-0.46968057741201996,-0.5173474988338824,-0.4547172717452046,-0.4586490660826154,-1.010348502632094,-0.4247039511881043,-0.04322577451547366,-0.5045036303238853
-0.38470705114469034,-0.45618294831988987,-0.4325710611551119,-0.4285252687779546,-1.0617757786553084,-0.48175499674303285,-0.03649691241380192,-0.5612533786944807
-0.28873469302242394,-0.3588370097061545,-0.4291639518335592,-0.4326221052113885,-0.7650336360891444,-0.44335353807662337,0.01781350694699159,-0.505618922219058
-0.28489724088462787,-0.25430317799558194,-0.4235665579481511,-0.406113163583287,-0.457279268949263,-0.43749623138155236,0.038078998535957316,-0.4727870159404177
-0.25696557710656076,-0.18662067393552537,-0.3858449904595317,-0.34514259783865353,-0.4494319406220257,-0.3484141556371732,0.6220503735016331,-0.39733339243957116
-0.21184396751294354,-0.04377002180712039,-0.3383888249093331,-0.2738094458212168,-0.36039343571430493,-0.3606684118182584,0.6508149106091692,-0.4816172091238156
-0.09146930515394378,0.1351782759771807,-0.30042389246917417,-0.2366969275418747,-0.4020026387896146,-0.4180410449558921,0.5216684446827243,-0.49729698936053746
-0.07101682385680819,0.2706456359731065,-0.1436968636777489,-0.046073538197981226,-0.15813952423368557,-0.3795292707681838,0.7595350393488121,-0.34949237496853963
-0.04001385008383704,0.39316548367874216,-0.06460325442741784,-0.08439100836950975,-0.05108324087697609,-0.37685524910455254,0.5899029627683212,-0.34981075871837347
-0.05047908026694601,0.5094325622438282,0.013030165113676355,-0.01378082748738486,-0.11896842580217609,-0.381854967983069,0.7819907269267692,-0.30805757214278306
-0.0790544848600868,0.5778966624464533,0.3900024750483312,0.24986264652300635,0.3326514383052668,-0.334863076942316,0.6249711073517663,-0.22528852843287667
-0.09876152882237137,0.7197982335445963,0.7346072464282353,0.3443308748704226,0.9836848562347974,-0.37878734300870237,0.027606692572191064,-0.009697364436111643
-0.09972169503251443,0.9355699448314647,1.0293222027425457,0.680512452790437,0.8101672792198223,-0.3254830938627778,0.44558055138108715,-0.07894577138414427
-0.08097970296740767,1.1692067108056179,0.9879501609808341,0.6783435393845014,0.3839893259229651,-0.23247023094102615,1.5264000281056231,-0.18628693147420763
-0.09952816148737349,1.3380686964643895,0.5459994089851381,0.8928249761936863,1.0345590401038796,-0.20308885872159543,1.2914509744226577,0.04503036597277918
-0.11790039190860709,1.4439796261404403,0.6710889940764309,1.31166625391769,1.4226139979619057,-0.1632439375614473,1.1840842157057907,0.1715161353027514
-0.03484951827455337,1.7085220062519977,0.6421285648432328,0.8769196112168254,1.3893548275017233,-0.31420682067336775,0.32094078907460677,0.12607611195048818
-0.056652773313114,1.8238120896388728,0.8105371113085531,0.7414830185350705,1.3329775060332012,-0.3104698307995408,0.3760546490840538,0.11152848500366877
0.009497162753135802,1.9979963728398982,0.9456046594129646,0.8265526221234325,1.3579269969747048,-0.3093040731722408,0.3674406166364566,0.12543274457969594
-0.9926437894804989,-0.7815549091700529,-0.4839210659299422,-0.48106117127728304,-1.644733623895565,-0.022204483593158016,-0.5476027919452563,0.7107839213223142
-0.977660072165533,-0.7736505529425278,-0.4819741463176264,-0.4817841424125949,-1.2119214255640165,-0.030509254877781947,-0.7443631215092515,0.2946426843292997
-0.9693784841971071,-0.765555450037352,-0.47394310291682357,-0.48057919052040843,-1.2686226268332055,-0.16012023905843303,-0.706264590886924,0.42950608882534547
-0.9507890747209368,-0.7499049177540119,-0.4384118199920594,-0.46997561386916786,-0.9958602480629103,-0.17880082732872946,-0.80640632887496,0.0307759548423131
-0.9293342687917001,-0.7324771847179266,-0.45690755630905994,-0.4731084887888526,-1.058965047255273,-0.29072783978222905,-0.8026230213703753,0.10123886186709735
-0.8439872936301364,-0.7073404944899581,-0.44960660776287553,-0.4704575946260424,-1.0988227747130317,-0.3688430851838673,-0.8253722783865636,-0.39099339432836366
-0.8359479862523383,-0.6892474742610909,-0.4225930981419932,-0.44997341245887307,-0.7112158640157268,-0.3772550407460895,-0.9669990964472371,-0.21140924601678046
-0.8280662345329017,-0.6595979967813864,-0.4055575515342296,-0.42997121104857833,-0.5030520472424882,-0.35586183652458847,-1.0843295310063106,-0.17489980686850004
-0.817480110530987,-0.6108180232407147,-0.42113290843275636,-0.4318991340760766,-0.26960286550548396,-0.36621039344992407,-1.0811936022481008,-0.20835332401216375
-0.7354551967942976,-0.5852160972135981,-0.3897388296841634,-0.3986424618517311,-0.34947245417261064,-0.43165821993824605,-1.03634768809759,-0.42257861171314615
-0.6845911946186872,-0.5311091737726813,-0.3615084953055837,-0.36683173189800933,-0.05551786187414254,-0.47780214320631,-0.9613601915012017,-0.3012316977081976
-0.6625416432195513,-0.4729919177431085,-0.29920706771147676,-0.305138195018064,-0.15192670512373238,-0.49080519132987377,-0.8622632961668855,-0.32840726446822466
-0.6534078115886082,-0.42869216494823237,-0.22181701312192204,-0.20898303402158677,0.37217952305226876,-0.4194740668861531,-0.9804724414081027,-0.2559845040479988
-0.6385476856167813,-0.3876490627473924,-0.10816558075298478,-0.16367684287537695,0.4781983358504257,-0.4198771899351798,-0.8442161272098124,-0.16755003740993296
-0.6195824013757928,-0.3562921698848147,-0.10962577046222167,-0.07282347020452001,0.4978670685177687,-0.40339067789089306,-0.7265560968761597,-0.17477436051321577
-0.6421124100658931,-0.3497788686967422,0.09577424863709963,0.2284145028420879,0.4311479730819774,-0.45631133150148984,-0.6989292736383309,-0.22753339698657252
-0.6583257307010991,-0.3219670726236725,0.29801052336640765,0.33613720200355485,0.8219608827154747,-0.4443882851088753,-0.9785538420720947,-0.029896201702508108
-0.6534078172317828,-0.27631813601126703,0.158805771085825,0.4925399576093537,1.1715051870502307,-0.29196288712249796,-0.3551014247006607,0.094472016007215
-0.6081349970352303,-0.23245105250959858,0.19141667459211534,0.5407380332968109,1.0586567032279626,-0.43734285868554373,-1.0120802980691788,0.021840403757159867
-0.5833008722940671,-0.2005312243300517,0.1636730701166146,0.6368931942932882,1.2882278543340722,0.006054537207626664,0.800501919416677,0.1186485019304633
-0.592439244944297,-0.19431567405343397,0.14347377913883774,0.9771716086467365,1.1131991433060968,-0.36779698603058275,-1.1484383989889455,0.013795192411405229
-0.5711681503975591,-0.10767015882010336,0.12595150262799518,0.5002516497193469,1.754987572336728,-0.34928773952352665,-1.4834603811757414,0.2066026610625335
-0.5790574892351772,-0.08462702968830109,0.12838515214338997,0.3583083168197852,1.7044045078693344,-0.3578025478050614,-1.4666220523105917,0.16330823028091787
-0.5414660147811124,-0.05562888232740394,0.1785183321605229,0.3479457305469819,1.67986319961834,-0.36060386645239734,-1.4606645752647545,0.1318166988644013
-1.061923090743383,-0.8425333653643863,-0.48976182476688973,-0.49865346890320494,-1.2739588075091295,3.9963079909479924,0.2670769643678701,0.48532578450518127
-1.0568560358496644,-0.8404956325641179,-0.48903172991227134,-0.49817148814633033,-1.2069319281516186,3.0608452064608023,-0.02752909157240384,-1.3459975219496354
-1.0381513851057582,-0.8386207322935514,-0.4904919196215082,-0.4984124785247676,-0.9542320965849579,3.062829185635443,-0.046832815620100915,0.4398712763580311
-1.0048210332473553,-0.8355222618712252,-0.4900051897184292,-0.49865346890320494,-0.6293098561957188,2.809319579764502,-0.29975969019664883,-1.0705508671780122
-0.9780484952672908,-0.8318515514159474,-0.4902485546699687,-0.4974485170110185,-0.6921769794786374,2.0777288680458703,-0.4476445959264141,-1.2102703540089712
-0.9563632352789102,-0.8290647889790506,-0.4912220144761266,-0.4960025747403948,-0.804928391627209,2.039348479148844,-0.41967600894110196,-1.63064278469678
-0.8950452370919656,-0.8242077272359452,-0.48781490515457393,-0.49648455549726933,-0.41346609627561154,1.9863455561742238,-0.5845381040684083,-2.1962246224057753
-0.8685429305639534,-0.815075148498669,-0.4902485546699687,-0.49648455549726933,-0.3692792435677054,1.4400649914183377,-0.6633213363515007,-1.6395173943266264
-0.8724621684081685,-0.8027091809573143,-0.48781490515457393,-0.4957615843619575,-0.43280102639676776,1.0893832689254739,-0.6245736827995413,-0.9988889191945274
-0.8438184971150088,-0.7966099396304835,-0.48878836496073186,-0.4950386132266456,0.12834481299707323,1.1451357676057574,-0.8447782909002152,-1.2559999701786946
-0.7353474460162286,-0.782164368066937,-0.4841644308814817,-0.49118276717164905,-0.23597562039215886,0.7100551749048134,-0.5049361499051069,-0.5982763209713231
