uid,province_id,province,year,co2_emissions,绿色信贷,绿色债券,绿色投资,绿色保险,绿色权益,绿色基金,碳金融,绿色金融指数,green_finance_pilot
5008,28,Chongqing,2008,108779308.3,0.029,0.093,0.165,0.025,0.049,0.042,5.455,0.165,0
5009,28,Chongqing,2009,112666255.4,0.035,0.107,0.198,0.026,0.051,0.048,4.891,0.309,0
5010,28,Chongqing,2010,118286366.3,0.032,0.104,0.167,0.03,0.053,0.046,3.801,0.209,0
5011,28,Chongqing,2011,125844348.4,0.034,0.102,0.105,0.05,0.055,0.047,3.624,0.165,0
5012,28,Chongqing,2012,127918873.0,0.037,0.111,0.128,0.049,0.055,0.051,2.93,0.275,0
5013,28,Chongqing,2013,138989805.5,0.042,0.118,0.102,0.042,0.062,0.052,3.058,0.381,0
5014,28,Chongqing,2014,148431422.3,0.043,0.126,0.125,0.038,0.063,0.054,2.543,0.387,0
5015,28,Chongqing,2015,150142926.7,0.042,0.121,0.084,0.055,0.065,0.05,2.371,0.251,0
5016,28,Chongqing,2016,156090395.2,0.041,0.13,0.123,0.043,0.066,0.06,2.342,0.321,0
5017,28,Chongqing,2017,158984946.3,0.044,0.128,0.097,0.06,0.069,0.06,2.157,0.324,0
5018,28,Chongqing,2018,163651519.4,0.048,0.13,0.104,0.052,0.072,0.061,2.055,0.318,0
5019,28,Chongqing,2019,165075533.4,0.043,0.136,0.083,0.053,0.072,0.064,1.789,0.258,0
5020,28,Chongqing,2020,165423585.3,0.044,0.139,0.073,0.056,0.074,0.064,1.701,0.274,0
5021,28,Chongqing,2021,170228892.5,0.048,0.143,0.09,0.054,0.075,0.065,1.719,0.288,0
5022,28,Chongqing,2022,169049683.2,0.047,0.143,0.092,0.053,0.074,0.067,1.454,0.291,0
5023,28,Chongqing,2023,181041879.5,0.047,0.143,0.094,0.053,0.075,0.069,1.22,0.32,0
5100,6,Sichuan,2000,108654585.9,0.023,0.072,0.122,0.019,0.038,0.031,3.914,0.363,0
5101,6,Sichuan,2001,111107719.6,0.027,0.076,0.149,0.02,0.04,0.032,3.316,0.384,0
5102,6,Sichuan,2002,115845806.2,0.029,0.077,0.147,0.02,0.039,0.035,3.29,0.401,0
5103,6,Sichuan,2003,126520730.6,0.03,0.083,0.126,0.026,0.041,0.04,2.718,0.499,0
5104,6,Sichuan,2004,144673797.8,0.029,0.081,0.124,0.019,0.045,0.039,2.66,0.332,0
5105,6,Sichuan,2005,168215305.3,0.029,0.088,0.116,0.029,0.046,0.039,2.424,0.363,0
5106,6,Sichuan,2006,187790383.1,0.03,0.086,0.09,0.029,0.046,0.037,2.064,0.222,0
5107,6,Sichuan,2007,209899226.4,0.03,0.094,0.098,0.034,0.048,0.044,1.826,0.317,0
5108,6,Sichuan,2008,210783247.9,0.034,0.101,0.084,0.038,0.053,0.044,1.466,0.402,0
5109,6,Sichuan,2009,217217775.4,0.034,0.099,0.086,0.055,0.055,0.048,1.579,0.339,0
5110,6,Sichuan,2010,227612295.4,0.036,0.105,0.077,0.057,0.056,0.046,1.107,0.329,0
5111,6,Sichuan,2011,255342619.0,0.033,0.106,0.063,0.053,0.056,0.047,0.941,0.174,0
5112,6,Sichuan,2012,260054191.3,0.039,0.109,0.051,0.063,0.054,0.051,0.928,0.281,0
5113,6,Sichuan,2013,267196246.6,0.036,0.114,0.063,0.059,0.057,0.053,0.909,0.235,0
5114,6,Sichuan,2014,264785405.2,0.035,0.114,0.05,0.064,0.056,0.054,0.933,0.195,0
5115,6,Sichuan,2015,258202581.2,0.04,0.125,0.06,0.064,0.062,0.054,0.863,0.298,0
5116,6,Sichuan,2016,253662732.9,0.044,0.133,0.049,0.054,0.067,0.062,0.735,0.405,0
5117,6,Sichuan,2017,253441542.5,0.044,0.128,0.052,0.064,0.069,0.059,0.742,0.311,0
5118,6,Sichuan,2018,257759074.9,0.044,0.126,0.044,0.091,0.064,0.056,0.593,0.17,0
5119,6,Sichuan,2019,253486126.2,0.048,0.135,0.04,0.091,0.074,0.062,0.607,0.332,0
5120,6,Sichuan,2020,249253774.6,0.052,0.143,0.047,0.092,0.077,0.065,0.647,0.453,0
5121,6,Sichuan,2021,268385937.1,0.044,0.145,0.046,0.067,0.073,0.07,0.495,0.285,0
5122,6,Sichuan,2022,263363191.4,0.044,0.141,0.046,0.068,0.073,0.07,0.515,0.265,0
5123,6,Sichuan,2023,278601939.3,0.044,0.143,0.046,0.068,0.073,0.07,0.529,0.273,0
5200,26,Guizhou,2000,54241898.63,0.024,0.069,0.499,0.011,0.037,0.031,21.463,0.307,0
5201,26,Guizhou,2001,57076920.48,0.023,0.071,0.425,0.012,0.036,0.033,19.416,0.234,0
5202,26,Guizhou,2002,63726952.31,0.024,0.075,0.544,0.012,0.04,0.034,20.22,0.272,0
5203,26,Guizhou,2003,83217437.98,0.025,0.077,0.523,0.017,0.038,0.037,18.895,0.228,0
5204,26,Guizhou,2004,98803239.19,0.027,0.083,0.463,0.019,0.043,0.04,16.994,0.344,0
5205,26,Guizhou,2005,113341749.8,0.028,0.083,0.349,0.018,0.043,0.041,13.207,0.259,0
5206,26,Guizhou,2006,131977353.7,0.027,0.089,0.381,0.016,0.046,0.039,13.339,0.246,0
5207,26,Guizhou,2007,139363293.4,0.033,0.091,0.306,0.015,0.05,0.045,9.687,0.336,0
5208,26,Guizhou,2008,134040848.9,0.035,0.098,0.331,0.017,0.051,0.047,8.42,0.411,0
5209,26,Guizhou,2009,145971598.7,0.03,0.095,0.259,0.03,0.05,0.041,8.122,0.13,0
5210,26,Guizhou,2010,148215300.6,0.034,0.104,0.29,0.023,0.057,0.049,7.48,0.328,0
5211,26,Guizhou,2011,161835215.3,0.033,0.11,0.193,0.022,0.059,0.049,6.108,0.225,0
5212,26,Guizhou,2012,164789853.2,0.037,0.116,0.225,0.024,0.059,0.054,4.869,0.378,0
5213,26,Guizhou,2013,184366876.9,0.04,0.116,0.193,0.026,0.06,0.051,4.705,0.316,0
5214,26,Guizhou,2014,184466459.0,0.041,0.118,0.173,0.036,0.058,0.057,3.969,0.32,0
5215,26,Guizhou,2015,178585224.5,0.041,0.122,0.137,0.036,0.06,0.053,3.816,0.249,0
5216,26,Guizhou,2016,192573023.0,0.042,0.121,0.135,0.055,0.064,0.057,3.482,0.262,0
5217,26,Guizhou,2017,199679779.2,0.044,0.133,0.125,0.047,0.066,0.062,2.904,0.331,1
5218,26,Guizhou,2018,209301617.4,0.045,0.128,0.11,0.053,0.063,0.055,2.652,0.153,1
5219,26,Guizhou,2019,214417494.6,0.046,0.136,0.107,0.072,0.066,0.063,2.344,0.277,1
5220,26,Guizhou,2020,220897150.6,0.046,0.147,0.106,0.047,0.072,0.064,2.476,0.356,1
5221,26,Guizhou,2021,226784891.7,0.044,0.142,0.103,0.047,0.075,0.065,2.241,0.249,1
5222,26,Guizhou,2022,225588087.3,0.044,0.141,0.102,0.048,0.075,0.064,2.477,0.227,1
5223,26,Guizhou,2023,233239900.0,0.045,0.14,0.102,0.049,0.075,0.065,2.677,0.252,1
5300,2,Yunnan,2000,72648407.07,0.025,0.068,0.261,0.015,0.034,0.033,4.057,0.284,0
5301,2,Yunnan,2001,75648291.05,0.027,0.076,0.229,0.016,0.037,0.032,3.023,0.351,0
5302,2,Yunnan,2002,79207724.23,0.027,0.077,0.27,0.019,0.04,0.036,3.422,0.388,0
5303,2,Yunnan,2003,94204005.04,0.027,0.077,0.228,0.019,0.041,0.034,3.063,0.252,0
5304,2,Yunnan,2004,109501158.9,0.026,0.082,0.215,0.027,0.044,0.036,1.645,0.299,0
5305,2,Yunnan,2005,119960510.0,0.028,0.086,0.275,0.02,0.047,0.041,1.784,0.339,0
5306,2,Yunnan,2006,142414875.3,0.033,0.088,0.221,0.018,0.045,0.042,1.99,0.306,0
5307,2,Yunnan,2007,161465059.9,0.028,0.094,0.189,0.015,0.049,0.043,1.78,0.222,0
5308,2,Yunnan,2008,165360706.5,0.035,0.097,0.185,0.029,0.05,0.048,1.309,0.423,0
5309,2,Yunnan,2009,170803511.1,0.031,0.097,0.152,0.043,0.052,0.045,1.218,0.217,0
5310,2,Yunnan,2010,181827081.4,0.033,0.1,0.14,0.042,0.053,0.045,1.279,0.204,0
5311,2,Yunnan,2011,197174329.7,0.033,0.102,0.139,0.042,0.056,0.049,0.721,0.168,0
5312,2,Yunnan,2012,212927885.9,0.041,0.114,0.127,0.043,0.061,0.054,0.786,0.447,0
5313,2,Yunnan,2013,222280623.6,0.038,0.11,0.115,0.051,0.06,0.052,0.861,0.245,0
5314,2,Yunnan,2014,219311997.2,0.043,0.119,0.128,0.048,0.061,0.053,0.718,0.339,0
5315,2,Yunnan,2015,214986350.3,0.04,0.124,0.11,0.054,0.065,0.054,0.684,0.317,0
5316,2,Yunnan,2016,210642417.6,0.039,0.117,0.102,0.054,0.058,0.053,0.612,0.115,0
5317,2,Yunnan,2017,212542299.1,0.041,0.138,0.134,0.07,0.069,0.064,0.575,0.417,0
5318,2,Yunnan,2018,217358232.5,0.043,0.135,0.106,0.065,0.072,0.057,0.747,0.29,0
5319,2,Yunnan,2019,216829878.7,0.041,0.138,0.091,0.074,0.068,0.061,0.517,0.221,0
5320,2,Yunnan,2020,215735429.4,0.044,0.132,0.08,0.056,0.071,0.06,0.554,0.17,0
5321,2,Yunnan,2021,219190745.8,0.048,0.142,0.077,0.049,0.077,0.062,0.479,0.271,0
5322,2,Yunnan,2022,212591576.9,0.047,0.146,0.077,0.05,0.075,0.062,0.432,0.271,0
5323,2,Yunnan,2023,224286167.5,0.048,0.146,0.076,0.05,0.075,0.061,0.401,0.281,0
5400,25,Xizang,2000,9636722.678,0.023,0.069,4.703,0.002,0.037,0.034,39.196,0.731,0
5401,25,Xizang,2001,10112565.34,0.024,0.072,4.212,0.002,0.039,0.034,49.121,0.683,0
5402,25,Xizang,2002,10711058.08,0.025,0.074,3.232,0.003,0.039,0.032,36.429,0.59,0
5403,25,Xizang,2003,12084338.15,0.024,0.075,3.395,0.002,0.038,0.034,36.393,0.433,0
5404,25,Xizang,2004,14058027.11,0.027,0.081,3.1,0.003,0.043,0.038,40.802,0.63,0
5405,25,Xizang,2005,15489941.87,0.03,0.087,3.128,0.003,0.046,0.04,22.609,0.713,0
5406,25,Xizang,2006,16749091.15,0.029,0.087,2.823,0.003,0.044,0.039,34.141,0.553,0
5407,25,Xizang,2007,18077920.23,0.03,0.095,2.933,0.003,0.051,0.045,28.737,0.721,0
5408,25,Xizang,2008,18992591.9,0.031,0.095,2.43,0.003,0.047,0.042,15.431,0.543,0
5409,25,Xizang,2009,20202580.51,0.036,0.098,2.802,0.005,0.049,0.045,21.933,0.663,0
5410,25,Xizang,2010,21612995.28,0.034,0.097,2.192,0.005,0.051,0.042,18.599,0.539,0
5411,25,Xizang,2011,23494689.85,0.041,0.109,2.002,0.008,0.055,0.048,16.098,0.762,0
5412,25,Xizang,2012,24329255.95,0.038,0.111,1.817,0.01,0.054,0.052,17.848,0.66,0
5413,25,Xizang,2013,25224624.18,0.041,0.112,1.536,0.006,0.061,0.054,9.176,0.7,0
5414,25,Xizang,2014,25192019.16,0.038,0.115,1.438,0.011,0.06,0.053,7.894,0.65,0
5415,25,Xizang,2015,25610347.9,0.046,0.128,1.388,0.019,0.066,0.054,7.57,0.783,0
5416,25,Xizang,2016,25929663.53,0.04,0.13,1.557,0.011,0.063,0.057,6.691,0.656,0
5417,25,Xizang,2017,26035363.94,0.043,0.12,1.319,0.017,0.065,0.054,8.253,0.546,0
5418,25,Xizang,2018,26454596.0,0.042,0.134,1.432,0.018,0.071,0.062,9.011,0.64,0
5419,25,Xizang,2019,26424956.93,0.041,0.136,1.079,0.014,0.068,0.058,8.026,0.518,0
5420,25,Xizang,2020,25971325.68,0.051,0.141,1.295,0.018,0.076,0.063,5.356,0.739,0
5421,25,Xizang,2021,26450750.18,0.045,0.136,0.989,0.011,0.071,0.067,4.305,0.588,0
5422,25,Xizang,2022,25467563.56,0.045,0.135,0.985,0.011,0.072,0.065,6.397,0.53,0
5423,25,Xizang,2023,27146987.21,0.045,0.135,0.994,0.011,0.072,0.066,7.66,0.545,0
6100,29,Shanxi,2000,89410303.8,0.024,0.072,0.347,0.02,0.036,0.032,13.956,0.361,0
6101,29,Shanxi,2001,93520959.33,0.025,0.077,0.301,0.017,0.04,0.032,10.664,0.373,0
6102,29,Shanxi,2002,100035344.8,0.026,0.076,0.284,0.028,0.039,0.033,10.497,0.352,0
6103,29,Shanxi,2003,114939673.5,0.027,0.078,0.284,0.026,0.042,0.036,9.882,0.339,0
6104,29,Shanxi,2004,132745839.6,0.029,0.085,0.279,0.022,0.046,0.039,7.798,0.411,0
6105,29,Shanxi,2005,155551894.4,0.03,0.085,0.186,0.029,0.043,0.038,6.66,0.314,0
6106,29,Shanxi,2006,165371253.1,0.03,0.088,0.17,0.022,0.043,0.041,5.674,0.235,0
6107,29,Shanxi,2007,195688075.5,0.032,0.092,0.173,0.025,0.047,0.04,4.775,0.262,0
6108,29,Shanxi,2008,216817366.6,0.033,0.101,0.125,0.029,0.052,0.042,4.403,0.327,0
6109,29,Shanxi,2009,233338472.3,0.037,0.105,0.13,0.032,0.056,0.046,3.74,0.389,0
6110,29,Shanxi,2010,251726499.8,0.034,0.099,0.106,0.039,0.05,0.044,3.168,0.149,0
6111,29,Shanxi,2011,279156526.4,0.036,0.106,0.101,0.044,0.055,0.05,2.534,0.249,0
6112,29,Shanxi,2012,278889075.5,0.036,0.116,0.113,0.042,0.059,0.052,2.377,0.342,0
6113,29,Shanxi,2013,296454483.6,0.036,0.109,0.077,0.053,0.058,0.05,2.245,0.16,0
6114,29,Shanxi,2014,293576358.9,0.042,0.121,0.091,0.046,0.066,0.054,2.251,0.372,0
6115,29,Shanxi,2015,297184972.4,0.038,0.124,0.093,0.064,0.064,0.056,2.04,0.318,0
6116,29,Shanxi,2016,295280449.9,0.042,0.122,0.082,0.047,0.061,0.059,2.172,0.249,0
6117,29,Shanxi,2017,298113446.5,0.041,0.124,0.085,0.055,0.063,0.056,1.777,0.184,0
6118,29,Shanxi,2018,327794510.8,0.043,0.134,0.08,0.065,0.074,0.062,1.72,0.324,0
6119,29,Shanxi,2019,347842949.6,0.042,0.13,0.068,0.103,0.069,0.06,1.57,0.201,0
6120,29,Shanxi,2020,360443411.2,0.046,0.132,0.084,0.077,0.066,0.058,1.558,0.165,0
6121,29,Shanxi,2021,384606805.3,0.045,0.136,0.072,0.066,0.071,0.061,1.503,0.18,0
6122,29,Shanxi,2022,385799154.6,0.045,0.134,0.07,0.066,0.072,0.06,1.472,0.168,0
6123,29,Shanxi,2023,427613190.9,0.047,0.137,0.071,0.066,0.073,0.06,1.53,0.215,0
6200,23,Gansu,2000,67518991.03,0.025,0.072,0.489,0.015,0.037,0.034,21.327,0.407,0
6201,23,Gansu,2001,70594947.79,0.022,0.073,0.479,0.02,0.037,0.032,20.844,0.28,0
6202,23,Gansu,2002,74430493.31,0.024,0.076,0.578,0.016,0.038,0.034,21.142,0.273,0
6203,23,Gansu,2003,88248767.09,0.026,0.078,0.497,0.017,0.04,0.036,19.434,0.272,0
6204,23,Gansu,2004,100285697.7,0.031,0.089,0.551,0.019,0.047,0.038,15.763,0.5,0
6205,23,Gansu,2005,112641501.2,0.03,0.086,0.446,0.025,0.044,0.039,14.113,0.36,0
6206,23,Gansu,2006,120987859.9,0.027,0.087,0.398,0.019,0.043,0.037,11.728,0.163,0
6207,23,Gansu,2007,137407644.9,0.033,0.096,0.383,0.019,0.049,0.045,11.18,0.386,0
6208,23,Gansu,2008,138662548.6,0.034,0.099,0.35,0.022,0.05,0.044,9.641,0.359,0
6209,23,Gansu,2009,149775585.0,0.035,0.099,0.283,0.027,0.05,0.045,9.105,0.245,0
6210,23,Gansu,2010,166121591.7,0.038,0.108,0.332,0.035,0.054,0.047,7.398,0.378,0
6211,23,Gansu,2011,185415514.6,0.039,0.112,0.268,0.034,0.057,0.053,6.255,0.412,0
6212,23,Gansu,2012,189696896.3,0.038,0.113,0.24,0.032,0.062,0.055,6.467,0.41,0
6213,23,Gansu,2013,196636684.0,0.039,0.111,0.25,0.032,0.06,0.053,5.861,0.287,0
6214,23,Gansu,2014,194817849.3,0.042,0.122,0.217,0.033,0.06,0.058,5.013,0.388,0
6215,23,Gansu,2015,194235262.7,0.038,0.119,0.241,0.033,0.06,0.057,5.267,0.278,0
6216,23,Gansu,2016,191818338.5,0.045,0.132,0.238,0.038,0.063,0.061,5.339,0.418,0
6217,23,Gansu,2017,199442438.6,0.042,0.131,0.24,0.033,0.064,0.058,5.724,0.276,0
6218,23,Gansu,2018,205464166.8,0.042,0.136,0.245,0.05,0.07,0.057,4.92,0.281,0
6219,23,Gansu,2019,208698425.8,0.05,0.136,0.234,0.037,0.068,0.064,5.108,0.364,0
6220,23,Gansu,2020,213700508.1,0.044,0.138,0.197,0.036,0.071,0.062,4.847,0.247,0
6221,23,Gansu,2021,226080748.7,0.046,0.15,0.252,0.023,0.08,0.065,4.105,0.378,0
6222,23,Gansu,2022,225000927.6,0.046,0.154,0.248,0.024,0.078,0.066,4.172,0.372,0
6223,23,Gansu,2023,246083672.9,0.045,0.155,0.248,0.024,0.078,0.066,4.335,0.382,0
6300,30,Qinghai,2000,24196067.99,0.023,0.07,1.665,0.005,0.035,0.033,16.966,0.396,0
6301,30,Qinghai,2001,24703978.78,0.024,0.074,2.037,0.007,0.036,0.034,21.061,0.474,0
6302,30,Qinghai,2002,26682478.88,0.027,0.078,2.009,0.008,0.039,0.036,20.15,0.568,0
6303,30,Qinghai,2003,30098376.2,0.028,0.083,1.949,0.012,0.043,0.035,20.713,0.57,0
6304,30,Qinghai,2004,35393047.14,0.031,0.085,1.836,0.008,0.047,0.041,19.505,0.649,0
6305,30,Qinghai,2005,38720132.95,0.026,0.085,1.584,0.009,0.047,0.04,17.273,0.422,0
6306,30,Qinghai,2006,46611283.6,0.033,0.096,1.514,0.01,0.05,0.04,8.788,0.617,0
6307,30,Qinghai,2007,53449352.23,0.029,0.098,1.095,0.009,0.048,0.046,13.017,0.426,0
6308,30,Qinghai,2008,53357597.69,0.033,0.095,0.967,0.01,0.052,0.042,9.351,0.371,0
6309,30,Qinghai,2009,54502298.42,0.035,0.105,1.167,0.014,0.052,0.047,8.148,0.466,0
6310,30,Qinghai,2010,58616099.48,0.032,0.106,1.036,0.019,0.057,0.051,5.034,0.489,0
6311,30,Qinghai,2011,63463286.04,0.039,0.114,0.841,0.02,0.055,0.048,6.191,0.5,0
6312,30,Qinghai,2012,66443066.09,0.037,0.111,0.722,0.018,0.059,0.049,4.921,0.401,0
6313,30,Qinghai,2013,69862485.33,0.039,0.119,0.646,0.03,0.061,0.056,3.617,0.531,0
6314,30,Qinghai,2014,70323202.62,0.04,0.111,0.687,0.024,0.061,0.049,4.216,0.378,0
6315,30,Qinghai,2015,76254603.34,0.041,0.117,0.508,0.041,0.057,0.051,5.679,0.303,0
6316,30,Qinghai,2016,78591389.32,0.039,0.118,0.668,0.029,0.061,0.054,3.042,0.288,0
6317,30,Qinghai,2017,79881559.49,0.042,0.132,0.664,0.021,0.067,0.065,2.994,0.499,0
6318,30,Qinghai,2018,82721746.56,0.04,0.13,0.508,0.024,0.065,0.062,4.204,0.272,0
6319,30,Qinghai,2019,81588623.14,0.047,0.134,0.644,0.022,0.069,0.057,5.02,0.431,0
6320,30,Qinghai,2020,80617612.3,0.049,0.136,0.746,0.029,0.073,0.06,2.912,0.465,0
6321,30,Qinghai,2021,84550523.4,0.052,0.142,0.755,0.026,0.077,0.066,3.065,0.615,0
6322,30,Qinghai,2022,85118819.98,0.053,0.144,0.763,0.026,0.077,0.065,3.097,0.624,0
6323,30,Qinghai,2023,92762593.03,0.052,0.145,0.779,0.026,0.078,0.067,3.186,0.662,0
6400,8,Ningxia,2000,31782303.35,0.022,0.071,2.185,0.004,0.035,0.03,27.819,0.39,0
6401,8,Ningxia,2001,32949584.48,0.024,0.073,1.84,0.005,0.037,0.035,17.55,0.457,0
6402,8,Ningxia,2002,37258514.68,0.026,0.077,1.75,0.005,0.037,0.036,22.714,0.45,0
6403,8,Ningxia,2003,44936720.58,0.03,0.084,1.703,0.005,0.043,0.039,16.443,0.642,0
6404,8,Ningxia,2004,51104224.0,0.03,0.083,1.37,0.005,0.043,0.04,12.573,0.474,0
6405,8,Ningxia,2005,56099787.56,0.028,0.083,1.371,0.005,0.046,0.037,11.28,0.342,0
6406,8,Ningxia,2006,70225417.48,0.032,0.091,1.371,0.006,0.049,0.042,8.725,0.533,0
6407,8,Ningxia,2007,76330668.55,0.032,0.095,1.086,0.007,0.05,0.042,7.726,0.417,0
6408,8,Ningxia,2008,75427806.34,0.031,0.095,0.889,0.009,0.048,0.043,8.01,0.314,0
6409,8,Ningxia,2009,82026356.72,0.037,0.103,0.921,0.009,0.055,0.047,6.772,0.473,0
6410,8,Ningxia,2010,107014483.7,0.036,0.097,0.67,0.017,0.05,0.044,6.935,0.262,0
6411,8,Ningxia,2011,126847172.8,0.036,0.107,0.649,0.018,0.053,0.051,5.008,0.346,0
6412,8,Ningxia,2012,124387524.5,0.035,0.109,0.503,0.016,0.06,0.052,2.772,0.323,0
6413,8,Ningxia,2013,128478800.2,0.039,0.121,0.543,0.012,0.06,0.055,3.505,0.487,0
6414,8,Ningxia,2014,125261185.0,0.036,0.118,0.577,0.014,0.06,0.056,3.36,0.392,0
6415,8,Ningxia,2015,120370764.8,0.041,0.114,0.558,0.02,0.061,0.052,3.459,0.318,0
6416,8,Ningxia,2016,122322237.2,0.043,0.128,0.646,0.014,0.063,0.056,3.19,0.423,0
6417,8,Ningxia,2017,142427148.1,0.043,0.138,0.51,0.023,0.069,0.062,2.153,0.498,0
6418,8,Ningxia,2018,154912319.7,0.044,0.131,0.576,0.023,0.067,0.056,2.422,0.324,0
6419,8,Ningxia,2019,174003965.4,0.045,0.133,0.462,0.019,0.069,0.061,2.145,0.368,0
6420,8,Ningxia,2020,174305461.3,0.044,0.145,0.518,0.015,0.069,0.063,2.926,0.398,0
6421,8,Ningxia,2021,188879868.4,0.047,0.142,0.453,0.014,0.07,0.067,2.508,0.383,0
6422,8,Ningxia,2022,191617159.6,0.047,0.146,0.455,0.014,0.07,0.066,2.47,0.39,0
6423,8,Ningxia,2023,201084696.6,0.046,0.144,0.454,0.015,0.072,0.065,2.579,0.377,0
6500,14,Xinjiang,2000,69036445.42,0.023,0.067,0.357,0.011,0.033,0.03,2.993,0.182,0
6501,14,Xinjiang,2001,73178228.91,0.021,0.072,0.398,0.01,0.036,0.032,5.136,0.202,0
6502,14,Xinjiang,2002,77913871.28,0.028,0.081,0.488,0.013,0.042,0.036,3.026,0.485,0
6503,14,Xinjiang,2003,90159507.15,0.028,0.082,0.348,0.012,0.043,0.037,4.702,0.403,0
6504,14,Xinjiang,2004,104182146.6,0.029,0.087,0.375,0.011,0.046,0.038,2.336,0.38,0
6505,14,Xinjiang,2005,115253805.1,0.03,0.085,0.337,0.014,0.042,0.04,2.776,0.285,0
6506,14,Xinjiang,2006,127684527.8,0.032,0.089,0.266,0.013,0.046,0.039,2.655,0.269,0
6507,14,Xinjiang,2007,134008350.7,0.03,0.095,0.28,0.012,0.049,0.04,2.983,0.229,0
6508,14,Xinjiang,2008,145184808.2,0.034,0.103,0.247,0.014,0.051,0.047,2.394,0.432,0
6509,14,Xinjiang,2009,152750016.4,0.036,0.104,0.292,0.018,0.056,0.047,1.907,0.381,0
6510,14,Xinjiang,2010,173836364.8,0.031,0.098,0.194,0.026,0.052,0.047,1.432,0.156,0
6511,14,Xinjiang,2011,213078279.2,0.037,0.11,0.196,0.025,0.056,0.052,1.857,0.321,0
6512,14,Xinjiang,2012,241425313.4,0.036,0.116,0.165,0.025,0.058,0.052,1.011,0.325,0
6513,14,Xinjiang,2013,274916757.4,0.04,0.116,0.161,0.027,0.063,0.054,0.88,0.37,0
6514,14,Xinjiang,2014,323158537.9,0.04,0.113,0.157,0.027,0.06,0.054,1.228,0.257,0
6515,14,Xinjiang,2015,343654905.8,0.046,0.129,0.174,0.024,0.067,0.06,0.93,0.46,0
6516,14,Xinjiang,2016,360881132.2,0.042,0.126,0.223,0.024,0.069,0.059,1.389,0.338,0
6517,14,Xinjiang,2017,391907132.5,0.045,0.13,0.19,0.017,0.07,0.06,1.0,0.349,1
6518,14,Xinjiang,2018,419497542.1,0.047,0.13,0.185,0.033,0.067,0.064,0.701,0.293,1
6519,14,Xinjiang,2019,432814780.4,0.047,0.139,0.134,0.032,0.073,0.061,0.656,0.324,1
6520,14,Xinjiang,2020,445711027.8,0.049,0.132,0.142,0.032,0.073,0.063,0.738,0.262,1
6521,14,Xinjiang,2021,482794940.9,0.049,0.136,0.141,0.032,0.067,0.061,0.967,0.183,1
6522,14,Xinjiang,2022,484931166.4,0.048,0.136,0.142,0.031,0.069,0.061,0.756,0.202,1
6523,14,Xinjiang,2023,522624165.4,0.048,0.135,0.141,0.031,0.069,0.061,0.595,0.192,1
