省,省代码,年份,CO2排放量_吨
湖北省,420000,1993,124837998.6
湖南省,430000,1993,82438894.11
吉林省,220000,1993,56111687.74
江苏省,320000,1993,223318903.3
江西省,360000,1993,64644579.68
辽宁省,210000,1993,142466939.8
内蒙古自治区,150000,1993,98771763.45
宁夏回族自治区,640000,1993,28448139.89
青海省,630000,1993,16183972.56
山东省,370000,1993,333803880.7
山西省,140000,1993,133907880.2
陕西省,610000,1993,73441479.95
上海市,310000,1993,55105646.79
四川省,510000,1993,97514450.11
台湾省,710000,1993,121755910.7
天津市,120000,1993,35232905.05
西藏自治区,540000,1993,8176056.407
香港特别行政区,810000,1993,30484234.89
新疆维吾尔自治区,650000,1993,58902023.95
云南省,530000,1993,55389317.71
浙江省,330000,1993,86465991.67
重庆市,500000,1993,43100816.57
安徽省,340000,1994,127244659.7
澳门特别行政区,820000,1994,1022031.898
北京市,110000,1994,35428196.03
福建省,350000,1994,59644781.19
甘肃省,620000,1994,56868672.9
广东省,440000,1994,141186775.8
广西壮族自治区,450000,1994,78616073.58
贵州省,520000,1994,45660426.97
海南省,460000,1994,15715490.49
河北省,130000,1994,210217251.3
河南省,410000,1994,197577260.4
黑龙江省,230000,1994,101992498.1
湖北省,420000,1994,137362538.4
湖南省,430000,1994,85588633.03
吉林省,220000,1994,58506411.15
江苏省,320000,1994,240545546.8
江西省,360000,1994,67466061.54
辽宁省,210000,1994,152657491.6
内蒙古自治区,150000,1994,103953440.1
宁夏回族自治区,640000,1994,28809780.26
青海省,630000,1994,18423905.19
山东省,370000,1994,349176286.6
山西省,140000,1994,142860923.6
陕西省,610000,1994,74815779.43
上海市,310000,1994,59890305.56
四川省,510000,1994,100680295.5
台湾省,710000,1994,129837247.3
天津市,120000,1994,39688230.32
西藏自治区,540000,1994,8429754.655
香港特别行政区,810000,1994,27422606.9
新疆维吾尔自治区,650000,1994,61368382.3
云南省,530000,1994,56982879.59
浙江省,330000,1994,91880551.22
重庆市,500000,1994,44308132.53
安徽省,340000,1995,141382817.4
澳门特别行政区,820000,1995,1045523.399
北京市,110000,1995,37607660.6
福建省,350000,1995,64483002.17
甘肃省,620000,1995,61246576.4
广东省,440000,1995,160593434.4
广西壮族自治区,450000,1995,86433881.89
贵州省,520000,1995,50863742.96
海南省,460000,1995,16874060.36
河北省,130000,1995,244166105.3
河南省,410000,1995,223568117
黑龙江省,230000,1995,108168999.9
湖北省,420000,1995,148739672.7
湖南省,430000,1995,93444811.8
吉林省,220000,1995,63263103.07
江苏省,320000,1995,267073555.2
江西省,360000,1995,76206727.63
辽宁省,210000,1995,165084025.8
内蒙古自治区,150000,1995,117542552.3
宁夏回族自治区,640000,1995,30995866.94
青海省,630000,1995,20338648.87
山东省,370000,1995,377479499
山西省,140000,1995,155074335.6
陕西省,610000,1995,83333940.64
上海市,310000,1995,65110212.96
四川省,510000,1995,110079679.2
台湾省,710000,1995,135811218
天津市,120000,1995,42920651.66
西藏自治区,540000,1995,8980154.039
香港特别行政区,810000,1995,27887542.43
新疆维吾尔自治区,650000,1995,67708406.05
云南省,530000,1995,61245881.6
浙江省,330000,1995,106610630.7
重庆市,500000,1995,47184902.23
安徽省,340000,1996,138810217.7
澳门特别行政区,820000,1996,1088644.534
北京市,110000,1996,35556535.73
福建省,350000,1996,65816398.44
甘肃省,620000,1996,60705655.11
广东省,440000,1996,170713142.9
广西壮族自治区,450000,1996,82624043.01
贵州省,520000,1996,49610385.48
海南省,460000,1996,16110604.88
河北省,130000,1996,237315725.3
河南省,410000,1996,223348822.7
黑龙江省,230000,1996,107832661.1
湖北省,420000,1996,144586917.4
湖南省,430000,1996,91703584.99
吉林省,220000,1996,59921010.35
江苏省,320000,1996,258180223
江西省,360000,1996,75596795.87
辽宁省,210000,1996,163607330.6
内蒙古自治区,150000,1996,119521921.9
宁夏回族自治区,640000,1996,30176564.37
青海省,630000,1996,21698328.76
山东省,370000,1996,373635401.2
山西省,140000,1996,154541384.1
陕西省,610000,1996,86120269.29
上海市,310000,1996,62595156.44
四川省,510000,1996,104244712.7
台湾省,710000,1996,140240574.8
天津市,120000,1996,45530044.79
西藏自治区,540000,1996,8908211.029
香港特别行政区,810000,1996,26074011.87
新疆维吾尔自治区,650000,1996,65712310.15
云南省,530000,1996,58228904.88
浙江省,330000,1996,105232786.6
重庆市,500000,1996,45019063.64
安徽省,340000,1997,139784050
澳门特别行政区,820000,1997,1135189.339
北京市,110000,1997,35212594.04
福建省,350000,1997,65820308.42
甘肃省,620000,1997,61971120.21
广东省,440000,1997,220111778.8
广西壮族自治区,450000,1997,84218843.91
贵州省,520000,1997,50893497.86
海南省,460000,1997,16522288.86
河北省,130000,1997,241408205.3
河南省,410000,1997,225084291.4
黑龙江省,230000,1997,107253422.4
湖北省,420000,1997,157228981.6
湖南省,430000,1997,92816868
吉林省,220000,1997,60521060.96
江苏省,320000,1997,255155436.5
江西省,360000,1997,78074039.33
辽宁省,210000,1997,169316762.1
内蒙古自治区,150000,1997,113317748
宁夏回族自治区,640000,1997,33715099.06
青海省,630000,1997,19933486.22
山东省,370000,1997,381424647.6
山西省,140000,1997,156586877.7
陕西省,610000,1997,86645646.03
上海市,310000,1997,68223107.82
四川省,510000,1997,111021197.3
台湾省,710000,1997,149597058.6
天津市,120000,1997,43380168.58
西藏自治区,540000,1997,9148081.173
香港特别行政区,810000,1997,24983890.51
新疆维吾尔自治区,650000,1997,66308421.26
云南省,530000,1997,63384333.84
浙江省,330000,1997,104781494.6
重庆市,500000,1997,49345889.98
安徽省,340000,1998,140959444.9
澳门特别行政区,820000,1998,1247339.842
北京市,110000,1998,34072501.55
福建省,350000,1998,70030472.28
甘肃省,620000,1998,60664077.43
广东省,440000,1998,244094536.6
广西壮族自治区,450000,1998,85955591.64
贵州省,520000,1998,55796694.37
海南省,460000,1998,16934901.53
河北省,130000,1998,242293891.5
河南省,410000,1998,228895124.9
黑龙江省,230000,1998,100913824
湖北省,420000,1998,161642525.8
湖南省,430000,1998,95701053.34
吉林省,220000,1998,57557267.05
江苏省,320000,1998,271411069.3
江西省,360000,1998,79767053.11
辽宁省,210000,1998,164891295.7
内蒙古自治区,150000,1998,123195538.6
宁夏回族自治区,640000,1998,32863018.09
青海省,630000,1998,19958224.51
山东省,370000,1998,386902443.1
山西省,140000,1998,158926178.2
陕西省,610000,1998,87041464.92
上海市,310000,1998,66172840.31
四川省,510000,1998,108581423.7
台湾省,710000,1998,154644532.9
天津市,120000,1998,44656216.26
西藏自治区,540000,1998,9169040.415
香港特别行政区,810000,1998,31055706.95
新疆维吾尔自治区,650000,1998,65605690.1
云南省,530000,1998,64541490.08
浙江省,330000,1998,109636159.7
重庆市,500000,1998,54481829.28
安徽省,340000,1999,138871806.5
澳门特别行政区,820000,1999,1248491.042
北京市,110000,1999,40137267.96
福建省,350000,1999,73525762.49
甘肃省,620000,1999,63318504.6
广东省,440000,1999,234628679.9
广西壮族自治区,450000,1999,83213868.3
贵州省,520000,1999,54525914.37
海南省,460000,1999,17024027.23
河北省,130000,1999,233640929.7
河南省,410000,1999,223966234.4
黑龙江省,230000,1999,103799018.1
湖北省,420000,1999,159901945.6
湖南省,430000,1999,91643228.4
吉林省,220000,1999,56200152.43
江苏省,320000,1999,262566617.7
江西省,360000,1999,76397213.02
辽宁省,210000,1999,159061196.3
内蒙古自治区,150000,1999,129990526.6
宁夏回族自治区,640000,1999,30968017.53
青海省,630000,1999,20832598.88
山东省,370000,1999,371744609.4
山西省,140000,1999,152952472.4
陕西省,610000,1999,85205460.7
上海市,310000,1999,62578856.51
四川省,510000,1999,105971571.5
台湾省,710000,1999,159037395.3
天津市,120000,1999,44863034.22
西藏自治区,540000,1999,9065242.113
香港特别行政区,810000,1999,33829429.83
新疆维吾尔自治区,650000,1999,62015131.23
云南省,530000,1999,64698569.54
浙江省,330000,1999,107410490.8
重庆市,500000,1999,52579960.54
安徽省,340000,2000,144342900.7
澳门特别行政区,820000,2000,1157961.007
北京市,110000,2000,43133076.5
福建省,350000,2000,74605153.85
甘肃省,620000,2000,67518991.03
广东省,440000,2000,243059512.2
广西壮族自治区,450000,2000,94638537.65
贵州省,520000,2000,54241898.63
海南省,460000,2000,17811898.15
河北省,130000,2000,253490019.9
河南省,410000,2000,223754241.6
黑龙江省,230000,2000,104881427.7
湖北省,420000,2000,170592907.4
湖南省,430000,2000,93269514.41
吉林省,220000,2000,60578928.07
江苏省,320000,2000,279168196.9
江西省,360000,2000,80508714.03
辽宁省,210000,2000,176690927.1
内蒙古自治区,150000,2000,140109202.8
宁夏回族自治区,640000,2000,31782303.35
青海省,630000,2000,24196067.99
山东省,370000,2000,384095327.3
山西省,140000,2000,165876878.5
陕西省,610000,2000,89410303.8
上海市,310000,2000,71538175.19
四川省,510000,2000,108654585.9
台湾省,710000,2000,169410357.6
天津市,120000,2000,47741953.04
西藏自治区,540000,2000,9636722.678
香港特别行政区,810000,2000,30551735.39
新疆维吾尔自治区,650000,2000,69036445.42
云南省,530000,2000,72648407.07
浙江省,330000,2000,119013241.5
重庆市,500000,2000,52337772.92
安徽省,340000,2001,152599784.5
澳门特别行政区,820000,2001,1252499.347
北京市,110000,2001,43311434.79
福建省,350000,2001,85162161.4
甘肃省,620000,2001,70594947.79
广东省,440000,2001,252345786.4
广西壮族自治区,450000,2001,99131711.52
贵州省,520000,2001,57076920.48
海南省,460000,2001,18656847.16
河北省,130000,2001,271754640.2
河南省,410000,2001,241104222.2
黑龙江省,230000,2001,107979180.6
湖北省,420000,2001,172244663.8
湖南省,430000,2001,97550990.69
吉林省,220000,2001,65226914.92
江苏省,320000,2001,297308552.2
江西省,360000,2001,84728768.81
辽宁省,210000,2001,175640064.7
内蒙古自治区,150000,2001,142679832.3
宁夏回族自治区,640000,2001,32949584.48
青海省,630000,2001,24703978.78
山东省,370000,2001,403922520.8
山西省,140000,2001,173419965.7
陕西省,610000,2001,93520959.33
上海市,310000,2001,69645920.86
四川省,510000,2001,111107719.6
台湾省,710000,2001,172309850.7
天津市,120000,2001,51193703.78
西藏自治区,540000,2001,10112565.34
香港特别行政区,810000,2001,30239629.22
新疆维吾尔自治区,650000,2001,73178228.91
云南省,530000,2001,75648291.05
浙江省,330000,2001,126433723.4
重庆市,500000,2001,53914802.9
安徽省,340000,2002,159799154.3
澳门特别行政区,820000,2002,1349651.551
北京市,110000,2002,45715663.79
福建省,350000,2002,90278008.48
甘肃省,620000,2002,74430493.31
广东省,440000,2002,265486402.1
广西壮族自治区,450000,2002,104441868.3
贵州省,520000,2002,63726952.31
海南省,460000,2002,19812107.55
河北省,130000,2002,308619335.8
河南省,410000,2002,257188779
黑龙江省,230000,2002,116042344.8
湖北省,420000,2002,181760737.3
湖南省,430000,2002,102022503.3
吉林省,220000,2002,70295081.5
江苏省,320000,2002,312324741
江西省,360000,2002,90491756.73
辽宁省,210000,2002,186956808.5
内蒙古自治区,150000,2002,156339684.1
宁夏回族自治区,640000,2002,37258514.68
青海省,630000,2002,26682478.88
山东省,370000,2002,450278097.7
山西省,140000,2002,199129088.3
陕西省,610000,2002,100035344.8
上海市,310000,2002,80866286.07
四川省,510000,2002,115845806.2
台湾省,710000,2002,177881597.2
天津市,120000,2002,53101506.55
西藏自治区,540000,2002,10711058.08
香港特别行政区,810000,2002,29305896.5
新疆维吾尔自治区,650000,2002,77913871.28
云南省,530000,2002,79207724.23
浙江省,330000,2002,135158750.7
重庆市,500000,2002,56748344.53
安徽省,340000,2003,177350080.1
澳门特别行政区,820000,2003,1477900.663
北京市,110000,2003,49524960.71
福建省,350000,2003,100742479.7
甘肃省,620000,2003,88248767.09
广东省,440000,2003,305345034.3
广西壮族自治区,450000,2003,119919257.2
贵州省,520000,2003,83217437.98
海南省,460000,2003,22071351.95
河北省,130000,2003,346976462.4
河南省,410000,2003,297991142.9
黑龙江省,230000,2003,126214180
湖北省,420000,2003,208491772.2
湖南省,430000,2003,117842856.5
吉林省,220000,2003,77726607.62
江苏省,320000,2003,363877490
江西省,360000,2003,105181834.1
辽宁省,210000,2003,206153670.1
内蒙古自治区,150000,2003,193669046.1
宁夏回族自治区,640000,2003,44936720.58
青海省,630000,2003,30098376.2
山东省,370000,2003,549374220.2
山西省,140000,2003,227608100.8
陕西省,610000,2003,114939673.5
上海市,310000,2003,92319351.45
四川省,510000,2003,126520730.6
台湾省,710000,2003,183622227
天津市,120000,2003,57383888.99
西藏自治区,540000,2003,12084338.15
香港特别行政区,810000,2003,31717903.37
新疆维吾尔自治区,650000,2003,90159507.15
云南省,530000,2003,94204005.04
浙江省,330000,2003,157390352.8
重庆市,500000,2003,63289817.31
安徽省,340000,2004,197213866.2
澳门特别行政区,820000,2004,1755416.894
北京市,110000,2004,54575775.19
福建省,350000,2004,114755304.7
甘肃省,620000,2004,100285697.7
广东省,440000,2004,348366777.7
广西壮族自治区,450000,2004,147368503.6
贵州省,520000,2004,98803239.19
海南省,460000,2004,26591493.99
河北省,130000,2004,394407975.8
河南省,410000,2004,362742660.4
黑龙江省,230000,2004,135344002
湖北省,420000,2004,243176720.6
湖南省,430000,2004,140246996.4
吉林省,220000,2004,84110452.24
江苏省,320000,2004,434922548.6
江西省,360000,2004,117303726.8
辽宁省,210000,2004,224856816.6
内蒙古自治区,150000,2004,228895004.3
宁夏回族自治区,640000,2004,51104224
青海省,630000,2004,35393047.14
山东省,370000,2004,623612538.1
山西省,140000,2004,259195835.4
陕西省,610000,2004,132745839.6
上海市,310000,2004,108254088.2
四川省,510000,2004,144673797.8
台湾省,710000,2004,192379685.7
天津市,120000,2004,62326363.59
西藏自治区,540000,2004,14058027.11
香港特别行政区,810000,2004,29550421.94
新疆维吾尔自治区,650000,2004,104182146.6
云南省,530000,2004,109501158.9
浙江省,330000,2004,184446522.4
重庆市,500000,2004,71510102.29
安徽省,340000,2005,226390503
澳门特别行政区,820000,2005,1888009.538
北京市,110000,2005,60665551.72
福建省,350000,2005,128468333.6
甘肃省,620000,2005,112641501.2
广东省,440000,2005,371462010.5
广西壮族自治区,450000,2005,166502112.2
贵州省,520000,2005,113341749.8
海南省,460000,2005,28531265.25
河北省,130000,2005,456920329.8
河南省,410000,2005,411795162.2
黑龙江省,230000,2005,143425719.1
湖北省,420000,2005,261770843.6
湖南省,430000,2005,152720681.6
吉林省,220000,2005,92283947.8
江苏省,320000,2005,531706076
江西省,360000,2005,128496410.6
辽宁省,210000,2005,246833363.4
内蒙古自治区,150000,2005,275958206
宁夏回族自治区,640000,2005,56099787.56
青海省,630000,2005,38720132.95
山东省,370000,2005,673934531.5
山西省,140000,2005,313274691
陕西省,610000,2005,155551894.4
上海市,310000,2005,115370448
四川省,510000,2005,168215305.3
台湾省,710000,2005,196887779.9
天津市,120000,2005,81987471.61
西藏自治区,540000,2005,15489941.87
香港特别行政区,810000,2005,31674660.58
新疆维吾尔自治区,650000,2005,115253805.1
云南省,530000,2005,119960510
浙江省,330000,2005,212698735.4
重庆市,500000,2005,80021848.92
安徽省,340000,2006,248580760
澳门特别行政区,820000,2006,1970366.031
北京市,110000,2006,63899288.38
福建省,350000,2006,156057297.4
甘肃省,620000,2006,120987859.9
广东省,440000,2006,383360096.6
广西壮族自治区,450000,2006,178175351.7
贵州省,520000,2006,131977353.7
海南省,460000,2006,31893762.37
河北省,130000,2006,494913641.5
河南省,410000,2006,456193034.3
黑龙江省,230000,2006,148843955
湖北省,420000,2006,302563951
湖南省,430000,2006,178813507.7
吉林省,220000,2006,98020505.65
江苏省,320000,2006,597512846.8
江西省,360000,2006,135971300.6
辽宁省,210000,2006,265732209.2
内蒙古自治区,150000,2006,328438311.5
宁夏回族自治区,640000,2006,70225417.48
青海省,630000,2006,46611283.6
山东省,370000,2006,736411950.3
山西省,140000,2006,338823362.9
陕西省,610000,2006,165371253.1
上海市,310000,2006,124628480
四川省,510000,2006,187790383.1
台湾省,710000,2006,199238027.1
天津市,120000,2006,83839460.98
西藏自治区,540000,2006,16749091.15
香港特别行政区,810000,2006,31558415.45
新疆维吾尔自治区,650000,2006,127684527.8
云南省,530000,2006,142414875.3
浙江省,330000,2006,256460745.3
重庆市,500000,2006,97053858.97
安徽省,340000,2007,285447471.3
澳门特别行政区,820000,2007,2068742.424
北京市,110000,2007,63753557.37
福建省,350000,2007,163085433.4
甘肃省,620000,2007,137407644.9
广东省,440000,2007,392957070.6
广西壮族自治区,450000,2007,212773709
贵州省,520000,2007,139363293.4
海南省,460000,2007,35022420.19
河北省,130000,2007,544309808.1
河南省,410000,2007,501769723.4
黑龙江省,230000,2007,156932291.5
湖北省,420000,2007,314925942.8
湖南省,430000,2007,207796793.3
吉林省,220000,2007,106402294.4
江苏省,320000,2007,618783054.2
江西省,360000,2007,155131109.7
辽宁省,210000,2007,286832955.4
内蒙古自治区,150000,2007,386697371.9
宁夏回族自治区,640000,2007,76330668.55
青海省,630000,2007,53449352.23
山东省,370000,2007,781165657.9
山西省,140000,2007,369838816.3
陕西省,610000,2007,195688075.5
上海市,310000,2007,127207432
四川省,510000,2007,209899226.4
台湾省,710000,2007,201471193.7
天津市,120000,2007,85655154.76
西藏自治区,540000,2007,18077920.23
香港特别行政区,810000,2007,33257693.35
新疆维吾尔自治区,650000,2007,134008350.7
云南省,530000,2007,161465059.9
浙江省,330000,2007,273236958.5
重庆市,500000,2007,104835053.5
安徽省,340000,2008,322314417.6
澳门特别行政区,820000,2008,2015442.393
北京市,110000,2008,63535280.7
福建省,350000,2008,172245888.4
甘肃省,620000,2008,138662548.6
广东省,440000,2008,397043715.1
广西壮族自治区,450000,2008,215478454
贵州省,520000,2008,134040848.9
海南省,460000,2008,35343724.97
河北省,130000,2008,561276016.1
河南省,410000,2008,518063559
黑龙江省,230000,2008,159526424.4
湖北省,420000,2008,323740891
湖南省,430000,2008,205941936.9
吉林省,220000,2008,102254998.8
江苏省,320000,2008,630227213.2
江西省,360000,2008,158460285.5
辽宁省,210000,2008,298983651.6
内蒙古自治区,150000,2008,397196539.4
宁夏回族自治区,640000,2008,75427806.34
青海省,630000,2008,53357597.69
山东省,370000,2008,795067085.4
山西省,140000,2008,381437919.4
陕西省,610000,2008,216817366.6
上海市,310000,2008,133276677.8
四川省,510000,2008,210783247.9
台湾省,710000,2008,191675566.9
天津市,120000,2008,88093846.08
西藏自治区,540000,2008,18992591.9
香港特别行政区,810000,2008,32833202.62
新疆维吾尔自治区,650000,2008,145184808.2
云南省,530000,2008,165360706.5
浙江省,330000,2008,294301735.4
重庆市,500000,2008,108779308.3
安徽省,340000,2009,334870311.6
澳门特别行政区,820000,2009,2129467.015
北京市,110000,2009,66557701.46
福建省,350000,2009,182919859.6
甘肃省,620000,2009,149775585
广东省,440000,2009,420275364.5
广西壮族自治区,450000,2009,231890162.2
贵州省,520000,2009,145971598.7
海南省,460000,2009,39964373.92
河北省,130000,2009,631064666.3
河南省,410000,2009,542281258
黑龙江省,230000,2009,162761801.6
湖北省,420000,2009,354625736.3
湖南省,430000,2009,219384144.6
吉林省,220000,2009,120920656.4
江苏省,320000,2009,669789622.9
江西省,360000,2009,176529448.7
辽宁省,210000,2009,321139541.2
内蒙古自治区,150000,2009,408871292.1
宁夏回族自治区,640000,2009,82026356.72
青海省,630000,2009,54502298.42
山东省,370000,2009,840164781.3
山西省,140000,2009,418635254.2
陕西省,610000,2009,233338472.3
上海市,310000,2009,149620546.7
四川省,510000,2009,217217775.4
台湾省,710000,2009,183033128.1
天津市,120000,2009,106989661.5
西藏自治区,540000,2009,20202580.51
香港特别行政区,810000,2009,34599610.78
新疆维吾尔自治区,650000,2009,152750016.4
云南省,530000,2009,170803511.1
浙江省,330000,2009,314858882.5
重庆市,500000,2009,112666255.4
安徽省,340000,2010,358503105.6
澳门特别行政区,820000,2010,2262251.947
北京市,110000,2010,72923448.49
福建省,350000,2010,201986329
甘肃省,620000,2010,166121591.7
广东省,440000,2010,462201726.2
广西壮族自治区,450000,2010,245827226.4
贵州省,520000,2010,148215300.6
海南省,460000,2010,42142585.3
河北省,130000,2010,671608212.2
河南省,410000,2010,582054604
黑龙江省,230000,2010,173373789
湖北省,420000,2010,382510132.7
湖南省,430000,2010,228643763.6
吉林省,220000,2010,137894748.2
江苏省,320000,2010,731163827.6
江西省,360000,2010,184656623.1
辽宁省,210000,2010,364659206.4
内蒙古自治区,150000,2010,464827282.6
宁夏回族自治区,640000,2010,107014483.7
青海省,630000,2010,58616099.48
山东省,370000,2010,888233588
山西省,140000,2010,448659477.4
陕西省,610000,2010,251726499.8
上海市,310000,2010,167517170.3
四川省,510000,2010,227612295.4
台湾省,710000,2010,195842016.7
天津市,120000,2010,118707038
西藏自治区,540000,2010,21612995.28
香港特别行政区,810000,2010,33288964.71
新疆维吾尔自治区,650000,2010,173836364.8
云南省,530000,2010,181827081.4
浙江省,330000,2010,338328727.9
重庆市,500000,2010,118286366.3
安徽省,340000,2011,389163956.8
澳门特别行政区,820000,2011,2373782.76
北京市,110000,2011,75572433.96
福建省,350000,2011,223567888
甘肃省,620000,2011,185415514.6
广东省,440000,2011,519080536.8
广西壮族自治区,450000,2011,270331736.2
贵州省,520000,2011,161835215.3
海南省,460000,2011,44204535.02
河北省,130000,2011,721983402.6
河南省,410000,2011,632205846.7
黑龙江省,230000,2011,180515957.8
湖北省,420000,2011,407045124.4
湖南省,430000,2011,248157091.1
吉林省,220000,2011,153019050.1
江苏省,320000,2011,796485956.1
江西省,360000,2011,203036472.2
辽宁省,210000,2011,388205915
内蒙古自治区,150000,2011,513846056.4
宁夏回族自治区,640000,2011,126847172.8
青海省,630000,2011,63463286.04
山东省,370000,2011,949154573.9
山西省,140000,2011,495650066.9
陕西省,610000,2011,279156526.4
上海市,310000,2011,174438236.8
四川省,510000,2011,255342619
台湾省,710000,2011,200080241.5
天津市,120000,2011,123786522.2
西藏自治区,540000,2011,23494689.85
香港特别行政区,810000,2011,35403061.83
新疆维吾尔自治区,650000,2011,213078279.2
云南省,530000,2011,197174329.7
浙江省,330000,2011,366433475.4
重庆市,500000,2011,125844348.4
安徽省,340000,2012,402870381.9
澳门特别行政区,820000,2012,2380941.173
北京市,110000,2012,78344338.98
福建省,350000,2012,228852630.3
甘肃省,620000,2012,189696896.3
广东省,440000,2012,528102851
广西壮族自治区,450000,2012,288017884.9
贵州省,520000,2012,164789853.2
海南省,460000,2012,47734274.54
河北省,130000,2012,743645280.2
河南省,410000,2012,652481297.8
黑龙江省,230000,2012,182531440.4
湖北省,420000,2012,428483320.6
湖南省,430000,2012,255001733
吉林省,220000,2012,155707615.3
江苏省,320000,2012,819466358
江西省,360000,2012,209492684.2
辽宁省,210000,2012,407436664.7
内蒙古自治区,150000,2012,523005877.2
宁夏回族自治区,640000,2012,124387524.5
青海省,630000,2012,66443066.09
山东省,370000,2012,975769063
山西省,140000,2012,518496390.5
陕西省,610000,2012,278889075.5
上海市,310000,2012,179224048.6
四川省,510000,2012,260054191.3
台湾省,710000,2012,197112614.3
天津市,120000,2012,125890653.6
西藏自治区,540000,2012,24329255.95
香港特别行政区,810000,2012,35026860.67
新疆维吾尔自治区,650000,2012,241425313.4
云南省,530000,2012,212927885.9
浙江省,330000,2012,366509350.7
重庆市,500000,2012,127918873
安徽省,340000,2013,432133808.6
澳门特别行政区,820000,2013,2443769.927
北京市,110000,2013,78136552.06
福建省,350000,2013,232099096.8
甘肃省,620000,2013,196636684
广东省,440000,2013,551722950.7
广西壮族自治区,450000,2013,296261237
贵州省,520000,2013,184366876.9
海南省,460000,2013,48572734.68
河北省,130000,2013,782139407.4
河南省,410000,2013,674562316.3
黑龙江省,230000,2013,187451366.9
湖北省,420000,2013,442385246.1
湖南省,430000,2013,261042897
吉林省,220000,2013,158632916.9
江苏省,320000,2013,861809498.4
江西省,360000,2013,213709041.9
辽宁省,210000,2013,419151649.8
内蒙古自治区,150000,2013,551492270.4
宁夏回族自治区,640000,2013,128478800.2
青海省,630000,2013,69862485.33
山东省,370000,2013,1027827623
山西省,140000,2013,535790938.2
陕西省,610000,2013,296454483.6
上海市,310000,2013,181945393.6
四川省,510000,2013,267196246.6
台湾省,710000,2013,201939958.8
天津市,120000,2013,129313933
西藏自治区,540000,2013,25224624.18
香港特别行政区,810000,2013,36096368.98
新疆维吾尔自治区,650000,2013,274916757.4
云南省,530000,2013,222280623.6
浙江省,330000,2013,376790997.2
重庆市,500000,2013,138989805.5
安徽省,340000,2014,439745963.8
澳门特别行政区,820000,2014,2643446.993
北京市,110000,2014,79475485.6
福建省,350000,2014,235206846.7
甘肃省,620000,2014,194817849.3
广东省,440000,2014,552862327.2
广西壮族自治区,450000,2014,299701114.7
贵州省,520000,2014,184466459
海南省,460000,2014,47230960.2
河北省,130000,2014,802650737.3
河南省,410000,2014,665211909
黑龙江省,230000,2014,182866174.1
湖北省,420000,2014,456516122.1
湖南省,430000,2014,256754054.1
吉林省,220000,2014,158808834.5
江苏省,320000,2014,870495699.8
江西省,360000,2014,211874325.3
辽宁省,210000,2014,426753234.9
内蒙古自治区,150000,2014,542966399.2
宁夏回族自治区,640000,2014,125261185
青海省,630000,2014,70323202.62
山东省,370000,2014,1036199633
山西省,140000,2014,525515876
陕西省,610000,2014,293576358.9
上海市,310000,2014,186258094.7
四川省,510000,2014,264785405.2
台湾省,710000,2014,203898303.6
天津市,120000,2014,133682904.5
西藏自治区,540000,2014,25192019.16
香港特别行政区,810000,2014,37727297.76
新疆维吾尔自治区,650000,2014,323158537.9
云南省,530000,2014,219311997.2
浙江省,330000,2014,388705304.7
重庆市,500000,2014,148431422.3
安徽省,340000,2015,444211403.6
澳门特别行政区,820000,2015,2751691.291
北京市,110000,2015,80420685.95
福建省,350000,2015,231335072.3
甘肃省,620000,2015,194235262.7
广东省,440000,2015,546155407.9
广西壮族自治区,450000,2015,293584696.5
贵州省,520000,2015,178585224.5
海南省,460000,2015,48005364.09
河北省,130000,2015,763994082.6
河南省,410000,2015,659924911.4
黑龙江省,230000,2015,180800977.2
湖北省,420000,2015,455372275.1
湖南省,430000,2015,253281451.3
吉林省,220000,2015,152188368.2
江苏省,320000,2015,833144487.7
江西省,360000,2015,212141056.6
辽宁省,210000,2015,417136777.3
内蒙古自治区,150000,2015,536320079.4
宁夏回族自治区,640000,2015,120370764.8
青海省,630000,2015,76254603.34
山东省,370000,2015,1042331762
山西省,140000,2015,504833116.1
陕西省,610000,2015,297184972.4
上海市,310000,2015,193922502.3
四川省,510000,2015,258202581.2
台湾省,710000,2015,204835379.1
天津市,120000,2015,128492738.9
西藏自治区,540000,2015,25610347.9
香港特别行政区,810000,2015,36086474.35
新疆维吾尔自治区,650000,2015,343654905.8
云南省,530000,2015,214986350.3
浙江省,330000,2015,392447772
重庆市,500000,2015,150142926.7
安徽省,340000,2016,447562126
澳门特别行政区,820000,2016,2729073.713
北京市,110000,2016,74134216.64
福建省,350000,2016,228426945.8
甘肃省,620000,2016,191818338.5
广东省,440000,2016,548850883.3
广西壮族自治区,450000,2016,309446125.6
贵州省,520000,2016,192573023
海南省,460000,2016,48308301.98
河北省,130000,2016,748779612.2
河南省,410000,2016,647569257.4
黑龙江省,230000,2016,180166854.6
湖北省,420000,2016,449464277.8
湖南省,430000,2016,255078574.9
吉林省,220000,2016,149386010.1
江苏省,320000,2016,830689800.1
江西省,360000,2016,214928058.8
辽宁省,210000,2016,398572946.9
内蒙古自治区,150000,2016,545922001
宁夏回族自治区,640000,2016,122322237.2
青海省,630000,2016,78591389.32
山东省,370000,2016,1062190662
山西省,140000,2016,501151417.2
陕西省,610000,2016,295280449.9
上海市,310000,2016,181333613.2
四川省,510000,2016,253662732.9
台湾省,710000,2016,206868983.2
天津市,120000,2016,124757728.4
西藏自治区,540000,2016,25929663.53
香港特别行政区,810000,2016,36058927.18
新疆维吾尔自治区,650000,2016,360881132.2
云南省,530000,2016,210642417.6
