co2_emissions,gdp,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance
166502112.2,3789.5,57,70,0.028,0.084,0.207,0.009,0.042,0.037,6.648
178175351.7,4479.8,52,79,0.032,0.091,0.235,0.014,0.046,0.043,6.203
212773709,5556.4,86,90,0.029,0.092,0.172,0.007,0.05,0.04,4.796
215478454,6561.9,109,90,0.029,0.091,0.149,0.014,0.046,0.045,4.743
231890162.2,7243.4,124,105,0.036,0.101,0.15,0.027,0.053,0.046,4.324
245827226.4,8712,186,168,0.037,0.106,0.127,0.03,0.055,0.049,3.517
270331736.2,10472.7,247,187,0.034,0.102,0.083,0.026,0.051,0.046,2.851
288017884.9,11496.6,616,327,0.035,0.109,0.102,0.029,0.057,0.051,2.879
296261237,12680.6,997,389,0.04,0.109,0.087,0.027,0.054,0.048,2.432
299701114.7,13856.7,1554,507,0.038,0.123,0.092,0.029,0.062,0.052,2.474
293584696.5,15030.2,1988,639,0.038,0.119,0.092,0.042,0.063,0.052,2.265
309446125.6,16417.2,2812,727,0.038,0.122,0.08,0.038,0.062,0.054,2.068
312652722.9,18071.7,2812,1069,0.043,0.124,0.102,0.03,0.062,0.055,2.331
322487515.5,19951.7,1872,1260,0.048,0.138,0.113,0.031,0.072,0.063,1.943
322055421.5,21341.5,1275,1510,0.047,0.134,0.096,0.033,0.071,0.064,2.185
333517935,22250.7,1575,2001,0.044,0.14,0.098,0.036,0.076,0.067,2.122
350229253.8,25311.5,1747,1700,0.045,0.144,0.084,0.025,0.07,0.062,1.898
351706953.2,26419.7,1870,1586,0.045,0.147,0.085,0.025,0.068,0.063,1.788
371606525,27501.7,1989,1445,0.045,0.151,0.085,0.024,0.069,0.065,1.731
69036445.42,1374.1,12,27,0.023,0.067,0.357,0.011,0.033,0.03,2.993
73178228.91,1506,16,26,0.021,0.072,0.398,0.01,0.036,0.032,5.136
77913871.28,1630.5,12,38,0.028,0.081,0.488,0.013,0.042,0.036,3.026
90159507.15,1909.3,26,40,0.028,0.082,0.348,0.012,0.043,0.037,4.702
104182146.6,2193.2,15,24,0.029,0.087,0.375,0.011,0.046,0.038,2.336
115253805.1,2543,25,43,0.03,0.085,0.337,0.014,0.042,0.04,2.776
127684527.8,2984.5,32,27,0.032,0.089,0.266,0.013,0.046,0.039,2.655
134008350.7,3536.4,38,57,0.03,0.095,0.28,0.012,0.049,0.04,2.983
145184808.2,4183.9,45,75,0.034,0.103,0.247,0.014,0.051,0.047,2.394
152750016.4,4289.5,59,88,0.036,0.104,0.292,0.018,0.056,0.047,1.907
173836364.8,5425.4,75,130,0.031,0.098,0.194,0.026,0.052,0.047,1.432
213078279.2,6607.6,129,118,0.037,0.11,0.196,0.025,0.056,0.052,1.857
241425313.4,7499.5,124,203,0.036,0.116,0.165,0.025,0.058,0.052,1.011
274916757.4,8518.4,165,239,0.04,0.116,0.161,0.027,0.063,0.054,0.88
323158537.9,9400.2,207,283,0.04,0.113,0.157,0.027,0.06,0.054,1.228
343654905.8,9545.7,285,425,0.046,0.129,0.174,0.024,0.067,0.06,0.93
360881132.2,9913.9,357,581,0.042,0.126,0.223,0.024,0.069,0.059,1.389
391907132.5,11460.8,378,782,0.045,0.13,0.19,0.017,0.07,0.06,1
419497542.1,13110.1,438,666,0.047,0.13,0.185,0.033,0.067,0.064,0.701
432814780.4,14024.9,580,950,0.047,0.139,0.134,0.032,0.073,0.061,0.656
445711027.8,14262.2,554,1312,0.049,0.132,0.142,0.032,0.073,0.063,0.738
482794940.9,16791.5,608,1274,0.049,0.136,0.141,0.032,0.067,0.061,0.967
484931166.4,18550.5,786,1428,0.048,0.136,0.142,0.031,0.069,0.061,0.756
522624165.4,19603.3,974,1744,0.048,0.135,0.141,0.031,0.069,0.061,0.595
279168196.9,8635.1,98,221,0.023,0.068,0.054,0.021,0.035,0.03,2.468
297308552.2,9554.3,127,269,0.023,0.071,0.063,0.017,0.036,0.033,2.622
312324741,10723.9,159,356,0.023,0.074,0.048,0.019,0.04,0.035,2.192
363877490,12588.2,227,385,0.028,0.076,0.055,0.023,0.04,0.036,1.975
434922548.6,14998.7,321,419,0.027,0.078,0.048,0.028,0.043,0.037,1.682
531706076,18345.9,521,552,0.027,0.084,0.046,0.028,0.046,0.037,1.567
597512846.8,21525.1,679,591,0.032,0.094,0.048,0.027,0.05,0.044,1.419
618783054.2,26373.8,986,799,0.031,0.094,0.033,0.024,0.048,0.043,1.079
630227213.2,31445.7,1444,1308,0.031,0.095,0.032,0.053,0.05,0.043,1.058
669789622.9,35074.6,2257,2040,0.033,0.106,0.034,0.067,0.054,0.047,0.968
731163827.6,42175.2,3697,3167,0.033,0.109,0.033,0.072,0.057,0.048,0.854
796485956.1,49689.5,5248,4181,0.039,0.109,0.028,0.075,0.058,0.051,0.688
819466358,54658.4,7258,6063,0.041,0.113,0.024,0.075,0.057,0.049,0.688
861809498.4,60505.2,8935,5967,0.041,0.121,0.021,0.087,0.064,0.058,0.63
870495699.8,66228.3,10472,7408,0.036,0.119,0.024,0.09,0.059,0.052,0.619
833144487.7,71876,11950,10086,0.037,0.113,0.02,0.117,0.063,0.053,0.537
830689800.1,78261.2,14445,12131,0.04,0.128,0.024,0.108,0.07,0.059,0.507
848511603.7,86512.9,18364,15851,0.039,0.124,0.018,0.113,0.067,0.06,0.48
884215524.3,93456.3,20236,20375,0.045,0.13,0.022,0.118,0.064,0.057,0.457
903868907.2,99836.9,18490,28399,0.045,0.139,0.022,0.122,0.071,0.063,0.395
894963263.8,104566.6,20841,35359,0.046,0.137,0.024,0.123,0.073,0.067,0.426
936367879,119853.2,20634,29852,0.049,0.143,0.022,0.105,0.069,0.061,0.358
919149783.2,124564.2,21215,24802,0.047,0.14,0.022,0.103,0.069,0.059,0.342
963665851.7,130924.3,21349,25029,0.047,0.137,0.022,0.103,0.068,0.059,0.332
80508714.03,2027.8,11,38,0.024,0.067,0.244,0.004,0.033,0.029,7.075
84728768.81,2207.1,11,19,0.023,0.076,0.296,0.004,0.038,0.035,7.517
90491756.73,2487.1,23,36,0.025,0.082,0.324,0.005,0.039,0.038,6.41
105181834.1,2854.7,28,34,0.024,0.078,0.242,0.004,0.038,0.037,4.966
117303726.8,3451.1,34,45,0.03,0.087,0.226,0.004,0.045,0.039,5.221
128496410.6,3991.8,48,68,0.028,0.088,0.231,0.005,0.045,0.038,4.416
135971300.6,4752.4,43,76,0.028,0.086,0.163,0.006,0.045,0.038,3.684
155131109.7,5847.3,75,76,0.031,0.088,0.151,0.006,0.043,0.042,3.078
158460285.5,7028.7,100,117,0.032,0.097,0.138,0.006,0.05,0.046,2.598
176529448.7,7733,120,162,0.036,0.103,0.145,0.016,0.051,0.051,2.465
184656623.1,9503.4,168,221,0.034,0.101,0.13,0.016,0.052,0.046,2.287
203036472.2,11717.4,213,261,0.034,0.104,0.102,0.016,0.056,0.05,2.005
209492684.2,12952.8,249,406,0.036,0.108,0.113,0.022,0.054,0.049,1.732
213709041.9,14473.4,263,374,0.035,0.112,0.104,0.027,0.056,0.048,1.507
211874325.3,15858.6,395,686,0.041,0.114,0.085,0.028,0.06,0.05,1.487
212141056.6,17031.1,569,1128,0.039,0.115,0.096,0.037,0.062,0.053,1.619
214928058.8,18761.2,794,1567,0.043,0.125,0.094,0.05,0.065,0.057,1.456
215656927,20497.6,1135,2227,0.039,0.122,0.078,0.048,0.063,0.059,1.15
225504245.6,23016.9,1359,2601,0.045,0.13,0.073,0.051,0.064,0.058,1.323
226600831.2,24724,1396,3015,0.046,0.144,0.078,0.061,0.073,0.062,1.043
232523996.4,25825.4,1921,3636,0.045,0.131,0.078,0.053,0.068,0.06,1.173
252422344.1,29838.2,1830,2844,0.047,0.141,0.068,0.05,0.073,0.062,0.944
262287917.2,31568.1,2272,2172,0.047,0.138,0.068,0.05,0.073,0.062,0.862
273116317.6,32677.1,2869,2356,0.048,0.134,0.069,0.05,0.072,0.062,0.848
253490019.9,4663.7,43,105,0.022,0.066,0.091,0.016,0.036,0.033,4.698
271754640.2,5107.8,46,110,0.024,0.071,0.086,0.02,0.036,0.032,4.199
308619335.8,5574.9,63,152,0.025,0.078,0.127,0.017,0.042,0.034,4.34
346976462.4,6406.6,76,125,0.028,0.079,0.09,0.021,0.04,0.035,3.61
394407975.8,7683,84,154,0.028,0.087,0.08,0.019,0.043,0.037,3.386
456920329.8,8886.2,108,194,0.029,0.086,0.087,0.018,0.045,0.041,2.858
494913641.5,10178.1,163,201,0.03,0.086,0.075,0.023,0.047,0.039,2.338
544309808.1,12317.6,157,199,0.032,0.092,0.074,0.021,0.048,0.042,2.353
561276016.1,14403.8,170,317,0.03,0.091,0.067,0.04,0.045,0.042,1.952
631064666.3,15540.3,248,413,0.035,0.102,0.063,0.043,0.051,0.046,1.721
671608212.2,18254.1,318,500,0.039,0.112,0.062,0.054,0.058,0.047,1.519
721983402.6,21711.7,439,659,0.038,0.108,0.054,0.043,0.055,0.048,1.458
743645280.2,23437.3,597,983,0.035,0.112,0.051,0.051,0.056,0.053,1.389
782139407.4,24659.1,599,969,0.037,0.115,0.055,0.066,0.055,0.048,1.331
802650737.3,25644.1,728,1233,0.038,0.121,0.061,0.075,0.064,0.052,1.382
763994082.6,26744.1,1056,1789,0.037,0.118,0.053,0.107,0.062,0.056,1.201
748779612.2,28879.7,1551,2554,0.041,0.127,0.053,0.099,0.063,0.056,1.125
754433716.1,31065.5,1688,3189,0.045,0.126,0.046,0.146,0.065,0.058,1.12
796202800.1,32947,2189,3783,0.046,0.134,0.062,0.162,0.07,0.06,1.088
828197199.5,35623.5,2459,5159,0.048,0.144,0.068,0.194,0.074,0.059,1.276
826743287.6,36821.5,2841,7058,0.044,0.145,0.057,0.152,0.078,0.065,1.306
820615047.8,41205.4,3130,6038,0.046,0.138,0.065,0.106,0.075,0.064,1.156
786684018.2,43198.3,3514,5106,0.047,0.136,0.066,0.106,0.074,0.063,1.07
810303188.5,45660,4066,5253,0.046,0.135,0.068,0.107,0.074,0.062,1
223754241.6,5097.3,55,81,0.022,0.068,0.095,0.022,0.035,0.032,2.521
241104222.2,5586.6,49,79,0.023,0.074,0.107,0.012,0.04,0.034,2.959
257188779,6094.2,52,117,0.025,0.075,0.092,0.015,0.036,0.035,2.292
297991142.9,7017.1,65,139,0.025,0.084,0.09,0.022,0.043,0.036,2.046
362742660.4,8493.5,77,155,0.027,0.084,0.098,0.018,0.047,0.039,1.933
411795162.2,10199.5,133,224,0.03,0.088,0.091,0.02,0.045,0.043,1.641
456193034.3,11974.6,193,245,0.03,0.092,0.077,0.024,0.048,0.042,1.271
501769723.4,14773.2,181,333,0.029,0.096,0.062,0.017,0.047,0.041,1.106
518063559,17541.9,329,510,0.035,0.096,0.054,0.031,0.05,0.043,1.243
542281258,19077.1,341,635,0.031,0.096,0.045,0.038,0.052,0.045,1.072
582054604,22568.2,530,984,0.032,0.1,0.045,0.052,0.053,0.047,0.916
632205846.7,26212.2,729,1017,0.036,0.106,0.037,0.047,0.054,0.051,0.705
652481297.8,28878.5,763,1282,0.034,0.107,0.042,0.073,0.057,0.051,0.824
674562316.3,31621.4,1038,1465,0.037,0.118,0.048,0.077,0.059,0.056,0.818
665211909,34611.2,1338,1705,0.042,0.119,0.038,0.061,0.059,0.052,0.651
659924911.4,36798.2,1607,2391,0.038,0.114,0.04,0.083,0.062,0.053,0.733
647569257.4,40167.7,2250,3034,0.046,0.13,0.045,0.102,0.065,0.06,0.641
650981464.4,44586.5,3268,4305,0.046,0.131,0.041,0.085,0.07,0.059,0.529
674804784.7,50273.5,3910,5591,0.042,0.134,0.037,0.104,0.074,0.065,0.501
691043674.5,53739.3,2921,6358,0.044,0.138,0.037,0.097,0.068,0.062,0.472
697135595.1,54160.6,3625,8444,0.048,0.14,0.033,0.088,0.07,0.059,0.486
729969987.7,57806.9,3692,6541,0.045,0.134,0.038,0.095,0.068,0.059,0.534
713191350.2,58807.4,3548,5894,0.044,0.133,0.037,0.093,0.067,0.059,0.525
736854465.7,60627.7,3897,6432,0.045,0.132,0.038,0.093,0.068,0.06,0.557
119013241.5,6218.9,70,193,0.024,0.071,0.093,0.013,0.036,0.032,3.592
126433723.4,7003.4,75,197,0.024,0.073,0.087,0.011,0.036,0.031,3.623
135158750.7,8144.1,134,233,0.023,0.075,0.067,0.015,0.039,0.031,2.938
157390352.8,9892.6,155,277,0.028,0.076,0.061,0.017,0.042,0.036,2.542
184446522.4,11660.7,216,337,0.027,0.084,0.069,0.016,0.044,0.039,2.116
212698735.4,13212.6,515,508,0.028,0.092,0.056,0.016,0.044,0.039,2.036
256460745.3,15516.4,464,628,0.034,0.094,0.069,0.016,0.047,0.04,1.787
273236958.5,18914.7,633,784,0.03,0.094,0.05,0.016,0.05,0.046,1.624
294301735.4,21607.9,861,1207,0.03,0.091,0.037,0.027,0.051,0.041,1.383
314858882.5,23227.5,1054,1930,0.035,0.101,0.052,0.026,0.053,0.045,1.419
338328727.9,27902.2,1326,2530,0.032,0.102,0.036,0.035,0.05,0.043,1.272
366433475.4,32353.1,1715,3210,0.037,0.108,0.04,0.039,0.053,0.048,1.123
366509350.7,34978.5,2439,4716,0.036,0.107,0.04,0.03,0.056,0.048,1.031
376790997.2,38023.3,2933,4773,0.039,0.113,0.039,0.042,0.06,0.052,0.924
388705304.7,40744.1,3527,5513,0.04,0.124,0.037,0.051,0.06,0.057,0.99
392447772,44222,4946,8802,0.039,0.12,0.033,0.067,0.063,0.054,0.866
388672337.8,48095.8,7199,9492,0.043,0.128,0.039,0.063,0.068,0.057,0.806
392599706.8,53135.2,9000,11891,0.045,0.131,0.037,0.065,0.071,0.063,0.725
403914618.8,59311.7,12304,12127,0.048,0.135,0.036,0.06,0.068,0.065,0.769
404079923.3,64632,11032,13502,0.05,0.136,0.036,0.106,0.067,0.063,0.717
407022336.1,67164.5,14555,16031,0.045,0.131,0.029,0.084,0.071,0.065,0.696
425847150.8,76765.3,13324,13745,0.047,0.14,0.026,0.078,0.07,0.065,0.663
414972485.6,80770,13029,12489,0.048,0.141,0.026,0.078,0.069,0.067,0.563
441801707.7,85619.6,12531,13747,0.048,0.142,0.026,0.078,0.07,0.066,0.47
17811898.15,532,8,3,0.023,0.072,1.085,0.002,0.035,0.034,39.029
18656847.16,585.3,12,7,0.025,0.069,0.817,0.002,0.037,0.032,43.27
19812107.55,650,8,7,0.026,0.079,1.041,0.002,0.038,0.037,39.467
22071351.95,722.6,7,6,0.029,0.083,1.014,0.003,0.043,0.036,38.827
26591493.99,813.1,17,7,0.028,0.079,0.956,0.004,0.039,0.039,33.394
28531265.25,896.1,9,5,0.028,0.082,0.883,0.003,0.043,0.039,29.989
31893762.37,1040.3,16,13,0.029,0.092,0.907,0.003,0.047,0.043,25.763
35022420.19,1252.8,34,10,0.03,0.096,0.931,0.002,0.047,0.041,24.452
35343724.97,1502,20,11,0.032,0.092,0.63,0.003,0.048,0.041,20.257
39964373.92,1652.2,38,25,0.035,0.101,0.615,0.009,0.054,0.049,18.474
42142585.3,2073.7,48,21,0.038,0.105,0.613,0.006,0.057,0.05,16.359
44204535.02,2525.1,74,26,0.034,0.105,0.563,0.01,0.054,0.051,12.896
47734274.54,2863.6,90,61,0.035,0.109,0.463,0.01,0.055,0.047,11.632
48572734.68,3201.9,113,63,0.041,0.115,0.468,0.008,0.058,0.054,11.293
47230960.2,3541.2,122,69,0.036,0.12,0.441,0.01,0.063,0.053,11.156
48005364.09,3782.7,111,138,0.042,0.129,0.486,0.011,0.062,0.058,9.834
48308301.98,4151,172,143,0.04,0.119,0.412,0.016,0.063,0.053,10.193
47958497.04,4552.9,216,250,0.046,0.129,0.433,0.012,0.063,0.061,9.933
48576370.11,5004.2,276,285,0.046,0.136,0.473,0.02,0.074,0.066,7.97
48492713.22,5442.1,308,536,0.046,0.138,0.407,0.024,0.069,0.059,7.753
50180102.12,5640.8,422,924,0.045,0.139,0.358,0.018,0.067,0.061,8.624
51004498.19,6508.9,661,864,0.048,0.151,0.324,0.015,0.074,0.066,6.874
50769413.96,6912.8,573,680,0.048,0.151,0.325,0.015,0.075,0.067,6.908
52930816.97,7590.2,702,774,0.049,0.152,0.322,0.015,0.076,0.067,6.58
170592907.4,3577.4,77,101,0.022,0.067,0.127,0.011,0.034,0.032,5.403
172244663.8,3921.5,81,84,0.023,0.076,0.15,0.012,0.038,0.036,5.628
181760737.3,4263,94,119,0.025,0.075,0.141,0.02,0.038,0.035,5.917
208491772.2,4818.8,144,132,0.028,0.082,0.16,0.016,0.043,0.039,5.688
243176720.6,5619.2,160,171,0.025,0.082,0.124,0.018,0.042,0.037,4.842
261770843.6,6548.8,147,169,0.031,0.087,0.128,0.019,0.046,0.038,4.269
302563951,7636.7,244,257,0.029,0.09,0.138,0.016,0.05,0.041,3.806
314925942.8,9601.8,304,299,0.033,0.098,0.103,0.012,0.048,0.041,3.058
323740891,11707.8,409,418,0.03,0.095,0.091,0.021,0.05,0.042,2.521
354625736.3,13422.6,518,615,0.033,0.096,0.095,0.04,0.053,0.048,2.625
382510132.7,16489.1,560,701,0.037,0.105,0.087,0.046,0.052,0.045,2.001
407045124.4,20228.3,807,836,0.038,0.106,0.066,0.046,0.058,0.048,1.801
428483320.6,22921,983,1082,0.034,0.106,0.058,0.049,0.052,0.049,1.711
442385246.1,25851.7,1228,1231,0.038,0.113,0.055,0.046,0.056,0.051,1.435
456516122.1,28805.9,1681,1526,0.041,0.125,0.055,0.042,0.06,0.056,1.469
455372275.1,30661.6,2094,2258,0.041,0.123,0.051,0.06,0.063,0.057,1.39
449464277.8,33767.6,3243,2884,0.04,0.12,0.048,0.054,0.062,0.053,1.307
453294594.4,37624.2,4161,3932,0.045,0.124,0.043,0.049,0.061,0.055,1.202
470428512.5,42425.5,4953,4233,0.043,0.127,0.042,0.071,0.068,0.054,1.047
490417179.4,45557,4908,6250,0.043,0.143,0.042,0.084,0.076,0.061,0.869
494932839.5,43017.6,5000,7363,0.05,0.135,0.047,0.071,0.07,0.06,0.994
515799203.6,50093.3,5527,7293,0.052,0.142,0.04,0.048,0.077,0.067,0.982
503020384.4,53445.4,6416,7258,0.053,0.142,0.041,0.047,0.078,0.066,0.872
544823400.2,56794.3,7278,7311,0.052,0.141,0.041,0.047,0.078,0.065,0.8
93269514.41,3591,69,104,0.023,0.07,0.169,0.019,0.035,0.03,5.564
97550990.69,3877.1,73,102,0.022,0.07,0.133,0.024,0.037,0.032,6.381
102022503.3,4207.2,77,121,0.024,0.075,0.155,0.028,0.037,0.033,5.393
117842856.5,4726.9,127,154,0.024,0.078,0.143,0.016,0.04,0.036,5.554
140246996.4,5619.6,83,154,0.026,0.081,0.138,0.021,0.041,0.039,4.644
152720681.6,6451.7,132,172,0.03,0.084,0.125,0.021,0.046,0.041,4.134
178813507.7,7529.2,173,216,0.029,0.087,0.105,0.021,0.047,0.037,3.834
207796793.3,9409.9,236,239,0.03,0.089,0.087,0.016,0.045,0.039,3.213
205941936.9,11466.6,319,263,0.031,0.096,0.08,0.021,0.049,0.047,2.703
219384144.6,12965.9,384,476,0.032,0.101,0.078,0.037,0.051,0.048,2.247
228643763.6,15814.9,489,666,0.033,0.108,0.067,0.043,0.055,0.049,2.001
248157091.1,19176.4,682,834,0.037,0.105,0.056,0.041,0.057,0.048,1.876
255001733,21513.7,814,1107,0.04,0.112,0.067,0.048,0.059,0.054,1.653
261042897,23916.3,1034,1152,0.036,0.114,0.056,0.057,0.055,0.053,1.441
256754054.1,26309.1,1455,1455,0.041,0.116,0.046,0.065,0.055,0.052,1.449
253281451.3,28811.7,1761,1828,0.04,0.125,0.053,0.063,0.062,0.058,1.421
255078574.9,31225,2889,2122,0.038,0.121,0.044,0.069,0.061,0.055,1.288
254634463.9,34127.7,3808,2667,0.042,0.127,0.059,0.067,0.063,0.063,1.205
259475240.6,36629.3,3855,2758,0.042,0.134,0.051,0.078,0.07,0.064,1.138
259868617.6,39930.7,4321,3643,0.048,0.137,0.057,0.085,0.068,0.058,1.103
256405104.6,41693.7,5010,4543,0.044,0.14,0.057,0.084,0.071,0.062,1.007
275916516.7,45751.9,4127,3665,0.051,0.145,0.042,0.057,0.074,0.069,0.962
274691729.3,47957.9,4153,3491,0.051,0.143,0.042,0.057,0.073,0.069,0.88
298513888.9,50667.5,4131,3404,0.052,0.141,0.042,0.057,0.073,0.069,0.826
67518991.03,1061.4,14,29,0.025,0.072,0.489,0.015,0.037,0.034,21.327
70594947.79,1135.1,12,18,0.022,0.073,0.479,0.02,0.037,0.032,20.844
74430493.31,1246.2,17,35,0.024,0.076,0.578,0.016,0.038,0.034,21.142
88248767.09,1417.3,21,25,0.026,0.078,0.497,0.017,0.04,0.036,19.434
100285697.7,1675.7,27,38,0.031,0.089,0.551,0.019,0.047,0.038,15.763
112641501.2,1890.9,38,26,0.03,0.086,0.446,0.025,0.044,0.039,14.113
120987859.9,2230,39,49,0.027,0.087,0.398,0.019,0.043,0.037,11.728
137407644.9,2707.3,41,36,0.033,0.096,0.383,0.019,0.049,0.045,11.18
138662548.6,3112.5,53,52,0.034,0.099,0.35,0.022,0.05,0.044,9.641
149775585,3313.8,97,93,0.035,0.099,0.283,0.027,0.05,0.045,9.105
166121591.7,3987.7,131,108,0.038,0.108,0.332,0.035,0.054,0.047,7.398
185415514.6,4880.7,192,136,0.039,0.112,0.268,0.034,0.057,0.053,6.255
189696896.3,5469.1,244,206,0.038,0.113,0.24,0.032,0.062,0.055,6.467
196636684,6108.3,233,208,0.039,0.111,0.25,0.032,0.06,0.053,5.861
194817849.3,6629.4,323,232,0.042,0.122,0.217,0.033,0.06,0.058,5.013
194235262.7,6793.4,371,356,0.038,0.119,0.241,0.033,0.06,0.057,5.267
191818338.5,7207.1,392,559,0.045,0.132,0.238,0.038,0.063,0.061,5.339
199442438.6,7642.6,522,824,0.042,0.131,0.24,0.033,0.064,0.058,5.724
205464166.8,8364.7,568,936,0.042,0.136,0.245,0.05,0.07,0.057,4.92
208698425.8,9053.3,612,1068,0.05,0.136,0.234,0.037,0.068,0.064,5.108
213700508.1,9323.1,620,1559,0.044,0.138,0.197,0.036,0.071,0.062,4.847
226080748.7,10608,807,1340,0.046,0.15,0.252,0.023,0.08,0.065,4.105
225000927.6,11553.6,982,1298,0.046,0.154,0.248,0.024,0.078,0.066,4.172
246083672.9,12345.7,1068,1634,0.045,0.155,0.248,0.024,0.078,0.066,4.335
74605153.85,3804.6,24,43,0.022,0.069,0.123,0.003,0.037,0.03,5.399
85162161.4,4120.9,32,58,0.023,0.074,0.162,0.002,0.038,0.031,5.218
90278008.48,4524.4,50,103,0.029,0.078,0.152,0.002,0.039,0.036,4.926
100742479.7,5067,43,86,0.028,0.077,0.145,0.003,0.041,0.038,4.879
114755304.7,5792,53,116,0.031,0.084,0.125,0.003,0.047,0.038,4.591
128468333.6,6506.9,85,123,0.03,0.09,0.133,0.003,0.046,0.039,4.401
156057297.4,7586.2,103,128,0.027,0.088,0.121,0.003,0.044,0.038,3.892
163085433.4,9474.3,179,199,0.035,0.096,0.102,0.004,0.049,0.045,2.939
172245888.4,11104.2,259,307,0.035,0.104,0.106,0.006,0.054,0.045,2.629
182919859.6,12625.1,340,478,0.035,0.102,0.098,0.016,0.051,0.049,2.604
201986329,15236.6,433,727,0.037,0.105,0.076,0.016,0.051,0.047,2.368
223567888,18195.2,506,898,0.037,0.107,0.064,0.017,0.055,0.046,1.831
228852630.3,20510.8,667,1162,0.037,0.108,0.059,0.021,0.055,0.046,1.758
232099096.8,22851.7,791,1240,0.04,0.119,0.066,0.024,0.064,0.056,1.75
235206846.7,25329.4,954,1422,0.042,0.123,0.068,0.022,0.06,0.056,1.619
231335072.3,27307.5,1537,2741,0.035,0.118,0.053,0.041,0.06,0.056,1.506
228426945.8,30199.2,2108,4065,0.041,0.125,0.061,0.048,0.068,0.057,1.467
236281755.5,34432.2,2730,4474,0.043,0.132,0.059,0.038,0.066,0.059,1.171
247948702.5,39204.8,3572,5378,0.042,0.13,0.043,0.052,0.064,0.061,1.223
251683740.7,42479.1,3001,6116,0.049,0.142,0.058,0.059,0.074,0.061,1.008
251596524.3,43682,3473,6296,0.046,0.139,0.05,0.05,0.074,0.064,0.948
269332031.3,49602.6,3511,5206,0.044,0.144,0.042,0.046,0.069,0.067,0.962
267029803.7,52099.6,3762,4794,0.043,0.147,0.042,0.046,0.071,0.067,0.865
275303145.3,54801.7,4062,5006,0.043,0.144,0.042,0.046,0.072,0.068,0.826
9636722.678,118.9,,,0.023,0.069,4.703,0.002,0.037,0.034,39.196
10112565.34,140.7,,,0.024,0.072,4.212,0.002,0.039,0.034,49.121
10711058.08,164,,,0.025,0.074,3.232,0.003,0.039,0.032,36.429
12084338.15,188.2,,,0.024,0.075,3.395,0.002,0.038,0.034,36.393
14058027.11,220.9,0,1,0.027,0.081,3.1,0.003,0.043,0.038,40.802
15489941.87,247,2,1,0.03,0.087,3.128,0.003,0.046,0.04,22.609
16749091.15,290.6,,,0.029,0.087,2.823,0.003,0.044,0.039,34.141
18077920.23,349.8,,,0.03,0.095,2.933,0.003,0.051,0.045,28.737
18992591.9,405.2,0,2,0.031,0.095,2.43,0.003,0.047,0.042,15.431
20202580.51,453,0,1,0.036,0.098,2.802,0.005,0.049,0.045,21.933
21612995.28,521.4,2,0,0.034,0.097,2.192,0.005,0.051,0.042,18.599
23494689.85,620.8,3,2,0.041,0.109,2.002,0.008,0.055,0.048,16.098
24329255.95,721.1,1,7,0.038,0.111,1.817,0.01,0.054,0.052,17.848
25224624.18,840.3,3,5,0.041,0.112,1.536,0.006,0.061,0.054,9.176
25192019.16,954.8,5,3,0.038,0.115,1.438,0.011,0.06,0.053,7.894
25610347.9,1063.6,0,6,0.046,0.128,1.388,0.019,0.066,0.054,7.57
25929663.53,1197.4,14,63,0.04,0.13,1.557,0.011,0.063,0.057,6.691
26035363.94,1381,29,48,0.043,0.12,1.319,0.017,0.065,0.054,8.253
26454596,1583.5,41,79,0.042,0.134,1.432,0.018,0.071,0.062,9.011
26424956.93,1750.3,66,83,0.041,0.136,1.079,0.014,0.068,0.058,8.026
25971325.68,1956.5,63,129,0.051,0.141,1.295,0.018,0.076,0.063,5.356
26450750.18,2145.1,65,148,0.045,0.136,0.989,0.011,0.071,0.067,4.305
25467563.56,2235.4,92,156,0.045,0.135,0.985,0.011,0.072,0.065,6.397
27146987.21,2532.9,119,186,0.045,0.135,0.994,0.011,0.072,0.066,7.66
54241898.63,1040.4,14,15,0.024,0.069,0.499,0.011,0.037,0.031,21.463
57076920.48,1147.1,14,22,0.023,0.071,0.425,0.012,0.036,0.033,19.416
63726952.31,1260.4,18,16,0.024,0.075,0.544,0.012,0.04,0.034,20.22
83217437.98,1449,20,23,0.025,0.077,0.523,0.017,0.038,0.037,18.895
98803239.19,1672.7,14,36,0.027,0.083,0.463,0.019,0.043,0.04,16.994
113341749.8,1964.2,28,37,0.028,0.083,0.349,0.018,0.043,0.041,13.207
131977353.7,2292.3,60,66,0.027,0.089,0.381,0.016,0.046,0.039,13.339
139363293.4,2883,85,62,0.033,0.091,0.306,0.015,0.05,0.045,9.687
134040848.9,3551.3,71,74,0.035,0.098,0.331,0.017,0.051,0.047,8.42
145971598.7,3910.7,90,108,0.03,0.095,0.259,0.03,0.05,0.041,8.122
148215300.6,4583.7,103,133,0.034,0.104,0.29,0.023,0.057,0.049,7.48
161835215.3,5690.5,155,175,0.033,0.11,0.193,0.022,0.059,0.049,6.108
164789853.2,6828.1,271,283,0.037,0.116,0.225,0.024,0.059,0.054,4.869
184366876.9,8079.9,294,348,0.04,0.116,0.193,0.026,0.06,0.051,4.705
184466459,9297.5,502,471,0.041,0.118,0.173,0.036,0.058,0.057,3.969
