0,1,2,3,4,5,6,7,8,9,10
-0.889346682384136,-0.629348365120781,-0.4693654063605651,-0.47573337818649664,-1.5035231715282091,-1.758998857427012,-0.29064190107527776,-0.9646449077095394,-1.7884827529432388,-1.7887039050782978,0.2965673540827559
-0.8975607760729345,-0.6075706773626613,-0.4531160605615216,-0.45339885668890545,-1.5035231715282091,-1.6749869716991546,-0.3417870444081711,-0.8432946416004136,-1.5464618056551762,-1.7887039050782978,0.3026920520205018
-0.8488542520099259,-0.5815174726103712,-0.4271656127928999,-0.44667448462511455,-1.3809748323940079,-1.3809453716516542,-0.3295122100082767,-0.8736322081276949,-1.465788156559155,-1.3305040340625098,0.18712867251092904
-0.7991375989344079,-0.5329282457473502,-0.40048758237655974,-0.4409107371418652,-1.5035231715282091,-1.2549275430598683,-0.29882512400854067,-0.9039697746549764,-1.304440858367113,-1.1472240856561953,0.07333823187807202
-0.7299664423431882,-0.469800400160953,-0.3837531814790373,-0.4168951226283263,-1.3809748323940079,-1.0448978287402249,-0.37042832467459136,-0.7826195085458507,-1.304440858367113,-0.9639441372498802,-0.0008028484209565669
-0.6990750102594255,-0.41911761220176574,-0.32603162476004693,-0.38807638521207954,-1.1358781541256058,-1.0869037716041534,-0.3417870444081711,-0.7219443754912879,-0.9010726128870085,-0.9639441372498802,-0.07236510853567112
-0.6588867855497501,-0.3527470730953067,-0.2741307292228034,-0.38111185700315325,-1.0133298149914045,-0.7508562286927246,-0.3786115476078543,-0.7219443754912879,-0.9010726128870085,-0.9639441372498802,-0.08993332104131051
-0.6476918034529647,-0.24321195654389272,-0.19967477160629057,-0.3467695282487926,-0.27803978018619746,-0.5828324572370099,-0.38679477054111727,-0.9039697746549764,-0.41703071831088273,-0.5973842404372504,-0.20920375456583482
-0.621345792332172,-0.16424748435449624,-0.14559112812589198,-0.2752029969984466,-0.5231364584546,-0.41480868578129515,-0.36838251894127566,-0.8129570750731321,-0.25568342011884065,-0.23082434362461993,-0.22838372968667042
-0.5503986325061232,-0.10356677907161772,-0.07331791845253424,-0.18658537944348796,-0.6456847975888013,-0.4568146286452239,-0.39497799347438023,-0.6309316759094435,-0.5783780165029243,-0.5973842404372504,-0.26851661880505767
-0.4727111141673141,-0.004090060497784359,0.017872440061501047,-0.13038884148180688,-0.27803978018619746,-0.4568146286452239,-0.4215734680074848,-0.38823114369119194,-0.17500977102281962,-0.41410429203093513,-0.2841507161724615
-0.4426674314783142,0.0929813889944537,0.09742147621204246,-0.07131042977850113,0.08960523721640544,0.08926262858584845,-0.40520702214095894,-0.4489062767457548,-0.17500977102281962,-0.23082434362461993,-0.30010716606290466
-0.42189268366618576,0.15666286518183722,0.18521644903672538,0.005539536664823434,-0.15549144105199622,-0.12076708573379497,-0.40111541067432743,-0.4489062767457548,-0.09433612192679856,-0.1391843694214623,-0.3331482996744282
-0.4100795872789026,0.2513150885185055,0.28683549216805726,-0.022798888461152498,0.4572502546190092,0.005250742857991085,-0.4154360508075376,-0.5095814098003177,0.22835847445728505,0.13573555318800987,-0.32492831033692726
-0.3913585674215005,0.351578055592899,0.3394639703530191,0.05957466932028602,-0.03294310191779581,0.25728640004156317,-0.388840576274433,-0.23654331105478468,0.06701117626524351,0.04409557898485289,-0.3515223934876658
-0.3580881126536465,0.437976995852681,0.5795662441000802,0.22888475164073543,0.4572502546190092,0.5093220572251347,-0.4031612164076432,-0.024180345363814575,0.38970577264932715,0.6855753984069555,-0.38794822859110156
-0.4127352670376435,0.584168041018969,0.7544286071017275,0.4102026412179543,0.4572502546190092,0.8033636572726355,-0.42975669094074775,0.49155828559997006,0.6317267199373903,0.86885534681327,-0.416315250618556
-0.40166531598809496,0.7430181522800751,1.0173284704772974,0.6830200220917565,0.08960523721640544,0.5093220572251347,-0.43384830240737926,1.1893223157274433,0.5510530708413692,0.86885534681327,-0.4066446749273783
-0.37979398776699913,0.9007703070551915,1.2858064674853746,0.7999760647726911,0.5797985937532104,0.9293814858644216,-0.4195276622741691,1.2499974487820062,1.1964422636095364,1.1437752694227428,-0.41244702034208497
-0.3461399338567726,1.015781248962578,1.6503253739922763,1.2586743019812845,1.3150886285584171,1.3494409145037072,-0.4154360508075376,0.9769593500364729,1.2771159127055576,1.6936151146416885,-0.4606387225364535
-0.3615995338448222,1.079178931312481,1.9755548175223863,1.699360828304724,1.9278303242294226,1.4334528002315645,-0.40725282787427464,0.9162842169819104,1.7611578072816838,1.327055217829058,-0.4522575569374329
-0.3199438736086821,1.332988321537693,2.280654474465621,1.6215502372808577,1.5601853068268197,1.769500343142994,-0.42975669094074775,0.5218958521272515,1.7611578072816838,1.5103351662353732,-0.4740163522425826
-0.3486304031642831,1.4044066690649082,2.1880089506561493,1.2031982324550097,1.5601853068268197,1.9795300574626375,-0.42771088520743206,0.552233418654533,1.8418314563777047,1.5103351662353732,-0.4804634027033677
-0.30882649514835014,1.535137928625507,2.22778346873142,1.3573784776319295,1.682733645961021,1.8115062860069227,-0.42771088520743206,0.5825709851818145,1.9225051054737259,1.4186951920322157,-0.49174574100974167
-0.8845272727867954,-0.7609030920458716,-0.48658486235656645,-0.4923041522008385,-1.3809748323940079,-1.7169929145630831,-0.0021832926777589877,-0.7219443754912879,-1.7884827529432388,-1.513783982468825,-0.050767489492041
-0.8715050655303077,-0.7546642799792964,-0.48294694911797464,-0.4947057136521924,-1.1358781541256058,-1.3809453716516542,-0.06764907614386254,-0.6916068089640064,-1.5464618056551762,-1.6054239566719828,-0.21742374390333577
-0.8560539091207257,-0.7450990319488128,-0.48197683892101684,-0.4915836837654323,-1.1358781541256058,-1.3389394287877256,0.016228958922082648,-0.6005941093821621,-1.304440858367113,-1.238864059859353,-0.15311441555700442
-0.7909564993254611,-0.731997991844804,-0.4771262879362277,-0.49062305918489074,-1.1358781541256058,-1.3389394287877256,-0.06969488187717826,-0.6005941093821621,-1.223767209271092,-1.4221440082656676,-0.21097669344255066
