uid,province_id,province,year,co2_emissions,gdp,sec_val,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,factor_1,factor_2,factor_3,coal_share_pctg,population,urban_population,urbanization_rate,env_expenditure,env_exp_share,sec_pctg,industrial_wastewater,industrial_so2,industrial_solid_waste,gtfp_level,gml_index,market_index,market_gov_relation,market_npoe_dev,market_product_dev,market_factor_dev,market_legal_env,ln_so2,treat,event_time,pre_2,post_0,post_1,post_2,did_pre2,did_post0,did_post1,did_post2
6514,15,Xinjiang,2014,323158528,9400.2002,3829.3,207,283,.039999999,.113,.15700001,.027000001,.059999999,.054000001,1.228,.257,0,9.1484861,19.593653,-.44103551,-.43209043,.45694274,.17315795,-.21480258,-.35765296,.30882424,.41037953,-.50639445,.46544245,-.67745608,-.36500075,.29269695,2325,1058.91,.45544517,70.859802,.021357547,.40736368,32799,71.806999,67.596001,2.0013275,.98382843,4.0760002,2.23,5.4759998,7.4180002,2.6329999,3.661,4.2878122,0,-7,0,0,0,0,0,0,0,0
6515,15,Xinjiang,2015,343654912,9545.7002,3446.1001,285,425,.046,.12899999,.17399999,.024,.067000002,.059999999,.93000001,.46000001,0,9.163846,19.655149,-.42206579,-.3978928,1.1917386,.84480101,-.18004729,-.44860449,.87316036,.95984948,-.5543927,1.183043,-.89062792,-.2428569,.28191182,2385,1114.5,.46729559,71.510002,.018794335,.36101073,28402,62.212002,46.255001,1.7259896,.86242229,4.862,3.9059999,6.0599999,7.2480001,4.3060002,4.1609998,4.1464944,0,-6,0,0,0,0,0,0,0,0
6516,15,Xinjiang,2016,360881120,9913.9004,3446.1001,357,581,.041999999,.126,.223,.024,.068999998,.059,1.3890001,.338,0,9.2016935,19.70406,-.40455529,-.36032358,.70187467,.71886826,-.079870172,-.44860449,1.0343989,.86827129,-.48046252,1.0343291,-.81082618,-.17069991,.30342913,2428,1159.4301,.4775247,65.07,.015724039,.34760284,6063,37.488998,46.319,1.869501,1.0831473,4.448,4.0650001,4.23,6.2379999,4.3590002,3.349,3.6503725,0,-5,0,0,0,0,0,0,0,0
6517,15,Xinjiang,2017,391907136,11460.8,4096.2002,378,782,.045000002,.13,.19,.017000001,.07,.059999999,1,.34900001,1,9.3466873,19.786535,-.39944807,-.3119171,1.0692729,.88677877,-.14733639,-.66082466,1.1150185,.95984948,-.54311794,1.2304503,-.91822726,-.19271702,.31535748,2480,1207.34,.48683065,54.66,.011787184,.35740963,4870,29.669001,46.022999,2.3443515,1.2539985,5.2930002,3.7590001,6.9780002,6.2379999,5.823,3.6670001,3.4232523,0,-4,0,0,0,0,0,0,0,0
6518,15,Xinjiang,2018,419497536,13110.1,4657.2002,438,666,.046999998,.13,.185,.033,.067000002,.064000003,.70099998,.29300001,1,9.4811382,19.854568,-.38485599,-.33985317,1.3142043,.88677877,-.15755853,-.17574996,.87316036,1.3261634,-.59127724,1.3132573,-.80825543,-.23223752,.27866554,2520,1266.13,.50243253,94.330002,.018819135,.3552376,4755,23.665001,40.480999,3.8917232,1.6600425,5.3200002,3.4100001,6.9349999,6.2379999,6.1020002,3.915,3.2053852,0,-3,0,0,0,0,0,0,0,0
6519,15,Xinjiang,2019,432814784,14024.9,4824.8999,580,950,.046999998,.139,.134,.032000002,.072999999,.061000001,.65600002,.324,1,9.5485897,19.88582,-.35032141,-.27145791,1.3142043,1.2645782,-.26182449,-.20606707,1.3568766,1.0514281,-.59852529,1.4564952,-.82069051,-.2645382,.28362876,2559,1309,.51152796,87.863899,.016529784,.34402382,5004,20.27,44.338001,3.2019815,.82276702,5.448,4.2610002,7.2389998,1.979,5.9289999,7.8299999,3.0572977,0,-2,1,0,0,0,0,0,0,0
6520,15,Xinjiang,2020,445711040,14262.2,4798.5,554,1312,.048999999,.132,.142,.032000002,.072999999,.063000001,.73799998,.26199999,1,9.5653677,19.915182,-.35664463,-.18427804,1.5591363,.97073436,-.24546903,-.20606707,1.3568766,1.2345848,-.58531773,1.4879085,-.79278117,-.23339555,.26218593,2590.49,1464.4,.56529844,82.589897,.01492636,.33644879,9705.25,12.584,42.229,2.0884748,.65224445,5.448,4.2610002,7.2389998,1.979,5.9289999,7.8299999,2.6088927,0,-1,0,0,0,0,0,0,0,0
6521,15,Xinjiang,2021,482794944,16791.5,6281.2998,608,1274,.048999999,.13600001,.141,.032000002,.067000002,.061000001,.96700001,.183,1,9.7286282,19.995102,-.34351176,-.19342953,1.5591363,1.1386455,-.24751347,-.20606707,.87316036,1.0514281,-.54843318,1.3464698,-.74741632,-.23744714,.2603718,2589,1482,.57242179,93.478302,.017385149,.37407616,14406.5,12.005,42.415001,2.7003319,1.2929685,5.448,4.2610002,7.2389998,1.979,5.9289999,7.8299999,2.5653338,0,0,0,1,0,0,0,0,0,0
6522,15,Xinjiang,2022,484931168,18550.5,7312.7002,786,1428,.048,.13600001,.142,.030999999,.068999998,.061000001,.75599998,.20200001,1,9.8282518,19.999517,-.30022192,-.15634196,1.4366705,1.1386455,-.24546903,-.2363843,1.0343989,1.0514281,-.5824185,1.3494608,-.72594839,-.24633494,.24926461,2587,1498,.57904911,124.987,.018285254,.394205,17169.152,8.8710003,44.43,3.6909232,1.3668405,5.448,4.2610002,7.2389998,1.979,5.9289999,7.8299999,2.2896011,0,1,0,0,1,0,0,0,0,0
6523,15,Xinjiang,2023,522624160,19603.301,7559.7002,974,1744,.048,.13500001,.141,.030999999,.068999998,.061000001,.59500003,.192,1,9.8834534,20.074373,-.25450006,-.08024019,1.4366705,1.0966678,-.24751347,-.2363843,1.0343989,1.0514281,-.60835046,1.3233156,-.6687991,-.25456172,,2598,1539,.59237874,132.72,.017539361,.38563403,17108.193,7.5009999,46.556,3.7164254,1.0069095,5.448,4.2610002,7.2389998,1.979,5.9289999,7.8299999,2.1401837,0,2,0,0,0,1,0,0,0,0
3200,16,Jiangsu,2000,279168192,8635.0996,4435.8999,98,221,.023,.068000004,.054000001,.021,.035,.029999999,2.4679999,.248,0,9.06359,19.447325,-.46754447,-.44702178,-1.6249784,-1.7158384,-.42537892,-.53955603,-1.706661,-1.7875015,-.30667028,-1.8685461,-.072594181,-.7588762,,7327,,,,,.51370573,201923,114.099,63.153,1,1,6.1240001,8.0120001,6.1370001,7.7470002,5.066,2.7720001,4.7457924,0,-21,0,0,0,0,0,0,0,0
3201,16,Jiangsu,2001,297308544,9554.2998,4907.5,127,269,.023,.071000002,.063000001,.017000001,.035999998,.033,2.622,.22499999,0,9.1647463,19.510281,-.46049163,-.43546203,-1.6249784,-1.5899054,-.40697905,-.66082466,-1.6260417,-1.5127664,-.28186581,-1.7251383,-.13977946,-.70506543,,7359,,,,,.51364309,271029,108.759,8.0550003,1.0749855,1.0749855,6.2529998,7.7210002,7.3460002,8.6920004,4.7350001,4.382,4.698287,0,-20,0,0,0,0,0,0,0,0
3202,16,Jiangsu,2002,312324736,10723.9,5604.5,159,356,.023,.074000001,.048,.018999999,.039999999,.035,2.1919999,.22499999,0,9.2802305,19.559553,-.45270917,-.41450998,-1.6249784,-1.4639723,-.43764549,-.60019034,-1.303564,-1.3296096,-.35112503,-1.5563791,-.1665135,-.73271322,,7406,,,,,.5226177,262715,105.511,59.569,1.1196743,1.0415716,6.9699998,8.2480001,8.1260004,8.7840004,5.3080001,4.8839998,4.6682482,0,-19,0,0,0,0,0,0,0,0
3203,16,Jiangsu,2003,363877504,12588.2,6787.1001,227,385,.028000001,.075999998,.055,.023,.039999999,.035999998,1.975,.27399999,0,9.4405155,19.712328,-.43617147,-.40752596,-1.0126485,-1.3800172,-.42333448,-.47892165,-1.303564,-1.2380314,-.38607675,-1.3400605,-.1836013,-.70739937,.3925972,7458,,,,,.53916365,247524,117.84,82.059998,1.2082493,1.0791078,7.6479998,8.7770004,9.283,8.868,6.4299998,5.3540001,4.7777781,0,-18,0,0,0,0,0,0,0,0
3204,16,Jiangsu,2004,434922560,14998.7,8325.7998,321,419,.027000001,.078000002,.048,.028000001,.043000001,.037,1.682,.26199999,0,9.6157188,19.890678,-.41331056,-.39933777,-1.1351144,-1.2960615,-.43764549,-.32733577,-1.0617056,-1.1464528,-.43326965,-1.2692734,-.15062346,-.73506516,.44559941,7523,,,,,.55510139,263538,118.3,75.099998,1.1333419,.9380033,8.3900003,9.849,10.295,9.1470003,7.3049998,5.7509999,4.7816415,0,-17,0,0,0,0,0,0,0,0
3205,16,Jiangsu,2005,531706080,18345.9,10234.1,521,552,.027000001,.083999999,.046,.028000001,.046,.037,1.567,.24699999,0,9.8171616,20.091602,-.36467028,-.3673076,-1.1351144,-1.0441954,-.44173437,-.32733577,-.8198474,-1.1464528,-.45179245,-1.1391045,-.15525968,-.72047931,.46256796,7588.2402,3832.0601,.50499982,,,.55784124,296318,131.2,78.099998,1.233043,1.0879709,8.9320002,10.48,10.841,9.3920002,8.1949997,7.3730001,4.884316,0,-16,0,0,0,0,0,0,0,0
3206,16,Jiangsu,2006,597512832,21525.1,11991.1,679,591,.032000002,.093999997,.048,.027000001,.050000001,.044,1.419,.47,0,9.9769745,20.208286,-.32624447,-.35791531,-.52278459,-.6244185,-.43764549,-.35765296,-.49736974,-.50540429,-.47563049,-.57541347,-.30884179,-.63067812,.45116323,7655.6602,3973.29,.51900029,,,.5570752,287181,124.1,70.400002,1.2788122,1.0371189,9.151,10.531,11.23,9.3269997,7.2930002,7.8000002,4.8291135,0,-15,0,0,0,0,0,0,0,0
3207,16,Jiangsu,2007,618783040,26373.801,14497.4,986,799,.030999999,.093999997,.033,.024,.048,.043000001,1.079,.27500001,0,10.180126,20.243265,-.25158167,-.307823,-.6452508,-.6244185,-.46831197,-.44860449,-.65860856,-.59698254,-.5303936,-.69596297,-.25547701,-.68129313,.45206428,7723.1299,4108.7002,.53199935,48.306499,.018916119,.54968947,268762,116.053,60.993999,1.3712153,1.072257,9.4870005,10.423,11.479,9.3339996,8.3959999,8.2969999,4.7626266,0,-14,0,0,0,0,0,0,0,0
3208,16,Jiangsu,2008,630227200,31445.699,17051.1,1444,1308,.030999999,.094999999,.032000002,.052999999,.050000001,.043000001,1.058,.285,0,10.356017,20.261591,-.14019544,-.18524136,-.6452508,-.58244067,-.47035637,.43059346,-.49736974,-.59698254,-.53377604,-.70607376,.11199747,-.70957845,.45553607,7762.48,4215.0298,.54300046,95.179497,.029308612,.54223949,259999,107.358,51.153999,1.3189167,.9618597,9.1789999,10.304,11.611,8.8509998,7.6059999,8.6789999,4.6854405,0,-13,0,0,0,0,0,0,0,0
3209,16,Jiangsu,2009,669789632,35074.602,18667.199,2257,2040,.033,.106,.034000002,.067000002,.054000001,.046999998,.96799999,.35800001,0,10.465233,20.322474,.057527252,-.0089549953,-.40031886,-.12068596,-.46626753,.85503393,-.17489201,-.23066932,-.54827213,-.37079284,.30176944,-.64931726,.44156224,7810.27,4342.5098,.55599999,147.60249,.036741134,.53221416,256159.97,101.182,46.518002,1.3937598,1.0567459,9.2419996,10.146,11.646,8.8509998,7.6609998,8.434,4.6267557,0,-12,0,0,0,0,0,0,0,0
3210,16,Jiangsu,2010,731163840,42175.199,21853.6,3697,3167,.033,.109,.033,.071999997,.057,.048,.85399997,.34400001,0,10.649588,20.410149,.4077372,.26245856,-.40031886,.0052470979,-.46831197,1.0066197,.066966116,-.13909078,-.56663388,-.31770745,.59657937,-.60598516,.40752473,7869.3398,4767.25,.60580051,139.89481,.028468274,.51816231,263760,100.2,45,1.4421345,1.034708,10.261,11.244,12.73,8.8509998,11.649,9.474,4.6170988,0,-11,0,0,0,0,0,0,0,0
3211,16,Jiangsu,2011,796485952,49689.5,25231.199,5248,4181,.039000001,.109,.028000001,.075000003,.057999998,.050999999,.68800002,.38299999,0,10.813549,20.49572,.78494245,.50665855,.33447701,.0052470979,-.4785341,1.0975714,.14758539,.13564421,-.59337115,-.083756775,.82035786,-.53282154,.42014682,8023,4889.3599,.60941792,170.37,.027383102,.50777727,246298,102.501,48.639,1.6456015,1.1410874,10.428,11.224,12.196,8.8509998,12.006,10.004,4.6395812,0,-10,0,0,0,0,0,0,0,0
3212,16,Jiangsu,2012,819466368,54658.398,27150.801,7258,6063,.041000001,.113,.024,.075000003,.057,.048999999,.68800002,.377,0,10.908858,20.524164,1.2737771,.95989752,.57940894,.17315795,-.48671183,1.0975714,.066966116,-.047512557,-.59337115,-.14823343,1.2427731,-.46517992,.39188352,8120,4989.5898,.61448151,193.8259,.027580407,.49673611,236094,95.920998,39.598,1.6602585,1.0089068,10.597,10.682,12.186,8.8509998,12.697,10.391,4.5738964,0,-9,0,0,0,0,0,0,0,0
3213,16,Jiangsu,2013,861809472,60505.199,29149.4,8935,5967,.041000001,.121,.021,.086999997,.064000003,.057999998,.63,.493,0,11.010485,20.574545,1.6816258,.93677801,.57940894,.50897962,-.49284512,1.4613773,.63130224,.77669269,-.60271311,.28111133,1.3903168,-.38963857,.37026465,8192,5090.0098,.62133908,229.1832,.029388212,.48176688,220559,90.947998,45.556999,1.689064,1.0173501,10.76,10.657,12.349,8.8509998,12.987,10.113,4.5212231,0,-8,0,0,0,0,0,0,0,0
3214,16,Jiangsu,2014,870495680,66228.297,31048.801,10472,7408,.035999998,.119,.024,.090000004,.059,.052000001,.61900002,.26499999,0,11.100863,20.584574,2.0554264,1.2838117,-.032921158,.42502436,-.48671183,1.5523289,.22820497,.22722276,-.6044848,-.27166411,1.885823,-.42246926,.3624559,8281,5190.7598,.62682766,237.78439,.028065613,.46881473,204890,87.017998,72.047997,1.7258593,1.0217844,10.733,10.384,12.322,8.8479996,13.383,10.418,4.4775414,0,-7,0,0,0,0,0,0,0,0
3215,16,Jiangsu,2015,833144512,71876,33371.801,11950,10086,.037,.113,.02,.117,.063000001,.052999999,.537,.22499999,0,11.182697,20.540718,2.4148779,1.92875,.089545049,.17315795,-.49488956,2.3708925,.55068266,.31880099,-.61769241,-.34265047,2.5814011,-.39834282,.36323121,8315,5305.8301,.63810343,308.45001,.031839736,.46429685,206427,79.466003,61.221001,1.7975215,1.0415226,10.578,9.4250002,12.399,8.8780003,12.841,8.9020004,4.3878345,0,-6,0,0,0,0,0,0,0,0
3216,16,Jiangsu,2016,830689792,78261.203,35041.5,14445,12131,.039999999,.12800001,.024,.108,.07,.059,.50700003,.33899999,0,11.267807,20.537767,3.0216653,2.4212441,.45694274,.80282384,-.48671183,2.098038,1.1150185,.86827129,-.62252444,.14781815,2.8284886,-.20845117,.34879056,8381,5416.9199,.6463334,285.10999,.028562527,.4477506,179400,56.485001,73.357002,1.8791889,1.0454334,9.6389999,7.8860002,12.297,8.4639997,10.676,8.8719997,4.0515242,0,-5,0,0,0,0,0,0,0,0
3217,16,Jiangsu,2017,848511616,86512.898,39124.102,18364,15851,.039000001,.124,.017999999,.113,.067000002,.059999999,.47999999,.271,0,11.368049,20.558994,3.9747713,3.3171256,.33447701,.63491267,-.49897841,2.2496238,.87316036,.95984948,-.62687325,-.19220686,3.7617421,-.11967345,.33156061,8423,5520.9502,.65546125,292.10001,.027502041,.45223433,151900,36.962002,57.113998,2.2605867,1.2029588,9.6560001,7.862,12.481,8.4639997,11.142,8.3290005,3.6365857,0,-4,0,0,0,0,0,0,0,0
3218,16,Jiangsu,2018,884215552,93456.297,42129.398,20236,20375,.045000002,.13,.022,.118,.064000003,.057,.45699999,.229,0,11.44525,20.600212,4.4300442,4.4066329,1.0692729,.88677877,-.49080068,2.4012096,.63130224,.6851145,-.6305778,-.2373002,4.4834929,.005660471,.30131936,8446,5604.2998,.66354489,317.98999,.027278064,.45079252,143600,30.417,48.118999,2.4431562,1.080762,9.7460003,7.7909999,12.367,8.4639997,11.592,8.5150003,3.4473491,0,-3,0,0,0,0,0,0,0,0
3219,16,Jiangsu,2019,903868928,99836.898,44281.398,18490,28399,.045000002,.139,.022,.122,.071000002,.063000001,.39500001,.31299999,0,11.511293,20.622194,4.0054145,6.3390398,1.0692729,1.2645782,-.49080068,2.5224783,1.1956381,1.2345848,-.64056402,.016803624,5.0883541,.16029169,.3172856,8469,5698,.67280668,372.77261,.029647354,.44353741,137500,27.438,37.186001,2.5529168,1.0449257,11.494,8.8920002,12.263,8.875,14.015,13.424,3.3477263,0,-2,1,0,0,0,0,0,0,0
3220,16,Jiangsu,2020,894963264,104566.6,45391.398,20841,35359,.046,.13699999,.024,.123,.072999999,.067000002,.426,.345,0,11.557579,20.612293,4.5771809,8.0152054,1.1917386,1.1806227,-.48671183,2.5527956,1.3568766,1.6008984,-.63557094,-.072242953,6.0849032,.34329563,.29762027,8477.2598,6225.7002,.73440003,336.9007,.02462445,.43409079,114700,10.832,13.981,2.8294511,1.1083208,11.494,8.8920002,12.263,8.875,14.015,13.424,2.4708078,0,-1,0,0,0,0,0,0,0,0
3221,16,Jiangsu,2021,936367872,119853.2,53575.801,20634,29852,.048999999,.14300001,.022,.105,.068999998,.061000001,.35800001,.25400001,0,11.694023,20.657518,4.5268383,6.6889634,1.5591363,1.4324894,-.49080068,2.0070863,1.0343989,1.0514281,-.64652354,.031557586,5.3030748,.26381361,.27666789,8505,6289,.73944736,336.7963,.023091555,.44701183,121700,8.4090004,10.56,4.1122532,1.453375,11.494,8.8920002,12.263,8.875,14.015,13.424,2.2416668,0,0,0,1,0,0,0,0,0,0
3222,16,Jiangsu,2022,919149760,124564.2,55343.398,21215,24802,.046999998,.14,.022,.103,.068999998,.059,.34200001,.211,0,11.732576,20.63896,4.6681385,5.4727802,1.3142043,1.306556,-.49080068,1.946452,1.0343989,.86827129,-.64910066,-.0055548572,4.8363709,.16698374,.27386686,8515,6337,.74421608,279.2016,.01873664,.44429618,112921.83,7.1110001,12.842,4.0541716,.98587602,11.494,8.8920002,12.263,8.875,14.015,13.424,2.0932212,0,1,0,0,1,0,0,0,0,0
3223,16,Jiangsu,2023,963665856,130924.3,57329.801,21349,25029,.046999998,.13699999,.022,.103,.068000004,.059,.33199999,.182,0,11.782374,20.686255,4.7007275,5.5274482,1.3142043,1.1806227,-.49080068,1.946452,.95377994,.86827129,-.6507113,-.073903553,4.8931861,.16326201,,8526,6398,.7504105,247.22,.016219359,.43788511,105381.98,5.7280002,16.284,4.1482859,1.0232141,11.494,8.8920002,12.263,8.875,14.015,13.424,1.9062779,0,2,0,0,0,1,0,0,0,0
3600,17,Jiangxi,2000,80508712,2027.8,700.79999,11,38,.024,.067000002,.244,.0040000002,.033,.028999999,7.0749998,.131,0,7.614707,18.203876,-.48870298,-.4910934,-1.5025125,-1.7578163,-.036937136,-1.054948,-1.8678998,-1.8790798,.43536955,-1.8302022,-.17069629,-.12578318,,4149,,,,,.34559619,41956,28.811001,57.741001,1,1,4.2249999,6.073,2.655,7.0560002,2.5829999,1.762,3.3948774,0,-21,0,0,0,0,0,0,0,0
3601,17,Jiangxi,2001,84728768,2207.1001,786.09998,11,19,.023,.075999998,.296,.0040000002,.037999999,.035,7.5170002,.31799999,0,7.6994348,18.254965,-.48870298,-.49566913,-1.6249784,-1.3800172,.069373243,-1.054948,-1.4648029,-1.3296096,.50656164,-1.4722894,-.2635856,.026391231,,4185.77,,,,,.35616869,41507,25.9,24.945,1.107147,1.107147,3.9189999,5.7249999,2.664,7.7290001,1.716,1.299,3.2921262,0,-20,0,0,0,0,0,0,0,0
3602,17,Jiangxi,2002,90491760,2487.1001,941.79999,23,36,.025,.082000002,.324,.0049999999,.039000001,.037999999,6.4099998,.32800001,0,7.8188729,18.32077,-.48578456,-.49157503,-1.3800464,-1.1281507,.1266173,-1.0246308,-1.3841833,-1.0548745,.32825941,-1.2280757,-.33499512,.0058230232,,4222,,,,,.37867394,46119,24.811001,38.831001,1.2102984,1.0931687,4.277,6.0799999,3.5150001,8.5030003,1.9859999,1.375,3.2508008,0,-19,0,0,0,0,0,0,0,0
3603,17,Jiangxi,2003,105181832,2854.7,1204.3,28,34,.024,.078000002,.242,.0040000002,.037999999,.037,4.9660001,.15000001,0,7.9567218,18.471201,-.48456854,-.4920567,-1.5025125,-1.2960615,-.041026007,-1.054948,-1.4648029,-1.1464528,.095677383,-1.3810511,-.33281487,-.23342632,.54391724,4254,,,,,.42186573,50135,39.174999,52.196999,1.3601741,1.1238337,4.6110001,6.4990001,4.4809999,8.0349998,2.664,1.446,3.6932449,0,-18,0,0,0,0,0,0,0,0
3604,17,Jiangxi,2004,117303728,3451.1001,1505.2,34,45,.029999999,.086999997,.226,.0040000002,.045000002,.039000001,5.2210002,.33500001,0,8.1464481,18.580276,-.48310933,-.4894076,-.76771677,-.91826236,-.073736899,-1.054948,-.90046668,-.96329606,.13674971,-.85724574,-.47857246,-.14271921,.58835125,4284,,,,,.43615076,54949,46.900002,56.299999,1.6456578,1.2098876,5.2670002,7.2509999,5.7379999,8.7220001,3.177,1.4809999,3.8691156,0,-17,0,0,0,0,0,0,0,0
3605,17,Jiangxi,2005,128496408,3991.8,1834.7,48,68,.028000001,.088,.23100001,.0049999999,.045000002,.037999999,4.4159999,.227,0,8.2919979,18.671412,-.47970453,-.48386854,-1.0126485,-.8762846,-.063514724,-1.0246308,-.90046668,-1.0548745,.0070900032,-.94408578,-.45221779,-.22115813,.57179224,4311.2402,1595.16,.37000027,,,.4596172,53972,55.5,58,1.8157139,1.1033362,6.1160002,8.5620003,6.802,9.474,4.2600002,2.3889999,4.0342407,0,-16,0,0,0,0,0,0,0,0
3606,17,Jiangxi,2006,135971296,4752.3999,2337.6001,43,76,.028000001,.086000003,.163,.0060000001,.045000002,.037999999,3.684,.12899999,0,8.4664049,18.727955,-.48092052,-.48194191,-1.0126485,-.96023983,-.202536,-.9943136,-.90046668,-1.0548745,-.11081169,-.98728365,-.45075855,-.36932132,.59202474,4339.1299,1678.37,.38679874,,,.49187782,64074,57,56,2.1021805,1.1577708,6.52,8.6750002,7.3439999,9.8760004,4.316,2.197,4.0604429,0,-15,0,0,0,0,0,0,0,0
3607,17,Jiangxi,2007,155131104,5847.2998,2950.3,75,76,.030999999,.088,.15099999,.0060000001,.043000001,.041999999,3.0780001,.15800001,0,8.6737356,18.859781,-.47313809,-.48194191,-.6452508,-.8762846,-.22706918,-.9943136,-1.0617056,-.68856108,-.20841883,-.80513334,-.51155776,-.40048471,.62552178,4368.4102,1738.63,.39800066,13.8809,.015337025,.50455767,71410.313,55.341,50.917999,2.2608943,1.0754997,6.9169998,8.8640003,8.4160004,9.9259996,5.1799998,2.684,4.0314226,0,-14,0,0,0,0,0,0,0,0
3608,17,Jiangxi,2008,158460288,7028.7002,3518.8,100,117,.032000002,.097000003,.138,.0060000001,.050000001,.046,2.598,.28099999,0,8.8577566,18.881014,-.46705806,-.47206795,-.52278459,-.49848512,-.25364676,-.9943136,-.49736974,-.32224753,-.28573143,-.40465125,-.62931681,-.39100301,.62914968,4400.1001,1819.88,.4135997,31.8377,.026310561,.50063312,68681,51.117001,45.780998,2.012177,.88999158,6.612,8.8190002,9.0319996,8.7309999,4.4310002,3.3380001,3.9534912,0,-13,0,0,0,0,0,0,0,0
3609,17,Jiangxi,2009,176529456,7733,3882.7,120,162,.035999998,.103,.145,.016000001,.050999999,.050999999,2.4649999,.29100001,0,8.9532518,18.988998,-.46219403,-.46123067,-.032921158,-.246619,-.23933576,-.69114184,-.41675046,.13564421,-.30715349,-.054926973,-.6337465,-.3479639,.64387065,4432.1602,1913.8101,.43180075,43.141899,.027613038,.50209492,67192.445,49.02,40.259998,2.1794968,1.0831536,6.7480001,8.5059996,9.2729998,8.7309999,4.5279999,4.303,3.9124229,0,-12,0,0,0,0,0,0,0,0
3610,17,Jiangxi,2010,184656624,9503.4004,5083.1001,168,221,.034000002,.101,.13,.016000001,.052000001,.046,2.2869999,.185,0,9.1594048,19.034008,-.45052037,-.44702178,-.27785265,-.33057427,-.27000222,-.69114184,-.33613086,-.32224753,-.33582357,-.26344624,-.5660218,-.41406077,.5540331,4462.25,1966.0699,.4406006,49.141102,.025550896,.5348717,72526,47.099998,36.299999,2.5606415,1.1748774,7.2140002,8.6269999,9.5710001,8.7309999,5.697,3.381,3.8732822,0,-11,0,0,0,0,0,0,0,0
3611,17,Jiangxi,2011,203036480,11717.4,6338,213,261,.034000002,.104,.102,.016000001,.056000002,.050000001,2.0050001,.171,0,9.3688307,19.128897,-.4395763,-.43738866,-.27785265,-.20464122,-.32724625,-.69114184,-.01365316,.044065997,-.38124469,-.04119819,-.6301412,-.43316761,.56422484,4474,2051.22,.45847565,43.759998,.017265052,.54090494,71196,56.806,35.909,3.1269674,1.2211655,7.1810002,8.4790001,10.42,8.7309999,5.7820001,3.5510001,4.0570927,0,-10,0,0,0,0,0,0,0,0
3612,17,Jiangxi,2012,209492688,12952.8,6893.2998,249,406,.035999998,.108,.113,.022,.054000001,.048999999,1.732,.16,0,9.4690676,19.1602,-.43082106,-.40246856,-.032921158,-.036730379,-.30475754,-.50923884,-.17489201,-.047512557,-.42521626,-.0072423839,-.56864214,-.44152266,.55364132,4475,2139.8201,.47817206,66.912903,.022162281,.53218609,67871,55.150002,32.182999,3.0385501,.97172433,7.2930002,6.3790002,10.584,8.7309999,7.4439998,2.523,4.0280266,0,-9,0,0,0,0,0,0,0,0
3613,17,Jiangxi,2013,213709040,14473.4,7661.8999,263,374,.035,.112,.104,.027000001,.056000002,.048,1.507,.12899999,0,9.5800676,19.180126,-.42741624,-.41017506,-.15538691,.13118047,-.3231574,-.35765296,-.01365316,-.13909078,-.46145654,.015857244,-.5358817,-.47692001,.51092672,4476,2209.97,.4937377,74.165199,.021371402,.529378,68230,54.349998,32.469002,3.0058348,.98923326,7.1669998,6.23,11.081,8.7309999,7.507,2.8,4.0136766,0,-8,0,0,0,0,0,0,0,0
3614,17,Jiangxi,2014,211874320,15858.6,8238.7002,395,686,.041000001,.114,.085000001,.028000001,.059999999,.050000001,1.487,.208,0,9.6714668,19.171503,-.39531365,-.33503661,.57940894,.21513572,-.36200157,-.32733577,.30882424,.044065997,-.4646779,.37348714,-.58533764,-.43055099,.51772237,4480,2281.0701,.50916743,68.127701,.017546469,.51950997,64856,51.741001,42.875999,2.9413068,.97853243,7.77,7.7579999,11.284,9.7819996,8.1700001,5.552,3.9653931,0,-7,0,0,0,0,0,0,0,0
3615,17,Jiangxi,2015,212141056,17031.1,8367.7002,569,1128,.039000001,.115,.096000001,.037,.061999999,.052999999,1.619,.189,0,9.7427959,19.172762,-.35299662,-.22859047,.33447701,.25711352,-.33951285,-.054481249,.47006309,.31880099,-.44341692,.41393209,-.44895664,-.40291244,.5192095,4485,2356.78,.52548051,87.43,.01981394,.49131885,76412,51.566002,44.601002,2.6898718,.91451591,8.323,7.6199999,11.463,9.7659998,8.1499996,7.1149998,3.9620695,0,-6,0,0,0,0,0,0,0,0
3616,17,Jiangxi,2016,214928064,18761.199,8732.5,794,1567,.043000001,.125,.093999997,.050000001,.064999998,.057,1.456,.29499999,0,9.8395462,19.185814,-.29827631,-.12286682,.82434088,.67689043,-.3436017,.33964199,.71192122,.6851145,-.46967098,.80817771,-.37807009,-.35878709,.49823555,4496,2438.3501,.54233766,117.88,.025529519,.46545532,85527,44.139,64.947998,2.6406534,.98170233,8.5530005,6.934,11.054,9.3800001,7.3530002,8.0459995,3.8097465,0,-5,0,0,0,0,0,0,0,0
