uid,province_id,province,year,co2_emissions,gdp,sec_val,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,factor_1,factor_2,factor_3,coal_share_pctg,population,urban_population,urbanization_rate,env_expenditure,env_exp_share,treat,event_time,pre_2,post_0,post_1,post_2,did_pre2,did_post0,did_post1,did_post2,sec_pctg
1304,18,Hebei,2004,394407968,7683,3467.8999,84,154,.028000001,.086999997,.079999998,.018999999,.043000001,.037,3.3859999,.30899999,0,8.9467649,19.792896,-.47094926,-.4631573,-1.0126485,-.91826236,-.37222373,-.60019034,-1.0617056,-1.1464528,-.15880994,-1.0890424,-.30660805,-.52367377,.73052043,6809,,,,,0,-17,0,0,0,0,0,0,0,0,.45137316
1305,18,Hebei,2005,456920320,8886.2002,4123.8999,108,194,.028999999,.086000003,.086999997,.017999999,.045000002,.041000001,2.858,.29699999,0,9.0922546,19.94002,-.46511245,-.45352417,-.89018273,-.96023983,-.35791272,-.63050753,-.90046668,-.78013927,-.24385378,-.91577888,-.36668041,-.52779859,.729101,6850.8301,2582.1599,.376912,,,0,-16,0,0,0,0,0,0,0,0,.46407911
1306,18,Hebei,2006,494913632,10178.1,4771.8999,163,201,.029999999,.086000003,.075000003,.023,.046999998,.039000001,2.3380001,.242,0,9.227994,20.019894,-.45173636,-.45183837,-.76771677,-.96023983,-.38244587,-.47892165,-.73922813,-.96329606,-.32760909,-.90093505,-.32712016,-.5887596,.72649997,6897.8599,2673.97,.3876521,,,0,-15,0,0,0,0,0,0,0,0,.46883997
1307,18,Hebei,2007,544309824,12317.6,5849.5,157,199,.032000002,.092,.074000001,.021,.048,.041999999,2.3529999,.26300001,0,9.4187841,20.115028,-.45319557,-.45232001,-.52278459,-.70837373,-.38449031,-.53955603,-.65860856,-.68856108,-.32519308,-.65557164,-.41726592,-.54508823,.7117607,6943.1899,2794.71,.40251094,43.797798,.029069694,0,-14,0,0,0,0,0,0,0,0,.47488961
1308,18,Hebei,2008,561276032,14403.8,6981.5,170,317,.029999999,.090999998,.067000002,.039999999,.045000002,.041999999,1.952,.15099999,0,9.5752478,20.145723,-.45003396,-.42390227,-.76771677,-.75035155,-.39880133,.036470223,-.90046668,-.68856108,-.3897813,-.83824271,-.18579222,-.64304954,.72414601,6988.8198,2928.4299,.41901636,76.355598,.040578645,0,-13,0,0,0,0,0,0,0,0,.48469847
1309,18,Hebei,2009,631064640,15540.3,7164.3999,248,413,.035,.102,.063000001,.043000001,.050999999,.046,1.721,.27900001,0,9.6511917,20.262918,-.43106425,-.40078276,-.15538691,-.28859681,-.40697905,.12742181,-.41675046,-.32224753,-.42698801,-.30237097,-.2981579,-.57911974,.71688724,7034.3999,3077.1699,.43744597,104.1989,.044385489,0,-12,0,0,0,0,0,0,0,0,.46102071
1310,18,Hebei,2010,671608192,18254.1,8470.5,318,500,.039000001,.112,.061999999,.054000001,.057999998,.046999998,1.5190001,.44299999,0,9.8121452,20.325186,-.41404015,-.37983069,.33447701,.13118047,-.40902346,.46091071,.14758539,-.23066932,-.45952371,.12082181,-.30508259,-.54116863,.68304789,7193.6001,3200.8201,.44495386,115.1556,.040831789,0,-11,0,0,0,0,0,0,0,0,.46403274
1311,18,Hebei,2011,721983424,21711.699,10275.5,439,659,.037999999,.108,.054000001,.043000001,.055,.048,1.4579999,.28299999,0,9.9856062,20.397512,-.3846128,-.34153897,.21201079,-.036730379,-.42537892,.12742181,-.09427274,-.13909078,-.46934885,.0023127529,-.3452802,-.55195481,.67020559,7232,3301.6699,.45653623,105.48,.029818594,0,-10,0,0,0,0,0,0,0,0,.47327018
1312,18,Hebei,2012,743645312,23437.301,10919.7,597,983,.035,.112,.050999999,.050999999,.056000002,.052999999,1.3890001,.26199999,0,10.062084,20.427074,-.346187,-.26351058,-.15538691,.13118047,-.43151221,.36995912,-.01365316,.31880099,-.48046252,.074822187,-.24721023,-.55431479,.67517257,7262,3410.55,.46964335,127.9295,.031359602,0,-9,0,0,0,0,0,0,0,0,.46591118
1313,18,Hebei,2013,782139392,24659.1,11178.4,599,969,.037,.115,.055,.066,.055,.048,1.331,.2,0,10.112902,20.477543,-.34570059,-.26688218,.089545049,.25711352,-.42333448,.82471669,-.09427274,-.13909078,-.48980448,.005912065,-.090134338,-.58741909,.6664294,7288,3528.45,.48414516,171.8643,.038975164,0,-8,0,0,0,0,0,0,0,0,.45331746
1314,18,Hebei,2014,802650752,25644.1,11476.9,728,1233,.037999999,.121,.061000001,.075000003,.064000003,.052000001,1.382,.32699999,0,10.152069,20.503429,-.3143276,-.20330349,.21201079,.50897962,-.4110679,1.0975714,.63130224,.22722276,-.48159003,.40030026,-.079213984,-.51911968,.65946436,7323,3642.3999,.49739179,193.43221,.041355543,0,-7,0,0,0,0,0,0,0,0,.44754547
1315,18,Hebei,2015,763994112,26744.1,11519.5,1056,1789,.037,.118,.052999999,.107,.061999999,.056000002,1.201,.287,0,10.194069,20.454071,-.23455757,-.069402918,.089545049,.38304657,-.42742336,2.0677207,.47006309,.59353632,-.51074332,.3176569,.32230839,-.58590686,.63712877,7345,3811.21,.51888496,282.72,.050197169,0,-6,0,0,0,0,0,0,0,0,.43073052
1316,18,Hebei,2016,748779584,28879.699,12332.3,1551,2554,.041000001,.127,.052999999,.098999999,.063000001,.056000002,1.125,.28600001,0,10.270894,20.433956,-.1141729,.11483078,.57940894,.76084602,-.42742336,1.8251834,.55068266,.59353632,-.52298445,.56386453,.30862695,-.51218569,.61918795,7375,3983,.54006779,262.79999,.043441392,0,-5,0,0,0,0,0,0,0,0,.42702314
1317,18,Hebei,2017,754433728,31065.5,12778,1688,3189,.045000002,.126,.046,.146,.064999998,.057999998,1.12,.333,1,10.343853,20.441479,-.080854312,.26775679,1.0692729,.71886826,-.44173437,3.2500904,.71192122,.77669269,-.52378982,.69966334,.77759284,-.54956239,.58856487,7409,4136.4902,.5583061,353.45001,.053236995,0,-4,0,0,0,0,0,0,0,0,.41132447
1318,18,Hebei,2018,796202816,32947,12904.1,2189,3783,.046,.134,.061999999,.162,.07,.059999999,1.0880001,.391,1,10.402656,20.495365,.040989559,.41080886,1.1917386,1.0546899,-.40902346,3.7351651,1.1150185,.95984948,-.52894396,.94760811,.96746314,-.49576539,.57330799,7426,4263.8501,.57417858,433.54999,.056114197,0,-3,0,0,0,0,0,0,0,0,.39166236
1319,18,Hebei,2019,828197184,35623.5,13600.9,2459,5159,.048,.14399999,.068000004,.19400001,.074000001,.059,1.276,.42199999,1,10.480761,20.534761,.10665392,.74218869,1.4366705,1.4744666,-.39675689,4.7053146,1.4374962,.86827129,-.49866322,1.113793,1.3861656,-.46079388,.56980795,7447,4374,.58735061,502.49719,.060475972,0,-2,1,0,0,0,0,0,0,0,.38179573
1320,18,Hebei,2020,826743296,36821.5,13938,2841,7058,.044,.145,.057,.152,.078000002,.064999998,1.306,.43799999,1,10.513837,20.533005,.19955684,1.1995218,.94680667,1.5164443,-.41924563,3.4319932,1.7599739,1.4177412,-.49383119,1.2316892,1.2008742,-.34594759,.56726813,7463.8398,4483.5298,.6007002,509.26819,.056442406,0,-1,0,0,0,0,0,0,0,0,.37852886
1321,18,Hebei,2021,820615040,41205.398,16450.801,3130,6038,.046,.138,.064999998,.106,.075000003,.064000003,1.156,.28400001,1,10.626325,20.525564,.26984203,.95387679,1.1917386,1.2226005,-.40289018,2.0374036,1.5181158,1.3261634,-.51799136,1.2087235,.71250314,-.29547837,.50799215,7448,4554,.61143929,351.64981,.039742488,0,0,0,1,0,0,0,0,0,0,.39923897
1322,18,Hebei,2022,786684032,43198.301,16406.699,3514,5106,.046999998,.13600001,.066,.106,.074000001,.063000001,1.0700001,.271,1,10.673556,20.483337,.36323133,.72942477,1.3142043,1.1386455,-.40084577,2.0374036,1.4374962,1.2345848,-.53184319,1.1846159,.66294283,-.31498232,.500862,7420,4575,.61657679,318.63181,.034240711,0,1,0,0,1,0,0,0,0,0,.37979963
1323,18,Hebei,2023,810303168,45660,17112.199,4066,5253,.046,.13500001,.068000004,.107,.074000001,.061999999,1,.25799999,1,10.728978,20.512918,.49747849,.76482654,1.1917386,1.0966678,-.39675689,2.0677207,1.4374962,1.1430062,-.54311794,1.0914816,.77095658,-.3211346,,7393,4641,.627756,320.60001,.033374242,0,2,0,0,0,1,0,0,0,0,.3747744
4100,19,Henan,2000,223754240,5097.2998,2282.5,55,81,.022,.068000004,.094999999,.022,.035,.032000002,2.5209999,.27500001,0,8.5364666,19.226059,-.4780021,-.48073778,-1.7474444,-1.7158384,-.34155726,-.50923884,-1.706661,-1.6043446,-.29813367,-1.8374799,-.085733034,-.70786136,,9488,,,,,0,-21,0,0,0,0,0,0,0,0,.44778609
4101,19,Henan,2001,241104224,5586.6001,2497.7,49,79,.023,.074000001,.107,.012,.039999999,.034000002,2.9590001,.30199999,0,8.6281261,19.300739,-.47946131,-.48121941,-1.6249784,-1.4639723,-.31702411,-.81241053,-1.303564,-1.4211878,-.22758591,-1.5465244,-.253131,-.59625417,,9555,,,,,0,-20,0,0,0,0,0,0,0,0,.44708765
4102,19,Henan,2002,257188784,6094.2002,2881.6001,52,117,.025,.075000003,.092,.015,.035999998,.035,2.2920001,.211,0,8.7150927,19.36532,-.47873172,-.47206795,-1.3800464,-1.4219946,-.34769055,-.72145903,-1.6260417,-1.3296096,-.33501822,-1.5405515,-.23582336,-.66952133,,9613,,,,,0,-19,0,0,0,0,0,0,0,0,.47284302
4103,19,Henan,2003,297991136,7017.1001,3348.6001,65,139,.025,.083999999,.090000004,.022,.043000001,.035999998,2.046,.347,0,8.8561049,19.512575,-.47557008,-.46676973,-1.3800464,-1.0441954,-.35177943,-.50923884,-1.0617056,-1.2380314,-.37464091,-1.259388,-.25279227,-.65939587,.58963245,9667,,,,,0,-18,0,0,0,0,0,0,0,0,.47720569
4104,19,Henan,2004,362742656,8493.5,4080.7,77,155,.027000001,.083999999,.097999997,.017999999,.046999998,.039000001,1.933,.33500001,0,9.0470562,19.709204,-.47265169,-.46291646,-1.1351144,-1.0441954,-.33542398,-.63050753,-.73922813,-.96329606,-.39284161,-1.0137346,-.35755619,-.61197191,.5974676,9717,,,,,0,-17,0,0,0,0,0,0,0,0,.48044974
4105,19,Henan,2005,411795168,10199.5,5063.6001,133,224,.029999999,.088,.090999998,.02,.045000002,.043000001,1.641,.37099999,0,9.230094,19.836037,-.45903242,-.44629931,-.76771677,-.8762846,-.34973499,-.56987321,-.90046668,-.59698254,-.43987343,-.81107849,-.39105925,-.60910445,.65525794,9380,2874.97,.30649999,,,0,-16,0,0,0,0,0,0,0,0,.49645573
4106,19,Henan,2006,456193024,11974.6,6198.6001,193,245,.029999999,.092,.077,.024,.048,.041999999,1.271,.366,0,9.390543,19.938427,-.44444034,-.44124192,-.76771677,-.70837373,-.37835702,-.44860449,-.65860856,-.68856108,-.49946854,-.73332423,-.37535948,-.64934039,.66767371,9392,3049.5801,.32469973,,,0,-15,0,0,0,0,0,0,0,0,.51764572
4107,19,Henan,2007,501769728,14773.2,7696.5,181,333,.028999999,.096000001,.061999999,.017000001,.046999998,.041000001,1.1059999,.2,0,9.6005697,20.033651,-.44735873,-.42004901,-.89018273,-.54046291,-.40902346,-.66082466,-.73922813,-.78013927,-.52604479,-.76522177,-.426994,-.67507333,.64654166,9360,3214.22,.34339958,60.919102,.032566376,0,-14,0,0,0,0,0,0,0,0,.52097714
4108,19,Henan,2008,518063552,17541.9,9319.4004,329,510,.035,.096000001,.054000001,.030999999,.050000001,.043000001,1.243,.30599999,0,9.7723475,20.065609,-.41136494,-.37742239,-.15538691,-.54046291,-.42537892,-.2363843,-.49736974,-.59698254,-.50397843,-.4665862,-.34930485,-.6337195,.63512415,9429,3397.27,.36030012,75.850998,.033244517,0,-13,0,0,0,0,0,0,0,0,.53126514
4109,19,Henan,2009,542281280,19077.1,9975.2998,341,635,.030999999,.096000001,.045000002,.037999999,.052000001,.045000002,1.072,.182,0,9.8562441,20.111296,-.40844652,-.34731886,-.6452508,-.54046291,-.44377878,-.024164131,-.33613086,-.41382575,-.53152108,-.52341503,-.26018724,-.67907703,.64026445,9487.0498,3576.6201,.37700021,92.976196,.031997174,0,-12,0,0,0,0,0,0,0,0,.52289397
4110,19,Henan,2010,582054592,22568.199,11768.6,530,984,.032000002,.1,.045000002,.052000001,.052999999,.046999998,.91600001,.192,0,10.024297,20.182076,-.36248147,-.26326975,-.52278459,-.37255207,-.44377878,.40027633,-.25551158,-.23066932,-.55664766,-.40043411,-.11495186,-.68166018,.62224513,9405.4697,3621.1101,.38500044,96.378197,.028212581,0,-11,0,0,0,0,0,0,0,0,.52146828
4111,19,Henan,2011,632205824,26212.199,13533.9,729,1017,.035999998,.106,.037,.046999998,.054000001,.050999999,.70499998,.23800001,0,10.17398,20.264725,-.31408441,-.25532243,-.032921158,-.12068596,-.46013424,.2486904,-.17489201,.13564421,-.59063298,-.064017095,-.23786412,-.63877523,.58466476,9461,3808.8101,.40258005,95.599998,.022500364,0,-10,0,0,0,0,0,0,0,0,.51632065
4112,19,Henan,2012,652481280,28878.5,14528.2,763,1282,.034000002,.107,.041999999,.072999999,.057,.050999999,.824,.211,0,10.270853,20.296293,-.30581555,-.1915029,-.27785265,-.078708164,-.44991207,1.0369369,.066966116,.13564421,-.57146591,-.096519649,.041895151,-.66360414,.50350881,9532,3991.05,.41870016,109.4525,.02186252,0,-9,0,0,0,0,0,0,0,0,.50308013
4113,19,Henan,2013,674562304,31621.4,15464.1,1038,1465,.037,.118,.048,.077,.059,.056000002,.81800002,.34599999,0,10.361589,20.329575,-.23893519,-.14743131,.089545049,.38304657,-.43764549,1.1582056,.22820497,.59353632,-.57243234,.29890388,.011903113,-.58829486,.44059491,9573,4123.0498,.43069571,111.9228,.020049535,0,-8,0,0,0,0,0,0,0,0,.48903906
4114,19,Henan,2014,665211904,34611.199,16582.301,1338,1705,.041999999,.119,.037999999,.061000001,.059,.052000001,.65100002,.289,0,10.451933,20.315617,-.16597478,-.089632496,.70187467,.42502436,-.4580898,.67313087,.22820497,.22722276,-.59933066,.38458911,-.10400397,-.56088358,.46225119,9645,4265.0698,.44220528,119.9451,.019895703,0,-7,0,0,0,0,0,0,0,0,.47910216
4115,19,Henan,2015,659924928,36798.199,17141.301,1607,2391,.037999999,.114,.039999999,.082999997,.061999999,.052999999,.73299998,.205,0,10.513205,20.307636,-.10055362,.075575761,.21201079,.21513572,-.45400095,1.3401085,.47006309,.31880099,-.58612311,.22451079,.24221119,-.59407437,.44474053,9701,4441.3799,.45782703,177.77,.026145145,0,-6,0,0,0,0,0,0,0,0,.465819
4116,19,Henan,2016,647569280,40167.699,18140.6,2250,3034,.046,.13,.045000002,.102,.064999998,.059999999,.64099997,.43799999,0,10.600819,20.288736,.055824842,.2304284,1.1917386,.88677877,-.44377878,1.9161348,.71192122,.95984948,-.60094136,.88420105,.35792527,-.48574221,.40176314,9778,4623.02,.47279811,195.72,.026257958,0,-5,0,0,0,0,0,0,0,0,.45162156
4117,19,Henan,2017,650981440,44586.5,20035.301,3268,4305,.046,.131,.041000001,.085000001,.07,.059,.52899998,.37099999,0,10.705187,20.293991,.30340382,.53652126,1.1917386,.92875659,-.45195651,1.400743,1.1150185,.86827129,-.61898094,.94482017,.42130291,-.41805449,.36931777,9829,4794.8599,.48782787,241.64999,.029413842,0,-4,0,0,0,0,0,0,0,0,.44935802
4118,19,Henan,2018,674804800,50273.5,21446.801,3910,5591,.041999999,.134,.037,.104,.074000001,.064999998,.50099999,.36199999,0,10.825233,20.329933,.45953909,.84622651,.70187467,1.0546899,-.46013424,1.9767693,1.4374962,1.4177412,-.62349087,1.0106167,.77155894,-.40690091,.33796364,9864,4966.75,.50352293,358.70001,.03891414,0,-3,0,0,0,0,0,0,0,0,.42660251
4119,19,Henan,2019,691043648,53739.301,22185.5,2921,6358,.044,.138,.037,.097000003,.068000004,.061999999,.472,.26100001,0,10.8919,20.353714,.21901295,1.0309418,.94680667,1.2226005,-.46013424,1.7645491,.95377994,1.1430062,-.62816179,.92934585,.70686322,-.41537628,.31874609,9901,5129,.5180285,352.2869,.0346605,0,-2,1,0,0,0,0,0,0,0,.41283566
4120,19,Henan,2020,697135616,54160.602,21416.6,3625,8444,.048,.14,.033,.088,.07,.059,.486,.285,0,10.899709,20.36249,.39022669,1.5333098,1.4366705,1.306556,-.46831197,1.4916945,1.1150185,.86827129,-.62590688,.99590003,.89572823,-.33436042,.3216455,9941.1699,5510.3901,.55429995,272.62799,.026283288,0,-1,0,0,0,0,0,0,0,0,.39542764
4121,19,Henan,2021,729969984,57806.898,22571,3692,6541,.045000002,.134,.037999999,.094999999,.068000004,.059,.53399998,.154,0,10.964864,20.408514,.40652117,1.0750135,1.0692729,1.0546899,-.4580898,1.7039146,.95377994,.86827129,-.61817563,.8145929,.82341754,-.40322676,.30183956,9883,5579,.56450468,210.40649,.021504514,0,0,0,1,0,0,0,0,0,0,.39045513
4122,19,Henan,2022,713191360,58807.398,22122.5,3548,5894,.044,.133,.037,.093000002,.067000002,.059,.52499998,.131,0,10.982023,20.38526,.37150019,.91919756,.94680667,1.0127121,-.46013424,1.6432804,.87316036,.86827129,-.61962521,.76890886,.73604399,-.42639309,.2883302,9872,5633,.57060373,183.1855,.017205767,0,1,0,0,1,0,0,0,0,0,.37618566
4123,19,Henan,2023,736854464,60627.699,23097.699,3897,6432,.045000002,.132,.037999999,.093000002,.068000004,.059999999,.55699998,.14300001,0,11.012507,20.4179,.45637745,1.0487632,1.0692729,.97073436,-.4580898,1.6432804,.95377994,.95984948,-.61447102,.81704926,.81471384,-.39533332,,9815,5701,.58084565,178.61,.016160086,0,2,0,0,0,1,0,0,0,0,.38097602
3300,20,Zhejiang,2000,119013240,6218.8999,3287.1001,70,193,.024,.071000002,.093000002,.013,.035999998,.032000002,3.592,.30599999,0,8.7353487,18.594746,-.47435409,-.453765,-1.5025125,-1.5899054,-.34564614,-.78209335,-1.6260417,-1.6043446,-.12562993,-1.6979969,-.17852278,-.58074546,,4680,,,,,0,-21,0,0,0,0,0,0,0,0,.52856618
3301,20,Zhejiang,2001,126433720,7003.3999,3590.1001,75,197,.024,.072999999,.086999997,.011,.035999998,.030999999,3.6229999,.204,0,8.8541508,18.65523,-.47313809,-.45280167,-1.5025125,-1.5059502,-.35791272,-.84272772,-1.6260417,-1.6959231,-.12063684,-1.6990844,-.19561775,-.58251506,,4728.7998,,,,,0,-20,0,0,0,0,0,0,0,0,.51262248
3302,20,Zhejiang,2002,135158752,8144.1001,4112.8999,134,233,.023,.075000003,.067000002,.015,.039000001,.030999999,2.938,.17299999,0,9.0050488,18.72196,-.4587892,-.44413185,-1.6249784,-1.4219946,-.39880133,-.72145903,-1.3841833,-1.6959231,-.23096836,-1.6562171,-.17453097,-.66190499,,4776.3999,,,,,0,-19,0,0,0,0,0,0,0,0,.50501591
3303,20,Zhejiang,2003,157390352,9892.5996,5126.2998,155,277,.028000001,.075999998,.061000001,.017000001,.041999999,.035999998,2.5420001,.28600001,0,9.199542,18.874239,-.45368198,-.4335354,-1.0126485,-1.3800172,-.4110679,-.66082466,-1.1423252,-1.2380314,-.29475123,-1.2783705,-.26507318,-.63820767,.32765952,4856.7998,,,,,0,-18,0,0,0,0,0,0,0,0,.51819539
3304,20,Zhejiang,2004,184446528,11660.7,6160.3999,216,337,.027000001,.083999999,.068999998,.016000001,.044,.039000001,2.1159999,.28600001,0,9.3639793,19.032869,-.43884671,-.41908571,-1.1351144,-1.0441954,-.39471248,-.69114184,-.98108631,-.96329606,-.36336619,-1.0942495,-.32113814,-.63293332,.3672528,4925.2002,,,,,0,-17,0,0,0,0,0,0,0,0,.52830446
3305,20,Zhejiang,2005,212698736,13212.6,6953.7002,515,508,.028000001,.092,.056000002,.016000001,.044,.039000001,2.036,.303,0,9.4889259,19.175386,-.36612949,-.37790406,-1.0126485,-.70837373,-.42129004,-.69114184,-.98108631,-.96329606,-.37625161,-.98005641,-.30820307,-.62660509,.33967087,4990.8999,2795.8999,.56019956,,,0,-16,0,0,0,0,0,0,0,0,.5262931
3306,20,Zhejiang,2006,256460752,15516.4,8295.7002,464,628,.034000002,.093999997,.068999998,.016000001,.046999998,.039999999,1.7869999,.34599999,0,9.6496525,19.362486,-.37853277,-.34900466,-.27785265,-.6244185,-.39471248,-.69114184,-.73922813,-.87171781,-.41635752,-.6528728,-.3956742,-.57353115,.31699809,5071.7998,2865.5701,.56500059,,,0,-15,0,0,0,0,0,0,0,0,.53464079
3307,20,Zhejiang,2007,273236960,18914.699,10122.7,633,784,.029999999,.093999997,.050000001,.016000001,.050000001,.046,1.624,.28,0,9.8476944,19.42585,-.33743173,-.31143543,-.76771677,-.6244185,-.43355665,-.69114184,-.49736974,-.32224753,-.44261158,-.57956439,-.39076105,-.59400296,.29818502,5154.8999,2948.6001,.57199943,31.384701,.017370392,0,-14,0,0,0,0,0,0,0,0,.5351764
3308,20,Zhejiang,2008,294301728,21607.9,11512.7,861,1207,.029999999,.090999998,.037,.027000001,.050999999,.041000001,1.383,.145,0,9.980814,19.500116,-.28198183,-.20956503,-.76771677,-.75035155,-.46013424,-.35765296,-.41675046,-.78013927,-.48142895,-.76058578,-.17447278,-.6618185,.29090372,5212.3999,3002.3401,.57599956,46.518299,.021062581,0,-13,0,0,0,0,0,0,0,0,.5328005
3309,20,Zhejiang,2009,314858880,23227.5,11882.4,1054,1930,.035,.101,.052000001,.026000001,.052999999,.045000002,1.419,.266,0,10.053092,19.567635,-.23504397,-.035446115,-.15538691,-.33057427,-.42946777,-.38797015,-.25551158,-.41382575,-.47563049,-.33670983,-.20847714,-.54937506,.27717283,5275.5,3054.51,.57899916,55.421001,.02088719,0,-12,0,0,0,0,0,0,0,0,.51156604
3310,20,Zhejiang,2010,338328736,27902.199,14140.9,1326,2530,.032000002,.102,.035999998,.035,.050000001,.043000001,1.272,.115,0,10.236461,19.639528,-.1688932,.10905091,-.52278459,-.28859681,-.46217868,-.11511561,-.49736974,-.59698254,-.49930748,-.58988363,.031621899,-.61897808,.24657564,5446.5098,3356.1399,.61620009,82.072502,.025584631,0,-11,0,0,0,0,0,0,0,0,.50680238
3311,20,Zhejiang,2011,366433472,32353.1,16271,1715,3210,.037,.108,.039999999,.039000001,.052999999,.048,1.123,.23800001,0,10.384465,19.719328,-.074287876,.27281418,.089545049,-.036730379,-.45400095,.006153103,-.25551158,-.13909078,-.52330661,-.17921151,.0586932,-.54055548,.23457968,5570,3403.45,.61103231,78.110001,.020327436,0,-10,0,0,0,0,0,0,0,0,.50291938
3312,20,Zhejiang,2012,366509344,34978.5,17040.5,2439,4716,.035999998,.107,.039999999,.029999999,.056000002,.048,1.031,.15000001,0,10.462489,19.719534,.1017899,.63550174,-.032921158,-.078708164,-.45400095,-.26670149,-.01365316,-.13909078,-.53812486,-.20491816,.21342145,-.49402916,.22564448,5685,3461.46,.60887599,77.697998,.018668976,0,-9,0,0,0,0,0,0,0,0,.4871707
3313,20,Zhejiang,2013,376791008,38023.301,18162.801,2933,4773,.039000001,.113,.039000001,.041999999,.059999999,.052000001,.92400002,.25799999,0,10.545955,19.747202,.22193135,.64922893,.33447701,.17315795,-.45604536,.097104572,.30882424,.22722276,-.55535913,.13410431,.28083843,-.45406801,.22185738,5784,3518.72,.60835409,98.138397,.020746034,0,-8,0,0,0,0,0,0,0,0,.47767553
3314,20,Zhejiang,2014,388705312,40744.102,19580.699,3527,5513,.039999999,.124,.037,.050999999,.059999999,.057,.99000001,.34299999,0,10.615067,19.778332,.36639297,.82744193,.45694274,.63491267,-.46013424,.36995912,.30882424,.6851145,-.54472864,.38225546,.42862216,-.39644283,.22325854,5890,3573.04,.60662818,120.653,.023384321,0,-7,0,0,0,0,0,0,0,0,.48057753
3315,20,Zhejiang,2015,392447776,44222,20606.5,4946,8802,.039000001,.12,.033,.067000002,.063000001,.054000001,.866,.25400001,0,10.696978,19.787914,.71149564,1.6195264,.33447701,.46700183,-.46831197,.85503393,.55068266,.41037953,-.56470108,.1390475,1.1301444,-.37837237,.21570575,5985,3644.6599,.60896575,167.89,.025261888,0,-6,0,0,0,0,0,0,0,0,.46597847
3316,20,Zhejiang,2016,388672352,48095.801,21571.199,7199,9492,.043000001,.12800001,.039000001,.063000001,.068000004,.057,.80599999,.32499999,0,10.780951,19.778248,1.2594283,1.7856981,.82434088,.80282384,-.45604536,.73376524,.95377994,.6851145,-.57436514,.4922345,1.2986379,-.24927205,.18538934,6072,3745.3,.61681491,161.39999,.023142239,0,-5,0,0,0,0,0,0,0,0,.44850484
3317,20,Zhejiang,2017,392599712,53135.199,23246.699,9000,11891,.045000002,.131,.037,.064999998,.071000002,.063000001,.72500002,.37799999,1,10.880595,19.788301,1.6974339,2.3634453,1.0692729,.92875659,-.46013424,.79439944,1.1956381,1.2345848,-.58741164,.70626587,1.687547,-.13764822,.14810978,6170,3846.76,.6234619,190.14999,.025251251,0,-4,0,0,0,0,0,0,0,0,.43750092
3318,20,Zhejiang,2018,403914624,59311.699,25308.1,12304,12127,.048,.13500001,.035999998,.059999999,.068000004,.064999998,.76899999,.32699999,1,10.990561,19.816713,2.5009711,2.4202807,1.4366705,1.0966678,-.46217868,.64281362,.95377994,1.4177412,-.58032465,.75162756,1.998055,-.041758869,.1274073,6273,3952.79,.63012755,194.75,.022567868,0,-3,0,0,0,0,0,0,0,0,.4266966
3319,20,Zhejiang,2019,404079936,64632,26643.301,11032,13502,.050000001,.13600001,.035999998,.106,.067000002,.063000001,.71700001,.33899999,1,11.076465,19.817123,2.1916192,2.7514198,1.6816025,1.1386455,-.46217868,2.0374036,.87316036,1.2345848,-.58870018,.69102889,2.4441166,-.12220844,.12627222,6375,4095,.64235294,269.54849,.026812652,0,-2,1,0,0,0,0,0,0,0,.41223079
3320,20,Zhejiang,2020,407022336,67164.5,26638.199,14555,16031,.045000002,.131,.028999999,.083999999,.071000002,.064999998,.69599998,.22,1,11.114901,19.824379,3.0484173,3.3604746,1.0692729,.92875659,-.47648969,1.3704257,1.1956381,1.4177412,-.59208262,.46653274,2.9335775,-.012666351,.10916887,6468.2998,4668.1699,.72169966,220.58549,.021879124,0,-1,0,0,0,0,0,0,0,0,.3966113
3321,20,Zhejiang,2021,425847136,76765.297,31370.699,13324,13745,.046999998,.14,.026000001,.078000002,.07,.064999998,.66299999,.229,1,11.248507,19.869591,2.7490366,2.8099411,1.3142043,1.306556,-.48262298,1.1885228,1.1150185,1.4177412,-.59739786,.72297919,2.4404144,-.040898498,.11539308,6540,4752,.72660553,203.55969,.018480919,0,0,0,1,0,0,0,0,0,0,.40865731
3322,20,Zhejiang,2022,414972480,80770,32873.301,13029,12489,.048,.141,.026000001,.078000002,.068999998,.067000002,.56300002,.26300001,1,11.299361,19.843723,2.6772921,2.5074606,1.4366705,1.3485339,-.48262298,1.1885228,1.0343989,1.6008984,-.61350465,.84050429,2.2444158,-.061062913,.048045252,6577,4826,.73376918,223.155,.018568732,0,1,0,0,1,0,0,0,0,0,.4069989
3323,20,Zhejiang,2023,441801696,85619.602,33586.102,12531,13747,.048,.142,.026000001,.078000002,.07,.066,.47,.25799999,1,11.35767,19.906372,2.5561779,2.8104227,1.4366705,1.3905116,-.48262298,1.1885228,1.1150185,1.5093198,-.62848395,.82918781,2.3242431,-.056087051,,6627,4919,.74226648,187.98,.015217245,0,2,0,0,0,1,0,0,0,0,.39227116
