year,id,GDP（亿元）,地方一般公共预算支出（亿元）,环境保护支出（亿元）,占比
2022,宁夏,5069.6,1587.8471,58.2049,0.036656489
2022,新疆,17741.3,6835.3987,124.987,0.018285254
2023,北京,43760.7,7971.25,220.67,0.027683237
2023,天津,16737.3,3280.42,33.79,0.01030051
2023,河北,43944.1,9606.21,320.6,0.033374244
2023,山西,25698.2,6345.61,241.65,0.038081445
2023,内蒙古,24627,6836.24,178.06,0.026046482
2023,辽宁,30209.4,6574.78,87.06,0.013241508
2023,吉林,13531.2,4406.85,152.38,0.034577987
2023,黑龙江,15883.9,5776.44,153.82,0.026628858
2023,上海,47218.7,9638.51,254.97,0.026453259
2023,江苏,128222.2,15242.28,247.22,0.016219358
2023,浙江,82553.2,12353.09,187.98,0.015217245
2023,安徽,47050.6,8643.57,193.59,0.022396996
2023,福建,54355.1,5859.39,120.49,0.020563574
2023,江西,32200.1,7492.88,249.37,0.033280928
2023,山东,92068.7,12581.74,209.31,0.016636014
2023,河南,59132.4,11052.54,178.61,0.016160086
2023,湖北,55803.6,9299.07,188.34,0.020253638
2023,湖南,50012.9,9581.12,170.41,0.017786021
2023,广东,135673.2,18527.03,444.65,0.024000069
2023,广西,27202.4,6101.37,70.43,0.011543309
2023,海南,7551.2,2248.96,44.52,0.019795817
2023,重庆,30145.8,5304.56,184.85,0.034847377
2023,四川,60132.9,12732.79,253.9,0.019940641
2023,贵州,20913.3,6203.7,128.85,0.020769863
2023,云南,30021.1,6730.08,154,0.022882343
2023,西藏,2392.7,2809.02,62.21,0.022146514
2023,陕西,33786.1,7175.08,245.01,0.034147354
2023,甘肃,11863.8,4521.82,146.34,0.032363075
2023,青海,3799.1,2188.72,109.13,0.049860192
2023,宁夏,5315,1751.38,76.33,0.043582775
2023,新疆,19125.9,7566.98,132.72,0.017539362
,,,,,
,,,,,
,,,,,
,,,,,
