uid,province_id,province,year,co2_emissions,gdp,sec_val,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,factor_1,factor_2,factor_3,coal_share_pctg,population,urban_population,urbanization_rate,env_expenditure,env_exp_share,treat,event_time,pre_2,post_0,post_1,post_2,did_pre2,did_post0,did_post1,did_post2,sec_pctg,industrial_wastewater,industrial_so2,industrial_solid_waste
3110,1,Shanghai,2010,167517168,18319.6,7434.8999,2107,1547,0.034000002,0.097999997,0.056000002,0.026000001,0.054000001,0.045000002,2.609,0.182,0,9.8157272,18.936596,0.02104705,-0.12768339,-0.27785265,-0.45650762,-0.42129004,-0.38797015,-0.17489201,-0.41382575,-0.28395969,-0.39958918,-0.10149014,-0.44125208,0.21393093,2302.6599,2056.3701,0.89304107,47.305099,0.014322352,0,-11,0,0,0,0,0,0,0,0,0.405844,36696.0,22.1,5.2
3111,1,Shanghai,2011,174438240,20406.1,8169.2998,2435,1793,0.037,0.111,0.064000003,0.024,0.054000001,0.046999998,2.51,0.24600001,0,9.9235888,18.977081,0.10081709,-0.068439603,0.089545049,0.089202672,-0.40493461,-0.44860449,-0.17489201,-0.23066932,-0.29990542,-0.098883197,-0.1474124,-0.37557623,0.21985976,2356.0,2096.28,0.88976228,51.619999,0.013185589,0,-10,0,0,0,0,0,0,0,0,0.40033618,44626.0,21.009,6.645
3112,1,Shanghai,2012,179224048,21774.9,8174.1001,2797,2113,0.035,0.106,0.066,0.024,0.055,0.048,2.3050001,0.111,0,9.988513,19.004147,0.18885598,0.0086254748,-0.15538691,-0.12068596,-0.40084577,-0.44860449,-0.09427274,-0.13909078,-0.33292434,-0.19748777,-0.051648993,-0.39321703,0.19659264,2399.0,2125.72,0.88608587,55.1842,0.013189287,0,-9,0,0,0,0,0,0,0,0,0.37539092,46359.0,19.341,6.373
3113,1,Shanghai,2013,181945392,23809.4,8286.5,3216,1995,0.039999999,0.109,0.059,0.022,0.059,0.050999999,2.3559999,0.19599999,0,10.077836,19.019217,0.29075733,-0.019792272,0.45694274,0.0052470979,-0.41515675,-0.50923884,0.22820497,0.13564421,-0.32470989,0.17436342,-0.14475705,-0.32379478,0.18016645,2448.0,2163.97,0.88397467,56.427299,0.012460187,0,-8,0,0,0,0,0,0,0,0,0.3480348,45426.0,17.287,6.717
3114,1,Shanghai,2014,186258096,25964.5,8633.2998,3433,2338,0.035999998,0.115,0.071999997,0.030999999,0.057,0.050000001,2.191,0.139,0,10.164486,19.042645,0.34353203,0.062811859,-0.032921158,0.25711352,-0.38857919,-0.2363843,0.066966116,0.044065997,-0.35128608,0.010367665,0.040654425,-0.35505795,0.1857293,2467.0,2173.4099,0.88099313,77.318703,0.015704213,0,-7,0,0,0,0,0,0,0,0,0.33250397,43939.0,15.536,13.143
3115,1,Shanghai,2015,193922496,27821.6,8408.7002,4423,3043,0.039999999,0.121,0.064999998,0.037999999,0.061000001,0.057,1.965,0.266,0,10.233568,19.08297,0.58430135,0.23259586,0.45694274,0.50897962,-0.40289018,-0.024164131,0.38944381,0.6851145,-0.38768741,0.43728006,0.15225457,-0.28516731,0.16700685,2458.0,2115.78,0.86077297,104.35,0.016853588,0,-6,0,0,0,0,0,0,0,0,0.30223641,46939.0,10.485,11.137
3116,1,Shanghai,2016,181333616,30963.9,8570.2002,5144,3798,0.039999999,0.12800001,0.052000001,0.055,0.064000003,0.059,1.789,0.264,0,10.340577,19.015848,0.75964952,0.41442129,0.45694274,0.80282384,-0.42946777,0.49122781,0.63130224,0.86827129,-0.41603538,0.57411486,0.4160291,-0.28880024,0.14759661,2467.0,2127.1799,0.86225373,134.41,0.019426387,0,-5,0,0,0,0,0,0,0,0,0.2767804,36600.0,6.357,4.152
3117,1,Shanghai,2017,183883760,34378.301,9525.9004,6228,4934,0.037,0.121,0.050000001,0.078000002,0.063000001,0.059,1.849,0.164,0,10.445181,19.029814,1.0232798,0.68800229,0.089545049,0.50897962,-0.43355665,1.1885228,0.55068266,0.86827129,-0.4063713,0.27065447,0.94317716,-0.32457682,0.12367996,2466.0,2120.5901,0.85993105,224.66,0.029765675,0,-4,0,0,0,0,0,0,0,0,0.27709049,31600.0,1.352,1.789
3118,1,Shanghai,2018,188922192,37769.102,10360.8,7335,5421,0.041000001,0.131,0.057,0.079999998,0.071000002,0.061999999,1.813,0.26499999,0,10.539247,19.056847,1.2925037,0.80528569,0.57940894,0.92875659,-0.41924563,1.2491571,1.1956381,1.1430062,-0.41216975,0.74487281,0.99195659,-0.2113294,0.13308696,2475.0,2135.54,0.86284447,233.39,0.027945751,0,-3,0,0,0,0,0,0,0,0,0.27431947,29100.0,1.082,1.623
3119,1,Shanghai,2019,196674960,40241.199,10317.1,8838,7331,0.046999998,0.141,0.059,0.071000002,0.071999997,0.068000004,1.5140001,0.366,0,10.602647,19.097063,1.6580353,1.2652678,1.3142043,1.3485339,-0.41515675,0.97630262,1.276257,1.6924769,-0.46032906,1.172932,1.135268,-0.075654805,0.13364752,2481.0,2144.0,0.86416769,184.0737,0.022504866,0,-2,1,0,0,0,0,0,0,0,0.25638151,34100.0,0.722,1.353
3120,1,Shanghai,2020,193113584,41603.898,10356.7,10179,9166,0.052000001,0.14300001,0.063000001,0.068999998,0.078000002,0.064000003,1.566,0.433,0,10.635949,19.078789,1.9841683,1.707188,1.9265344,1.4324894,-0.40697905,0.91566819,1.7599739,1.3261634,-0.45195353,1.3200756,1.4083334,0.028797776,0.14036244,2488.22,2221.98,0.89299983,181.8848,0.022449059,0,-1,0,0,0,0,0,0,0,0,0.2489358,31200.0,0.52,0.79
3121,1,Shanghai,2021,202709664,47059.398,11425.4,11437,8842,0.048999999,0.15099999,0.052000001,0.056000002,0.078000002,0.066,1.431,0.34900001,0,10.759166,19.127285,2.2901156,1.6291596,1.5591363,1.7683104,-0.42946777,0.52154505,1.7599739,1.5093198,-0.47369769,1.3534116,1.3728474,0.046263289,0.12988281,2489.0,2223.0,0.89312977,159.30099,0.018894996,0,0,0,1,0,0,0,0,0,0,0.24278679,32100.0,0.554,0.756
3122,1,Shanghai,2022,196101248,48594.5,11386.4,11055,7100,0.048999999,0.156,0.052999999,0.057,0.079000004,0.066,1.391,0.38100001,0,10.791265,19.094141,2.1972127,1.2096366,1.5591363,1.9781994,-0.42742336,0.55186218,1.8405935,1.5093198,-0.48014039,1.4913507,1.1226276,0.0201161,0.13729274,2475.0,2211.0,0.89333332,203.81261,0.021697985,0,1,0,0,1,0,0,0,0,0,0.23431459,32300.0,0.653,0.814
3123,1,Shanghai,2023,205270736,51404.5,11542.9,11219,7742,0.050000001,0.152,0.052999999,0.057999998,0.079999998,0.064999998,1.321,0.39300001,0,10.847481,19.139841,2.2370977,1.3642484,1.6816025,1.8102882,-0.42742336,0.58217931,1.9212124,1.4177412,-0.49141517,1.4516376,1.2261995,0.02413789,,2487.0,2225.0,0.89465219,254.97,0.026453258,0,2,0,0,0,1,0,0,0,0,0.22455038,31536.879,0.513,0.741
5300,2,Yunnan,2000,72648408,2052.3,836.20001,27,40,0.025,0.068000004,0.26100001,0.015,0.034000002,0.033,4.0570002,0.28400001,0,7.6267166,18.101143,-0.48481175,-0.49061173,-1.3800464,-1.7158384,-0.002181812,-0.72145903,-1.7872802,-1.5127664,-0.050733332,-1.6753086,-0.15694682,-0.34872779,,4241.0,,,,,0,-21,0,0,0,0,0,0,0,0,0.40744531,35117.0,32.385,35.538
5301,2,Yunnan,2001,75648288,2186.3999,871.40002,42,30,0.027000001,0.075999998,0.229,0.016000001,0.037,0.032000002,3.023,0.35100001,0,7.6900115,18.141605,-0.48116374,-0.49302003,-1.1351144,-1.3800172,-0.067603596,-0.69114184,-1.5454221,-1.6043446,-0.21727757,-1.4799474,-0.22243725,-0.44228119,,4287.3999,,,,,0,-20,0,0,0,0,0,0,0,0,0.39855474,32713.0,29.442,53.166
5302,2,Yunnan,2002,79207728,2392.0,942.09998,46,43,0.027000001,0.077,0.27000001,0.018999999,0.039999999,0.035999998,3.4219999,0.38800001,0,7.7798853,18.187584,-0.48019093,-0.48988923,-1.1351144,-1.3380393,0.016218068,-0.60019034,-1.303564,-1.2380314,-0.15301149,-1.2888415,-0.2375394,-0.33491117,,4333.0,,,,,0,-19,0,0,0,0,0,0,0,0,0.3938545,33696.0,29.312,21.003
5303,2,Yunnan,2003,94204008,2673.6001,1059.8,66,47,0.027000001,0.077,0.228,0.018999999,0.041000001,0.034000002,3.063,0.252,0,7.891181,18.360973,-0.4753269,-0.48892593,-1.1351144,-1.3380393,-0.069648027,-0.60019034,-1.2229444,-1.4211878,-0.21083486,-1.3299803,-0.23361343,-0.42021129,0.63916361,4376.0,,,,,0,-18,0,0,0,0,0,0,0,0,0.39639437,34655.0,38.068,25.323
5304,2,Yunnan,2004,109501160,3185.3,1267.8,59,38,0.026000001,0.082000002,0.215,0.027000001,0.044,0.035999998,1.645,0.29899999,0,8.0663013,18.511446,-0.47702929,-0.4910934,-1.2575804,-1.1281507,-0.096225619,-0.35765296,-0.98108631,-1.2380314,-0.43922916,-1.2015949,-0.22296371,-0.54753864,0.65106589,4415.0,,,,,0,-17,0,0,0,0,0,0,0,0,0.39801589,38402.0,40.0,26.1
5305,2,Yunnan,2005,119960512,3553.3,1387.3,90,38,0.028000001,0.086000003,0.27500001,0.02,0.046999998,0.041000001,1.784,0.33899999,0,8.1756325,18.602673,-0.46949005,-0.4910934,-1.0126485,-0.96023983,0.026440211,-0.56987321,-0.73922813,-0.78013927,-0.4168407,-0.86142254,-0.37188709,-0.39907268,0.66423851,4450.3999,1312.87,0.29500046,,,0,-16,0,0,0,0,0,0,0,0,0.3904258,32928.0,42.9,32.6
5306,2,Yunnan,2006,142414880,4157.7002,1674.2,97,73,0.033,0.088,0.221,0.017999999,0.045000002,0.041999999,1.99,0.30599999,0,8.3327169,18.774256,-0.46778765,-0.48266441,-0.40031886,-0.8762846,-0.083959043,-0.63050753,-0.90046668,-0.68856108,-0.38366073,-0.69394535,-0.43785852,-0.40867877,0.65114039,4483.0,1367.3199,0.30500111,,,0,-15,0,0,0,0,0,0,0,0,0.40267453,34286.0,45.6,30.8
5307,2,Yunnan,2007,161465056,5166.0,2057.3999,107,62,0.028000001,0.093999997,0.189,0.015,0.048999999,0.043000001,1.78,0.222,0,8.5498543,18.899799,-0.46535563,-0.4853135,-1.0126485,-0.6244185,-0.14938082,-0.72145903,-0.57798928,-0.59698254,-0.417485,-0.6821472,-0.47751784,-0.46304283,0.62628967,4514.0,1426.42,0.31599912,31.381599,0.02764369,0,-14,0,0,0,0,0,0,0,0,0.39825782,35352.282,44.539,29.027
5308,2,Yunnan,2008,165360704,6120.6001,2476.1001,163,114,0.035,0.097000003,0.185,0.028999999,0.050000001,0.048,1.309,0.42300001,0,8.7194157,18.923639,-0.45173636,-0.47279042,-0.15538691,-0.49848512,-0.15755853,-0.29701865,-0.49736974,-0.13909078,-0.49334797,-0.2744987,-0.4633936,-0.45359942,0.62667745,4543.0,1499.1899,0.33000001,58.458199,0.039761025,0,-13,0,0,0,0,0,0,0,0,0.40455186,32996.0,41.993,27.347
5309,2,Yunnan,2009,170803504,6690.2002,2605.3999,172,146,0.030999999,0.097000003,0.152,0.043000001,0.052000001,0.045000002,1.2180001,0.21699999,0,8.8083992,18.956024,-0.44954756,-0.46508393,-0.6452508,-0.49848512,-0.22502474,0.12742181,-0.33613086,-0.41382575,-0.50800514,-0.47535139,-0.2793107,-0.55640733,0.63159579,4571.0,1554.14,0.34,82.157898,0.04208177,0,-12,0,0,0,0,0,0,0,0,0.38943526,32375.205,41.782,22.538
5310,2,Yunnan,2010,181827088,7869.8999,3267.7,236,182,0.033,0.1,0.14,0.041999999,0.052999999,0.045000002,1.279,0.204,0,8.9708004,19.018566,-0.43398267,-0.4564141,-0.40031886,-0.37255207,-0.2495579,0.097104572,-0.25551158,-0.41382575,-0.49818,-0.3513751,-0.31391644,-0.54040468,0.58593184,4601.6001,1596.76,0.34700105,86.405998,0.037802473,0,-11,0,0,0,0,0,0,0,0,0.41521493,30926.0,44.0,18.1
5311,2,Yunnan,2011,197174336,9666.2002,3811.3999,264,230,0.033,0.102,0.139,0.041999999,0.056000002,0.048999999,0.72100002,0.168,0,9.1763906,19.099598,-0.42717302,-0.44485435,-0.40031886,-0.28859681,-0.25160235,0.097104572,-0.01365316,-0.047512557,-0.58805591,-0.15788631,-0.37120971,-0.55583721,0.55871832,4620.0,1704.21,0.36887664,95.860001,0.032721192,0,-10,0,0,0,0,0,0,0,0,0.39430177,47228.0,64.252,35.282
5312,2,Yunnan,2012,212927888,11266.3,4458.3999,361,302,0.041000001,0.114,0.127,0.043000001,0.061000001,0.054000001,0.78600001,0.447,0,9.3295708,19.176464,-0.40358248,-0.4275147,0.57940894,0.21513572,-0.2761355,0.12742181,0.38944381,0.41037953,-0.57758647,0.49921998,-0.53362578,-0.4509941,0.55164337,4631.0,1831.45,0.39547613,101.1156,0.02830263,0,-9,0,0,0,0,0,0,0,0,0.39572886,42811.0,62.26,35.952
5313,2,Yunnan,2013,222280624,13027.0,5000.5,413,358,0.037999999,0.11,0.115,0.050999999,0.059999999,0.052000001,0.861,0.245,0,9.4747791,19.219452,-0.39093602,-0.41402832,0.21201079,0.047224887,-0.30066866,0.36995912,0.30882424,0.22722276,-0.5655064,0.2552433,-0.37990206,-0.50991964,0.56621838,4641.0,1897.14,0.40877828,105.2946,0.025703469,0,-8,0,0,0,0,0,0,0,0,0.38385659,41844.0,61.295,35.477
5314,2,Yunnan,2014,219312000,14275.1,5376.5,557,574,0.043000001,0.119,0.12800001,0.048,0.061000001,0.052999999,0.71799999,0.33899999,0,9.5662718,19.206005,-0.35591504,-0.36200938,0.82434088,0.42502436,-0.27409106,0.27900764,0.38944381,0.31880099,-0.58853912,0.58242351,-0.46369532,-0.43885782,0.53728074,4653.0,1967.11,0.42276165,108.8821,0.024534173,0,-7,0,0,0,0,0,0,0,0,0.37663484,40443.0,58.256,32.996
5315,2,Yunnan,2015,214986352,15358.6,5491.7002,706,773,0.039999999,0.124,0.11,0.054000001,0.064999998,0.054000001,0.68400002,0.317,0,9.639431,19.186085,-0.31967804,-0.31408453,0.45694274,0.63491267,-0.31089082,0.46091071,0.71192122,0.41037953,-0.59401542,0.63318241,-0.39120695,-0.46021768,0.52613264,4663.0,2054.6201,0.44062191,134.08,0.028449997,0,-6,0,0,0,0,0,0,0,0,0.35756516,45933.0,52.377,26.137
5316,2,Yunnan,2016,210642416,16773.6,5747.3999,973,1016,0.039000001,0.117,0.102,0.054000001,0.057999998,0.052999999,0.61199999,0.115,0,9.727562,19.165672,-0.25474328,-0.25556326,0.33447701,0.34106877,-0.32724625,0.46091071,0.14758539,0.31880099,-0.60561228,0.31340602,-0.24925093,-0.51504087,0.52851379,4677.0,2148.3799,0.45935002,150.13,0.029913168,0,-5,0,0,0,0,0,0,0,0,0.34264559,49157.809,41.48,47.854
5317,2,Yunnan,2017,212542304,18864.6,6317.7998,1094,1448,0.041000001,0.138,0.134,0.07,0.068999998,0.064000003,0.57499999,0.417,0,9.8450422,19.174652,-0.22531591,-0.15152539,0.57940894,1.2226005,-0.26182449,0.94598538,1.0343989,1.3261634,-0.61157185,1.1425972,-0.28312695,-0.36175931,0.50849354,4693.0,2241.3501,0.47759429,179.48,0.031416234,0,-4,0,0,0,0,0,0,0,0,0.33490241,20613.43,22.508,39.806
5318,2,Yunnan,2018,217358240,21427.5,7267.5,1362,1881,0.043000001,0.13500001,0.106,0.064999998,0.071999997,0.057,0.74699998,0.28999999,0,9.9724302,19.197058,-0.16013795,-0.047246706,0.82434088,1.0966678,-0.31906855,0.79439944,1.276257,0.6851145,-0.58386815,1.0427938,-0.22537072,-0.37311876,0.49666682,4703.0,2309.22,0.49100998,169.81,0.027952133,0,-3,0,0,0,0,0,0,0,0,0.33916697,19814.83,21.331,43.2
5319,2,Yunnan,2019,216829872,23902.1,8152.1001,1378,1861,0.041000001,0.138,0.090999998,0.074000001,0.068000004,0.061000001,0.51700002,0.221,0,10.081721,19.194624,-0.15624674,-0.052063275,0.57940894,1.2226005,-0.34973499,1.0672541,0.95377994,1.0514281,-0.62091374,1.0063769,-0.14128186,-0.43006107,0.48210138,4714.0,2376.0,0.50403053,205.1577,0.030303551,0,-2,1,0,0,0,0,0,0,0,0.3410621,22858.828,20.355,44.95
5320,2,Yunnan,2020,215735424,25214.5,8427.7998,1584,2672,0.044,0.132,0.079999998,0.056000002,0.071000002,0.059999999,0.55400002,0.17,0,10.135175,19.189564,-0.10614725,0.14324853,0.94680667,0.97073436,-0.37222373,0.52154505,1.1956381,0.95984948,-0.61495423,1.0766459,-0.21995935,-0.37758708,0.46500194,4722.2202,2363.47,0.50049978,163.96809,0.023511283,0,-1,0,0,0,0,0,0,0,0,0.33424419,41064.97,14.619,24.301
5321,2,Yunnan,2021,219190752,27895.301,9535.2002,1585,2390,0.048,0.142,0.077,0.048999999,0.077,0.061999999,0.479,0.271,0,10.236214,19.205454,-0.10590405,0.075334936,1.4366705,1.3905116,-0.37835702,0.30932474,1.6793543,1.1430062,-0.62703431,1.5403731,-0.44679984,-0.30652979,0.43644306,4690.0,2394.0,0.51044774,136.1013,0.020514602,0,0,0,1,0,0,0,0,0,0,0.34182101,40021.45,11.712,15.291
5322,2,Yunnan,2022,212591584,29301.1,9985.7998,1919,2416,0.046999998,0.146,0.077,0.050000001,0.075000003,0.061999999,0.43200001,0.271,0,10.28538,19.174883,-0.024674803,0.081596471,1.3142043,1.5584221,-0.37835702,0.33964199,1.5181158,1.1430062,-0.63460451,1.4964939,-0.38890293,-0.31244159,0.40231675,4693.0,2427.0,0.5171532,146.9509,0.021933643,0,1,0,0,1,0,0,0,0,0,0.34079948,18100.0,11.633,15.632
5323,2,Yunnan,2023,224286160,30595.801,10021.4,2319,2532,0.048,0.146,0.075999998,0.050000001,0.075000003,0.061000001,0.40099999,0.28099999,0,10.328618,19.228434,0.072605737,0.10953256,1.4366705,1.5584221,-0.38040146,0.33964199,1.5181158,1.0514281,-0.63959765,1.4904937,-0.33349776,-0.30545431,,4673.0,2473.0,0.52921033,154.0,0.022882342,0,2,0,0,0,1,0,0,0,0,0.32754168,17077.615,10.101,15.629
1500,3,Neimenggu,2000,140109200,1551.3,582.59998,11,21,0.024,0.071000002,0.36399999,0.032000002,0.037,0.033,3.523,0.45500001,0,7.3468485,18.757933,-0.48870298,-0.49518746,-1.5025125,-1.5899054,0.20839448,-0.20606707,-1.5454221,-1.5127664,-0.13674362,-1.6060445,-0.018980335,-0.29107833,,2372.0,,,,,1,-21,0,0,0,0,0,0,0,0,0.37555596,21844.0,50.631,47.894
1501,3,Neimenggu,2001,142679840,1729.5,655.70001,15,27,0.024,0.07,0.322,0.032000002,0.037999999,0.029999999,4.0749998,0.278,0,7.4555879,18.776114,-0.48773018,-0.4937425,-1.5025125,-1.6318833,0.12252842,-0.20606707,-1.4648029,-1.7875015,-0.047834165,-1.68276,0.0077606039,-0.30614656,,2381.45,,,,,1,-20,0,0,0,0,0,0,0,0,0.37912694,20960.0,48.511,133.467
1502,3,Neimenggu,2002,156339680,1959.7,754.79999,12,28,0.026000001,0.078000002,0.31099999,0.028000001,0.039999999,0.035,2.7720001,0.41299999,0,7.5805469,18.867542,-0.48845977,-0.49350166,-1.2575804,-1.2960615,0.10003967,-0.32733577,-1.303564,-1.3296096,-0.2577056,-1.3411562,-0.14946459,-0.36596969,,2384.05,,,,,1,-19,0,0,0,0,0,0,0,0,0.38516098,22737.0,55.9,39.28
1503,3,Neimenggu,2003,193669040,2415.1001,840.90002,15,36,0.026000001,0.082000002,0.28200001,0.032000002,0.039999999,0.037999999,3.4400001,0.38999999,0,7.7894959,19.081661,-0.48773018,-0.49157503,-1.2575804,-1.1281507,0.040751223,-0.20606707,-1.303564,-1.0548745,-0.15011224,-1.2258488,-0.14017911,-0.33096266,0.69473767,2385.78,,,,,1,-18,0,0,0,0,0,0,0,0,0.34818435,23577.0,113.782,65.313
1504,3,Neimenggu,2004,228895008,2976.2,1041.2,30,31,0.028999999,0.082999997,0.226,0.022,0.041999999,0.039000001,2.543,0.34400001,0,7.9984026,19.248774,-0.48408213,-0.4927792,-0.89018273,-1.0861732,-0.073736899,-0.50923884,-1.1423252,-0.96329606,-0.29459018,-1.0395787,-0.304524,-0.42336062,0.68339258,2392.6599,,,,,1,-17,0,0,0,0,0,0,0,0,0.34984207,22848.0,103.4,85.8
1505,3,Neimenggu,2005,275958208,3562.7,1377.8,23,39,0.028000001,0.088,0.26100001,0.027000001,0.046999998,0.037999999,1.973,0.35800001,0,8.1782742,19.43576,-0.48578456,-0.49085256,-1.0126485,-0.8762846,-0.002181812,-0.35765296,-0.73922813,-1.0548745,-0.38639888,-0.92718238,-0.29415965,-0.42265397,0.64274931,2403.1101,1134.27,0.47200087,,,1,-16,0,0,0,0,0,0,0,0,0.38672918,24967.0,129.6,106.0
1506,3,Neimenggu,2006,328438304,4212.2998,1722.4,37,48,0.029999999,0.085000001,0.168,0.032000002,0.044,0.041000001,1.749,0.26100001,0,8.3457642,19.609859,-0.48237973,-0.4886851,-0.76771677,-1.0022177,-0.19231386,-0.20606707,-0.98108631,-0.78013927,-0.42247811,-0.91344631,-0.26729578,-0.55063826,0.56873029,2415.05,1174.6801,0.48639986,,,1,-15,0,0,0,0,0,0,0,0,0.40889779,27823.0,138.4,75.8
1507,3,Neimenggu,2007,386697376,5239.6001,2122.7,43,42,0.033,0.094999999,0.17,0.029999999,0.050000001,0.046,1.508,0.41,0,8.5640001,19.773153,-0.48092052,-0.49013007,-0.40031886,-0.58244067,-0.18822499,-0.26670149,-0.49736974,-0.32224753,-0.46129546,-0.4194645,-0.43136287,-0.48504555,0.51427072,2428.8301,1218.0601,0.50150073,61.728298,0.057034086,1,-14,0,0,0,0,0,0,0,0,0.40512633,25020.842,128.325,70.445
1508,3,Neimenggu,2008,397196544,6352.3999,2555.1001,35,50,0.033,0.093000002,0.126,0.041999999,0.046999998,0.041000001,1.26,0.228,0,8.756588,19.799942,-0.48286614,-0.48820344,-0.40031886,-0.66639596,-0.27817991,0.097104572,-0.73922813,-0.78013927,-0.50124031,-0.67082244,-0.25812212,-0.61506361,0.5453921,2444.3301,1263.96,0.51709878,79.681503,0.054779988,1,-13,0,0,0,0,0,0,0,0,0.40222594,29167.0,125.858,63.794
